TWLVC1|20260921|202609211813|1870|code,fgn,fgnD,inv,invD,dlrH,mgn,mgnChg,shrt,sr,big,bigChg,small,smallChg,holders,holdersChg,mgnRate,mgnCost,mgnConf
1259,-4,-3,0,0,4,,,,,71.16,,15.17,,16179,,,,
1264,0,0,0,0,-0.02,,,,,24.84,,36.86,,9296,,,,
1268,4,1,0,0,0,,,,,72.16,,16.67,,3503,,,,
1294,0,0,0,0,0.134,,,,,44.00,,24.85,,4543,,,,
1295,3,1,0,0,0,,,,,44.91,,30.97,,3292,,,,
1301,1077.211,1,0,0,-6.789,,,,,72.59,,20.17,,293131,,,,
1303,2173.486,1,3134,11,129.682,,,,,83.84,,10.30,,280958,,,,
1304,263.445,1,0,0,-7.514,,,,,57.82,,31.79,,99239,,,,
1305,211.064,1,0,0,2,,,,,48.61,,39.22,,72181,,,,
1307,67,1,0,0,0,,,,,77.30,,14.78,,18031,,,,
1308,519.234,1,0,0,1.171,,,,,49.95,,38.37,,75807,,,,
1309,183.139,1,0,0,-2.831,,,,,43.94,,45.55,,78585,,,,
1310,419.752,1,0,0,0,,,,,24.82,,57.02,,105143,,,,
1312,419.452,1,0,0,-92.955,,,,,56.14,,31.59,,139255,,,,
1313,757.366,1,0,0,-0.266,,,,,63.93,,23.90,,61271,,,,
1314,15575.211,4,0,0,0,,,,,34.43,,42.85,,299289,,,,
1315,10,3,0,0,0,,,,,71.05,,12.14,,5801,,,,
1316,-397.324,-2,0,0,0,,,,,33.34,,44.59,,61081,,,,
1319,222.339,3,1,1,-1,,,,,76.04,,16.43,,31855,,,,
1321,-17,-1,0,0,0,,,,,53.63,,11.83,,3961,,,,
1323,-4,-1,0,0,0,,,,,61.23,,21.59,,14490,,,,
1324,0,0,0,0,0,,,,,60.81,,29.13,,23390,,,,
1325,38.099,7,0,0,0,,,,,44.85,,45.23,,36104,,,,
1326,-1525.691,-2,0,0,-38.029,,,,,80.42,,13.23,,183034,,,,
1336,62.432,4,0,0,-0.001,,,,,38.52,,32.18,,12361,,,,
1337,11,3,0,0,0,,,,,39.10,,40.88,,52353,,,,
1338,-108,-1,0,0,0,,,,,34.27,,43.83,,55985,,,,
1339,12,3,0,0,0,,,,,72.42,,21.38,,7271,,,,
1340,10,2,0,0,0,,,,,28.15,,51.83,,61652,,,,
1342,-26,-1,0,0,0,,,,,51.25,,32.57,,8697,,,,
1402,304.274,3,-1313.07,-11,-226.718,,,,,87.04,,7.91,,88055,,,,
1409,614.032,1,2,1,-36.28,,,,,57.87,,31.80,,155997,,,,
1410,-2,-1,0,0,0,,,,,68.39,,13.52,,6632,,,,
1413,0,0,0,0,0,,,,,69.55,,15.34,,8456,,,,
1414,13.757,1,0,0,0,,,,,82.85,,8.48,,26845,,,,
1416,-64.276,-5,0,0,0,,,,,50.65,,31.03,,45300,,,,
1417,-6,-13,0,0,0,,,,,48.25,,30.92,,55510,,,,
1418,3,3,0,0,0,,,,,58.96,,15.91,,30556,,,,
1419,-1,-1,0,0,0,,,,,85.53,,5.33,,16817,,,,
1423,-1,-1,0,0,0,,,,,74.48,,10.73,,18131,,,,
1432,6,3,0,0,0,,,,,53.30,,41.17,,257251,,,,
1434,689.009,1,2,1,0,,,,,68.61,,21.26,,63998,,,,
1435,-2,-1,0,0,0,,,,,93.05,,4.11,,33048,,,,
1436,-70,-1,0,0,0,,,,,72.04,,18.86,,14358,,,,
1437,-22.53,-1,0,0,0,,,,,67.32,,12.46,,8493,,,,
1438,-7,-1,0,0,0,,,,,76.79,,11.64,,5036,,,,
1439,4,2,0,0,0,,,,,77.15,,10.29,,4332,,,,
1440,302.736,1,0,0,0,,,,,73.51,,15.68,,93642,,,,
1442,-198,-2,0,0,0,,,,,79.25,,7.28,,8484,,,,
1443,0,0,0,0,0,,,,,82.69,,6.60,,15690,,,,
1444,138.076,1,0,0,0,,,,,59.93,,28.39,,60383,,,,
1445,4,4,0,0,0,,,,,59.26,,18.44,,11835,,,,
1446,-92,-1,0,0,0,,,,,62.65,,24.01,,8012,,,,
1447,117.704,1,0,0,0,,,,,65.97,,23.25,,42179,,,,
1449,108.442,3,0,0,-0.455,,,,,32.57,,49.47,,45130,,,,
1451,2,1,0,0,0,,,,,56.67,,25.69,,16673,,,,
1452,-0.01,-8,0,0,0,,,,,38.80,,36.60,,47005,,,,
1453,0,0,0,0,0,,,,,73.70,,20.75,,14000,,,,
1454,-1,-1,0,0,0,,,,,77.26,,11.88,,13767,,,,
1455,-191.012,-1,0,0,0.207,,,,,63.09,,26.38,,34647,,,,
1456,-5,-1,0,0,0,,,,,80.69,,8.12,,4622,,,,
1457,-20,-7,0,0,0,,,,,68.29,,17.44,,16520,,,,
1459,7,4,0,0,0,,,,,78.33,,9.55,,12233,,,,
1460,2,3,0,0,0,,,,,65.23,,18.99,,23802,,,,
1463,29,7,0,0,0,,,,,75.17,,12.57,,33379,,,,
1464,-22.716,-2,0,0,0,,,,,54.35,,27.60,,63537,,,,
1465,-29,-1,0,0,0,,,,,62.34,,20.22,,10185,,,,
1466,59.978,1,0,0,0,,,,,62.10,,21.26,,21699,,,,
1467,-7,-1,0,0,0,,,,,59.72,,23.35,,17847,,,,
1468,0,0,0,0,0,,,,,96.81,,1.40,,1324,,,,
1470,1,4,0,0,0,,,,,70.27,,5.08,,1192,,,,
1471,56.002,3,0,0,0,,,,,16.98,,65.27,,56213,,,,
1472,17,1,0,0,0,,,,,69.47,,8.48,,3591,,,,
1473,-21,-2,0,0,0,,,,,69.45,,19.88,,12546,,,,
1474,-4,-7,0,0,0,,,,,53.32,,29.42,,16291,,,,
1475,0,0,0,0,0,,,,,69.00,,11.22,,2289,,,,
1476,-698.357,-5,7.748,17,0.627,,,,,71.59,,14.83,,22364,,,,
1477,-258.638,-2,167.504,1,-6.145,,,,,50.64,,29.46,,30897,,,,
1503,-10.493,-2,-4,-1,10.385,,,,,70.81,,21.71,,80008,,,,
1504,-1416.402,-5,-7,-1,11.669,,,,,67.85,,24.99,,200866,,,,
1506,8,1,0,0,0,,,,,71.35,,13.94,,21292,,,,
1512,10,3,0,0,0,,,,,47.97,,32.75,,19976,,,,
1513,176.389,1,394.999,3,26.743,,,,,41.08,,48.65,,155957,,,,
1514,484.198,3,0,0,-1.147,,,,,33.36,,51.96,,101818,,,,
1515,-57.519,-1,0,0,0.28,,,,,40.33,,42.95,,24623,,,,
1516,9,2,0,0,0,,,,,58.33,,26.78,,43398,,,,
1517,-25.723,-1,0,0,0,,,,,44.10,,43.18,,46234,,,,
1519,-38.879,-1,-1,-1,-15.091,,,,,68.60,,19.80,,85985,,,,
1521,6,2,0,0,0,,,,,66.44,,27.08,,23430,,,,
1522,23.85,1,0,0,-0.051,,,,,52.55,,36.40,,30055,,,,
1524,62.185,4,0,0,0,,,,,35.53,,52.10,,45381,,,,
1525,2,3,0,0,0,,,,,86.50,,9.22,,3180,,,,
1526,-3,-2,0,0,0,,,,,29.94,,50.59,,52358,,,,
1527,42.341,1,0,0,0,,,,,29.15,,56.51,,64314,,,,
1528,2676.006,2,0,0,75.346,,,,,27.74,,63.81,,93784,,,,
1529,-138.545,-1,0,0,0,,,,,45.00,,43.51,,30102,,,,
1530,-3,-1,0,0,0,,,,,70.06,,20.40,,10722,,,,
1531,-4,-2,0,0,0,,,,,54.14,,22.27,,12798,,,,
1532,-51.261,-1,0,0,0,,,,,58.67,,23.07,,19329,,,,
1533,11,4,0,0,0,,,,,52.11,,30.68,,9964,,,,
1535,-3,-1,0,0,0,,,,,75.37,,20.95,,9834,,,,
1536,100.019,1,0,0,-0.409,,,,,27.60,,57.38,,83616,,,,
1537,-6,-1,0,0,0,,,,,43.01,,41.68,,15850,,,,
1539,1,2,0,0,0,,,,,60.51,,30.84,,5268,,,,
1540,26,9,0,0,0,,,,,23.21,,56.29,,41185,,,,
1541,-4,-1,0,0,0,,,,,79.46,,11.18,,2430,,,,
1558,-25,-1,0,0,0,,,,,16.74,,44.14,,27471,,,,
1560,497.876,1,509,4,-58.974,,,,,50.31,,20.41,,22354,,,,
1563,-142.656,-2,0,0,0,,,,,36.51,,36.02,,15023,,,,
1565,-11,-1,0,0,-0.298,,,,,8.40,,68.69,,37597,,,,
1568,-24.39,-2,0,0,0.42,,,,,57.23,,26.68,,9650,,,,
1569,1239.354,5,0,0,33.029,,,,,42.66,,34.71,,24215,,,,
1570,-2,-2,0,0,0,,,,,44.49,,30.71,,34879,,,,
1580,-22.943,-1,0,0,-0.516,,,,,29.88,,52.12,,27747,,,,
1582,-2.444,-2,0,0,-1.903,,,,,25.78,,58.11,,66499,,,,
1583,10,1,0,0,0,,,,,89.51,,6.71,,2501,,,,
1584,27.346,4,0,0,0,,,,,36.68,,47.83,,56092,,,,
1586,12,2,0,0,0,,,,,61.20,,19.90,,11992,,,,
1587,31,4,0,0,0,,,,,37.91,,41.99,,11841,,,,
1590,-242.181,-4,-2,-1,3.48,,,,,53.39,,10.65,,6691,,,,
1591,1.175,3,0,0,0.308,,,,,8.04,,60.76,,32399,,,,
1593,6,1,0,0,0,,,,,35.43,,35.72,,3304,,,,
1595,26,2,0,0,1.866,,,,,36.44,,35.74,,9353,,,,
1597,-27.898,-3,0,0,-2.708,,,,,37.11,,40.34,,20208,,,,
1598,116.988,1,0,0,0,,,,,52.73,,29.35,,10593,,,,
1599,-1,-3,0,0,-0.611,,,,,56.85,,27.65,,11800,,,,
1603,17,3,0,0,0,,,,,69.49,,21.90,,13472,,,,
1604,-29.587,-2,0,0,0,,,,,52.60,,32.25,,101746,,,,
1605,3076.871,1,7,1,77.283,,,,,72.80,,20.46,,249953,,,,
1608,93,1,0,0,-0.523,,,,,63.28,,28.39,,48993,,,,
1609,-106.068,-1,0,0,59.618,,,,,28.49,,59.42,,196149,,,,
1611,1029.513,1,0,0,0,,,,,43.93,,39.33,,87093,,,,
1612,68,4,0,0,0.015,,,,,55.51,,31.91,,37453,,,,
1614,10,4,0,0,0,,,,,75.52,,7.82,,5188,,,,
1615,40,1,0,0,0,,,,,76.85,,14.74,,8688,,,,
1616,160,3,0,0,0,,,,,56.52,,32.73,,14652,,,,
1617,42.914,5,0,0,0,,,,,69.13,,18.99,,11771,,,,
1618,-27.102,-1,0,0,-1.847,,,,,53.37,,36.16,,22113,,,,
1623,-32.066,-1,0,0,-0.709,,,,,73.47,,17.74,,5840,,,,
1626,5,3,0,0,0,,,,,60.15,,18.69,,9861,,,,
1702,87.574,6,0,0,0,,,,,54.85,,36.73,,64005,,,,
1707,-76.987,-7,0,0,-0.205,,,,,40.62,,38.20,,68792,,,,
1708,-312.02,-1,0,0,-12.694,,,,,33.94,,53.68,,86040,,,,
1709,3512.168,1,0,0,181.629,,,,,64.24,,18.90,,40074,,,,
1710,2313.378,1,0,0,406.914,,,,,57.41,,28.95,,59346,,,,
1711,163.183,1,0,0,1.33,,,,,39.45,,46.40,,97750,,,,
1712,-180,-7,57.842,5,0,,,,,47.63,,32.57,,82461,,,,
1713,-121.83,-7,0,0,0,,,,,67.70,,16.47,,23542,,,,
1714,1443.052,1,0,0,-35.068,,,,,46.81,,37.70,,107696,,,,
1717,-822.772,-14,3,2,-8.226,,,,,60.90,,26.52,,100004,,,,
1718,2483.804,1,0,0,577.011,,,,,47.80,,38.70,,190308,,,,
1720,-19.1,-2,0,0,0,,,,,61.50,,28.13,,16070,,,,
1721,322,1,0,0,0,,,,,31.59,,53.52,,67764,,,,
1722,-684.745,-1,1,2,0,,,,,58.23,,27.71,,122652,,,,
1723,-113,-2,0,0,-0.507,,,,,46.93,,41.20,,62621,,,,
1725,25,4,0,0,0,,,,,93.10,,4.47,,3605,,,,
1726,-7,-10,0,0,0,,,,,83.56,,10.93,,9493,,,,
1727,-1609.254,-1,0,0,-81.213,,,,,57.82,,27.34,,17559,,,,
1730,-1,-1,0,0,0,,,,,53.73,,38.67,,10055,,,,
1731,11,3,0,0,0,,,,,51.75,,34.12,,18419,,,,
1732,3,3,0,0,0,,,,,44.13,,45.82,,38016,,,,
1733,-8,-2,0,0,0,,,,,31.90,,43.80,,38239,,,,
1734,-215.778,-1,0,0,0,,,,,41.50,,37.82,,70396,,,,
1735,10,3,0,0,-0.161,,,,,77.82,,17.36,,8359,,,,
1736,-75.919,-2,-62,-6,0.243,,,,,83.16,,7.01,,7782,,,,
1737,360.823,1,0,0,0,,,,,59.30,,30.46,,74632,,,,
1742,1,1,0,0,0,,,,,72.77,,11.05,,11289,,,,
1752,-4,-1,0,0,0,,,,,58.31,,29.32,,8130,,,,
1760,-1,-2,0,0,0,,,,,33.89,,45.23,,38956,,,,
1762,4,3,0,0,0,,,,,36.10,,43.40,,53908,,,,
1773,-57.252,-1,1,1,-0.4,,,,,68.31,,18.81,,17029,,,,
1776,4,1,0,0,0,,,,,44.14,,22.60,,3229,,,,
1777,-5,-2,0,0,0,,,,,54.22,,31.79,,3341,,,,
1780,-6,-2,0,0,0,,,,,63.16,,14.42,,2596,,,,
1781,-4,-1,0,0,0.002,,,,,23.54,,44.53,,35685,,,,
1783,1,3,0,0,0,,,,,56.10,,25.32,,38045,,,,
1784,17,1,0,0,-0.235,,,,,18.13,,51.24,,34518,,,,
1785,-146.923,-3,0,0,0.236,,,,,36.49,,48.76,,133137,,,,
1786,-11.786,-1,0,0,0,,,,,44.39,,37.27,,44820,,,,
1788,-2,-4,0,0,0,,,,,40.09,,37.21,,7742,,,,
1789,16.294,1,0,0,1,,,,,74.61,,16.49,,24633,,,,
1795,-107,-2,1,1,-3.131,,,,,52.28,,37.43,,41073,,,,
1796,3,1,0,0,0.001,,,,,45.18,,26.58,,7591,,,,
1799,-18.091,-1,0,0,0,,,,,64.07,,24.95,,18890,,,,
1802,4389.882,1,4,16,263.544,,,,,74.53,,20.91,,200290,,,,
1805,-1,-1,0,0,0,,,,,70.40,,12.88,,9266,,,,
1806,1.81,4,0,0,0,,,,,70.92,,20.67,,24604,,,,
1808,501.1,3,0,0,0,,,,,78.85,,14.74,,27534,,,,
1809,711.998,1,0,0,0.611,,,,,43.48,,46.82,,53408,,,,
1810,232.027,4,0,0,-0.002,,,,,56.33,,32.26,,24474,,,,
1813,0,0,0,0,-0.311,,,,,33.67,,38.74,,9045,,,,
1815,-653.497,-1,1185,1,85.664,,,,,47.66,,42.76,,153913,,,,
1817,-3,-4,0,0,0,,,,,58.35,,22.82,,4504,,,,
1903,26,1,0,0,0,,,,,74.91,,10.88,,20890,,,,
1904,-57.427,-2,0,0,3,,,,,64.11,,24.83,,323559,,,,
1905,88.011,1,0,0,-0.457,,,,,69.05,,24.92,,71118,,,,
1906,-12,-7,0,0,0,,,,,70.13,,19.47,,12484,,,,
1907,-369.247,-2,4,1,0,,,,,82.20,,10.09,,81802,,,,
1909,-488,-2,0,0,0,,,,,63.79,,23.43,,84378,,,,
2002,-19712.424,-7,14,3,-94.834,,,,,49.26,,37.55,,1315246,,,,
2006,-161.52,-1,1,1,-11.604,,,,,75.03,,13.69,,58974,,,,
2007,20,4,0,0,0,,,,,75.66,,19.18,,27486,,,,
2008,1,2,0,0,0,,,,,91.25,,4.98,,7480,,,,
2009,255.11,4,0,0,3.243,,,,,56.14,,38.14,,47767,,,,
2010,75.34,4,0,0,0,,,,,65.01,,23.07,,34654,,,,
2012,23,2,0,0,0,,,,,74.58,,10.53,,44589,,,,
2013,3,1,0,0,0,,,,,77.32,,17.55,,43799,,,,
2014,-57.08,-1,0,0,0,,,,,47.56,,42.30,,173236,,,,
2015,-50.981,-1,0,0,1,,,,,82.10,,6.07,,11649,,,,
2017,-28.178,-2,0,0,0,,,,,56.96,,29.99,,40941,,,,
2020,-39,-2,0,0,0,,,,,44.19,,40.00,,59706,,,,
2022,-40.555,-1,0,0,0,,,,,37.14,,47.97,,62262,,,,
2023,-353.375,-7,3,1,0,,,,,77.79,,16.88,,101235,,,,
2024,-1,-1,0,0,0,,,,,80.78,,13.21,,50374,,,,
2025,25.146,4,0,0,0,,,,,59.38,,27.09,,30245,,,,
2027,-1688.399,-1,-6,-1,-186.41,,,,,73.74,,16.58,,105184,,,,
2028,-69,-1,0,0,0,,,,,81.29,,12.90,,21333,,,,
2029,62.164,3,0,0,0,,,,,67.77,,21.77,,14159,,,,
2030,-1195.849,-1,0,0,0,,,,,48.40,,38.22,,55045,,,,
2031,-49.142,-1,0,0,2.249,,,,,53.63,,32.80,,65348,,,,
2032,-20.015,-1,0,0,0,,,,,49.58,,33.76,,12130,,,,
2033,24.474,4,0,0,0,,,,,66.76,,14.36,,4422,,,,
2034,147.551,6,0,0,-2.433,,,,,44.30,,38.89,,37838,,,,
2035,1,1,0,0,0,,,,,96.11,,2.59,,20739,,,,
2038,9.792,4,0,0,0,,,,,49.46,,38.51,,26130,,,,
2049,66.556,1,1,1,-4.165,,,,,60.33,,21.47,,65397,,,,
2059,-114.412,-5,14.005,6,-0.871,,,,,54.18,,18.75,,51407,,,,
2061,360.514,1,0,0,0.56,,,,,30.52,,37.75,,11658,,,,
2062,42.45,1,0,0,0,,,,,55.43,,29.37,,11499,,,,
2063,-2,-1,0,0,0,,,,,37.55,,30.32,,3380,,,,
2064,2,1,0,0,-0.091,,,,,72.44,,8.95,,1627,,,,
2065,0,0,0,0,0,,,,,44.41,,40.83,,49503,,,,
2066,-3,-2,0,0,0,,,,,53.56,,25.32,,3089,,,,
2069,13.289,5,0,0,0,,,,,53.44,,26.43,,9108,,,,
2070,-1.015,-1,0,0,0.366,,,,,47.35,,31.45,,5250,,,,
2072,-63.499,-2,0,0,0,,,,,71.39,,17.87,,10284,,,,
2101,-126.501,-5,0,0,-0.235,,,,,58.47,,24.48,,37161,,,,
2102,-245,-2,0,0,0,,,,,78.03,,12.74,,79235,,,,
2103,-213.946,-2,0,0,-19.422,,,,,54.78,,30.14,,81957,,,,
2104,141.891,1,0,0,0,,,,,37.59,,39.30,,107608,,,,
2105,-592,-11,52,2,13.994,,,,,77.36,,15.18,,81598,,,,
2106,-133,-9,0,0,0,,,,,74.70,,14.78,,33200,,,,
2107,-122.751,-1,0,0,0,,,,,58.83,,27.91,,47929,,,,
2108,-24.001,-2,0,0,0.066,,,,,65.39,,23.58,,53100,,,,
2109,-0.367,-1,0,0,0,,,,,66.68,,16.59,,35142,,,,
2114,-4,-6,0,0,0,,,,,59.19,,23.72,,5305,,,,
2115,4,3,0,0,0,,,,,58.78,,18.39,,3611,,,,
2201,-1773,-2,1,1,-6.148,,,,,60.06,,28.47,,94597,,,,
2204,-46,-2,59.952,3,0.696,,,,,70.97,,21.73,,42465,,,,
2206,124.495,3,3,1,0,,,,,81.70,,10.93,,67819,,,,
2207,-108.409,-2,5,3,1,,,,,83.23,,4.69,,13303,,,,
2208,475.713,3,0,0,0,,,,,49.73,,35.92,,123462,,,,
2211,-240,-5,0,0,0,,,,,77.19,,15.23,,24853,,,,
2221,642,3,0,0,32.432,,,,,66.93,,24.06,,4387,,,,
2227,0.885,3,0,0,0,,,,,93.27,,5.75,,7473,,,,
2228,118.948,1,0,0,-15,,,,,53.88,,34.60,,9705,,,,
2230,-8,-9,0,0,-0.112,,,,,33.58,,37.40,,11596,,,,
2231,76.303,4,0,0,1.23,,,,,60.99,,27.64,,13682,,,,
2233,-16,-1,0,0,1.792,,,,,34.51,,45.21,,38525,,,,
2236,24.365,4,0,0,-0.449,,,,,66.58,,17.02,,3261,,,,
2237,-14,-1,0,0,0,,,,,70.63,,13.84,,3302,,,,
2239,25,3,0,0,0,,,,,78.12,,12.58,,2712,,,,
2241,-216,-1,0,0,0,,,,,32.38,,37.96,,28916,,,,
2243,121.75,1,0,0,0,,,,,53.78,,19.28,,2838,,,,
2247,8.111,16,5.025,3,0,,,,,72.70,,18.28,,7933,,,,
2248,0,0,0,0,0,,,,,67.58,,13.04,,936,,,,
2250,-17,-1,0,0,0,,,,,48.97,,41.47,,9450,,,,
2254,302,3,0,0,-0.022,,,,,89.33,,3.53,,2678,,,,
2258,-120.117,-1,0,0,3.439,,,,,92.82,,4.12,,8969,,,,
2301,1657.198,1,-162.084,-1,169.075,,,,,75.22,,14.56,,188116,,,,
2302,94.741,4,0,0,-1,,,,,57.35,,32.42,,24507,,,,
2303,-5725.538,-1,5632.796,12,478.311,,,,,72.08,,21.44,,971468,,,,
2305,148.728,4,0,0,-52.465,,,,,62.22,,26.36,,23002,,,,
2308,2274.214,2,3392.561,1,200.93,,,,,73.59,,13.29,,635776,,,,
2312,2526.552,1,3,1,109.465,,,,,44.18,,44.41,,200632,,,,
2313,-8496.526,-1,-1002.43,-2,-86.009,,,,,54.07,,36.46,,295320,,,,
2314,-1,-1,0,0,0,,,,,5.51,,77.40,,53079,,,,
2316,-158.95,-3,0,0,12.212,,,,,56.42,,30.27,,61158,,,,
2317,-5703.695,-2,406.651,1,14.67,,,,,66.76,,25.83,,1140654,,,,
2323,573.898,1,0,0,0,,,,,39.21,,41.33,,128069,,,,
2324,-9828.289,-8,-38.573,-1,-145.211,,,,,59.68,,30.68,,320428,,,,
2327,1155.616,2,332.326,7,151.609,,,,,62.66,,27.51,,624900,,,,
2328,1029.36,1,0,0,33.918,,,,,37.26,,51.30,,118167,,,,
2329,-904,-1,0,0,12.522,,,,,46.67,,43.56,,128760,,,,
2330,2689.504,3,544.606,2,176.05,,,,,84.70,,9.93,,3050518,,,,
2331,714.346,1,0,0,0,,,,,54.27,,34.35,,56554,,,,
2332,-603.425,-1,0,0,-0.482,,,,,29.05,,52.52,,104030,,,,
2337,-3069.476,-1,-2,-1,-29.88,,,,,35.87,,52.11,,494950,,,,
2338,-862.735,-13,0,0,-180.645,,,,,39.90,,48.67,,87648,,,,
2340,224.006,4,0,0,67.019,,,,,33.18,,52.47,,109766,,,,
