TWLVC1|20260921|202609211813|1870|code,fgn,fgnD,inv,invD,dlrH,mgn,mgnChg,shrt,sr,big,bigChg,small,smallChg,holders,holdersChg,mgnRate,mgnCost,mgnConf
3122,17,1,0,0,0,,,,,15.84,,60.88,,46114,,,,
3128,2,4,0,0,0,,,,,23.78,,54.29,,49108,,,,
3130,-38,-7,0,0,0,,,,,49.30,,36.25,,7384,,,,
3131,-142.535,-1,0,0,6.697,,,,,31.80,,29.90,,30696,,,,
3135,-87,-1,0,0,-3.257,,,,,42.41,,43.80,,20246,,,,
3138,-319.1,-3,0,0,-9.085,,,,,18.98,,62.41,,31731,,,,
3141,-803.952,-2,0,0,-3.056,,,,,16.79,,57.72,,31748,,,,
3147,-167.353,-1,0,0,-3.421,,,,,47.60,,32.06,,7410,,,,
3149,643.596,4,0,0,0.255,,,,,19.37,,62.92,,67405,,,,
3150,-11,-1,0,0,3.1,,,,,46.28,,30.34,,5741,,,,
3152,-14,-1,0,0,-1.093,,,,,28.23,,40.29,,8806,,,,
3162,-112.489,-1,0,0,-3.881,,,,,55.83,,30.94,,14853,,,,
3163,-49.798,-5,-2,-1,-0.082,,,,,17.59,,61.01,,99424,,,,
3164,7,2,0,0,0,,,,,40.03,,32.82,,22729,,,,
3167,-576.967,-9,-6,-1,0.406,,,,,41.67,,28.21,,27458,,,,
3168,0,0,0,0,0,,,,,66.90,,15.31,,2527,,,,
3169,33.463,8,0,0,0,,,,,30.16,,48.81,,27631,,,,
3171,3,4,0,0,3.998,,,,,71.98,,17.31,,2271,,,,
3176,38.038,1,0,0,-0.014,,,,,30.45,,48.21,,45617,,,,
3178,116,6,0,0,-1.923,,,,,61.31,,25.55,,4318,,,,
3188,-47,-2,0,0,-0.016,,,,,68.44,,15.80,,7343,,,,
3189,-1620.839,-1,-74,-1,315.73,,,,,65.38,,22.03,,145670,,,,
3205,4,1,0,0,0.001,,,,,61.71,,23.10,,31237,,,,
3206,19,2,0,0,-0.794,,,,,42.69,,33.62,,23275,,,,
3207,-72,-1,0,0,0.041,,,,,22.48,,41.22,,21300,,,,
3209,-70,-2,0,0,0,,,,,34.05,,47.24,,56749,,,,
3211,1257.239,1,434,2,120.173,,,,,39.18,,45.14,,83299,,,,
3213,64.734,1,0,0,-0.026,,,,,16.70,,55.89,,46874,,,,
3217,-29.753,-1,0,0,-0.23,,,,,31.08,,48.21,,15896,,,,
3218,-6.788,-2,0,0,0.039,,,,,49.12,,35.89,,18128,,,,
3219,410.35,4,0,0,52.709,,,,,76.33,,13.76,,3630,,,,
3221,750.27,6,0,0,12.601,,,,,9.12,,63.16,,48827,,,,
3224,-6,-2,0,0,0,,,,,63.53,,20.35,,16498,,,,
3226,2,3,0,0,0,,,,,71.01,,5.38,,1245,,,,
3227,-246.065,-1,-110,-2,1.309,,,,,25.47,,48.60,,56995,,,,
3228,-23.612,-1,0,0,7.327,,,,,19.58,,64.95,,34371,,,,
3229,-976.932,-1,0,0,0,,,,,67.46,,23.93,,10760,,,,
3230,-12.925,-2,0,0,0.538,,,,,46.50,,38.01,,19551,,,,
3231,2099.827,1,-3973.287,-1,18.344,,,,,66.76,,24.21,,338794,,,,
3232,23,3,0,0,0,,,,,43.96,,29.36,,14687,,,,
3234,96.113,1,0,0,-0.195,,,,,27.45,,53.10,,42807,,,,
3236,124.699,2,0,0,2.627,,,,,26.46,,60.86,,64518,,,,
3252,0,0,0,0,0.066,,,,,66.99,,13.26,,2635,,,,
3257,62.746,9,0,0,0,,,,,37.10,,47.40,,28721,,,,
3260,936.605,1,-13,-1,45.841,,,,,30.28,,55.23,,139728,,,,
3264,-917.541,-2,1689,1,126.022,,,,,66.80,,19.56,,70755,,,,
3265,268.797,3,0,0,-36.827,,,,,59.57,,26.71,,16932,,,,
3266,-2,-1,0,0,0,,,,,89.14,,5.49,,3680,,,,
3268,7,3,0,0,-0.748,,,,,28.67,,49.07,,42768,,,,
3272,2,9,0,0,0,,,,,45.52,,43.16,,9131,,,,
3276,-6,-2,0,0,-0.314,,,,,53.88,,29.76,,47207,,,,
3284,-31,-2,0,0,0.689,,,,,66.73,,21.83,,21813,,,,
3285,25,1,0,0,-0.357,,,,,51.72,,18.99,,9814,,,,
3287,78,4,0,0,6.754,,,,,48.76,,30.86,,3794,,,,
3288,17,2,0,0,0,,,,,36.75,,33.60,,11409,,,,
3289,1.693,4,0,0,3.747,,,,,13.07,,62.93,,58996,,,,
3290,14,1,0,0,-1.24,,,,,42.37,,31.19,,26077,,,,
3293,-49.145,-2,34,5,1.714,,,,,45.68,,35.85,,109491,,,,
3294,72.025,1,0,0,0.109,,,,,46.87,,40.65,,16399,,,,
3296,-6.05,-1,0,0,0,,,,,70.59,,15.35,,7072,,,,
3297,43,3,0,0,3.994,,,,,36.60,,40.40,,9839,,,,
3303,-32,-1,0,0,-0.758,,,,,36.23,,40.08,,14219,,,,
3305,-133.683,-3,0,0,6.524,,,,,35.71,,49.84,,61101,,,,
3306,3,1,0,0,0,,,,,43.14,,45.02,,29807,,,,
3308,2,3,0,0,0,,,,,59.03,,31.51,,10367,,,,
3310,0,0,0,0,-0.11,,,,,70.43,,8.98,,1718,,,,
3311,-62.252,-1,0,0,0,,,,,50.59,,33.91,,39411,,,,
3312,833,4,0,0,88.464,,,,,42.47,,49.64,,68818,,,,
3313,-5,-2,0,0,-0.19,,,,,74.35,,18.60,,34170,,,,
3317,53.308,9,0,0,-0.001,,,,,25.46,,61.00,,61729,,,,
3321,16,4,0,0,0,,,,,37.66,,39.00,,28362,,,,
3322,-6,-1,0,0,0.099,,,,,29.38,,49.67,,65018,,,,
3323,-61.903,-1,0,0,-0.684,,,,,15.57,,71.66,,69251,,,,
3324,-105.632,-1,119,4,40.269,,,,,37.22,,29.92,,59645,,,,
3325,92,4,0,0,1.807,,,,,14.78,,53.68,,61173,,,,
3332,-2,-2,0,0,-0.065,,,,,77.98,,7.61,,1710,,,,
3338,38.29,7,0,0,0,,,,,22.59,,58.35,,62155,,,,
3339,678.151,4,0,0,-0.215,,,,,15.42,,58.02,,30847,,,,
3346,423,1,0,0,0,,,,,20.50,,61.35,,39354,,,,
3349,-17,-3,0,0,0,,,,,26.90,,24.23,,1678,,,,
3354,217.307,1,0,0,0.49,,,,,70.56,,25.32,,6839,,,,
3356,-180.569,-1,0,0,0,,,,,100.00,,0.00,,1,,,,
3357,-11.56,-1,0,0,1.555,,,,,41.62,,29.57,,21199,,,,
3360,-111.942,-1,0,0,0.099,,,,,16.99,,61.88,,46886,,,,
3362,-79.077,-5,0,0,-4.235,,,,,49.06,,34.95,,32226,,,,
3363,-725.468,-1,0,0,0.323,,,,,29.21,,45.34,,70500,,,,
3372,68.39,1,0,0,-0.242,,,,,50.98,,38.62,,57233,,,,
3373,-7,-13,0,0,0.599,,,,,24.95,,63.39,,35527,,,,
3374,-1040.764,-5,0,0,-7.586,,,,,64.67,,26.36,,48429,,,,
3376,-383.226,-11,0,0,-0.428,,,,,27.08,,48.35,,57821,,,,
3379,39,12,0,0,-0.397,,,,,24.78,,61.60,,29830,,,,
3380,1225.8,1,0,0,58.487,,,,,63.37,,28.05,,42618,,,,
3388,-156,-3,0,0,-3.803,,,,,29.65,,48.85,,15213,,,,
3390,54,3,0,0,0,,,,,17.95,,51.39,,56248,,,,
3402,43.893,6,0,0,-1,,,,,24.52,,60.35,,38621,,,,
3406,-718.157,-4,-41,-1,-25.746,,,,,40.43,,21.78,,32064,,,,
3413,-66.079,-7,0,0,-6.16,,,,,41.65,,43.43,,28154,,,,
3416,-13.943,-6,0,0,4.261,,,,,51.66,,31.84,,9455,,,,
3419,79,1,0,0,0,,,,,24.96,,53.78,,30584,,,,
3430,130,3,0,0,0.379,,,,,33.47,,54.10,,33322,,,,
3432,9,1,0,0,0,,,,,58.48,,26.65,,3475,,,,
3434,46,3,0,0,-0.06,,,,,33.02,,40.14,,9317,,,,
3437,-1363.914,-2,0,0,0,,,,,20.73,,65.43,,46582,,,,
3438,-13,-1,0,0,-0.652,,,,,43.53,,48.73,,28325,,,,
3441,26.011,2,0,0,136,,,,,11.49,,62.09,,35208,,,,
3443,188.848,1,47.373,10,-44.525,,,,,51.95,,20.54,,46559,,,,
3444,13.25,1,0,0,0.258,,,,,38.58,,41.03,,5008,,,,
3447,-12,-2,0,0,0,,,,,51.20,,31.37,,5774,,,,
3450,-1300.885,-3,1787,4,-13.228,,,,,31.69,,45.74,,77361,,,,
3455,107.344,1,0,0,14.643,,,,,11.28,,51.66,,44526,,,,
3465,1,1,0,0,0,,,,,58.20,,19.10,,4575,,,,
3466,102,3,0,0,0.162,,,,,33.77,,39.48,,28964,,,,
3467,0.05,1,0,0,0,,,,,55.59,,24.59,,2501,,,,
3479,164.713,3,0,0,0.812,,,,,30.26,,50.37,,37648,,,,
3481,33144.705,1,-13.002,-3,2818.283,,,,,32.44,,53.17,,1002711,,,,
3483,-18.374,-1,0,0,-0.851,,,,,12.04,,68.26,,52475,,,,
3484,-65,-1,0,0,0.012,,,,,24.24,,50.21,,47117,,,,
3485,-1,-1,0,0,0.016,,,,,33.54,,31.68,,7327,,,,
3489,6,1,0,0,-0.116,,,,,79.83,,13.28,,2720,,,,
3490,698.932,1,0,0,-0.424,,,,,16.27,,62.01,,34400,,,,
3491,-180.109,-1,2,8,16.014,,,,,21.91,,43.44,,66366,,,,
3492,1,1,0,0,0,,,,,41.95,,36.01,,2834,,,,
3494,-1,-10,0,0,0,,,,,56.77,,27.85,,18003,,,,
3498,-74.032,-1,0,0,-22.889,,,,,48.02,,35.31,,54545,,,,
3499,0,0,0,0,0.478,,,,,41.84,,48.17,,41471,,,,
3501,-23,-2,0,0,0,,,,,42.49,,40.38,,12230,,,,
3504,-263,-1,0,0,-3.854,,,,,61.82,,28.15,,13036,,,,
3508,-42,-1,0,0,0,,,,,37.44,,44.20,,67491,,,,
3511,7,4,0,0,0.9,,,,,51.13,,40.66,,9416,,,,
3512,-3,-8,0,0,0,,,,,64.40,,20.12,,4821,,,,
3515,121,4,0,0,-0.187,,,,,61.80,,21.74,,13650,,,,
3516,5,1,0,0,0,,,,,67.72,,13.22,,3166,,,,
3518,152.405,6,0,0,0,,,,,26.15,,41.73,,29977,,,,
3520,4,1,0,0,0.003,,,,,28.63,,44.35,,48060,,,,
3521,-2,-1,0,0,0.001,,,,,78.97,,11.20,,39667,,,,
3522,-25,-1,0,0,-0.135,,,,,50.30,,28.92,,28112,,,,
3523,1,1,0,0,0,,,,,78.36,,11.25,,7779,,,,
3526,-51,-3,0,0,10.675,,,,,29.50,,34.31,,20936,,,,
3527,30,4,0,0,-0.115,,,,,20.06,,55.28,,25048,,,,
3528,47.46,4,0,0,0,,,,,62.56,,24.87,,5596,,,,
3529,-183.013,-17,2,6,-4.212,,,,,32.77,,24.78,,28115,,,,
3530,10,4,0,0,0,,,,,53.68,,36.78,,15949,,,,
3532,-548.575,-3,-1,-2,-2.577,,,,,88.16,,7.21,,24310,,,,
3533,-175.036,-2,-22,-5,3.166,,,,,43.79,,23.37,,37159,,,,
3535,278,4,0,0,8.137,,,,,24.19,,61.53,,43254,,,,
3537,83.05,7,0,0,0.049,,,,,23.54,,62.25,,45045,,,,
3540,204.911,2,0,0,0.001,,,,,21.90,,67.49,,59703,,,,
3541,0,0,0,0,0,,,,,24.83,,44.20,,17901,,,,
3543,-127.283,-8,0,0,0,,,,,33.28,,30.83,,24820,,,,
3545,105.198,4,0,0,0,,,,,19.05,,65.37,,81821,,,,
3546,-19.86,-1,0,0,0.8,,,,,23.07,,52.97,,34520,,,,
3548,17,2,0,0,-0.51,,,,,24.26,,56.38,,40616,,,,
3550,520.678,4,0,0,0,,,,,31.08,,47.10,,51613,,,,
3551,-828,-1,0,0,-3.621,,,,,34.23,,41.31,,13215,,,,
3552,113.672,1,0,0,-55.024,,,,,32.42,,53.57,,55119,,,,
3555,-0.003,-1,0,0,-1.016,,,,,77.74,,12.84,,4312,,,,
3556,18.196,6,0,0,0.15,,,,,13.67,,73.64,,64387,,,,
3557,4,4,0,0,0,,,,,53.32,,30.92,,20114,,,,
3558,45.11,9,0,0,-0.342,,,,,47.07,,44.06,,12108,,,,
3563,-78.91,-1,0,0,-2.597,,,,,39.46,,39.51,,37154,,,,
3564,106,4,0,0,0.862,,,,,59.07,,32.93,,6518,,,,
3567,-3,-5,0,0,0.634,,,,,7.93,,63.95,,33626,,,,
3570,-1,-1,0,0,0,,,,,45.25,,39.21,,2921,,,,
3576,136.252,3,0,0,0,,,,,34.28,,51.03,,213496,,,,
3577,74.18,9,0,0,1.992,,,,,50.22,,22.12,,4710,,,,
3580,368.886,2,0,0,-0.063,,,,,7.21,,65.45,,41529,,,,
3581,13.18,4,0,0,-3.848,,,,,48.53,,32.25,,7255,,,,
3583,-45.01,-1,0,0,1.248,,,,,49.15,,30.94,,31672,,,,
3587,-65,-3,0,0,-3.185,,,,,21.81,,56.60,,29849,,,,
3588,16.96,4,0,0,-0.001,,,,,20.20,,61.20,,49332,,,,
3591,-620.954,-1,0,0,520,,,,,100.00,,0.00,,1,,,,
3592,8.102,1,0,0,0,,,,,24.87,,51.08,,36912,,,,
3593,-1,-2,0,0,0,,,,,50.01,,23.30,,24765,,,,
3594,52,1,0,0,-0.013,,,,,42.15,,33.90,,20350,,,,
3596,-231.71,-6,0,0,-0.481,,,,,59.94,,22.21,,25021,,,,
3597,0,0,0,0,0,,,,,56.92,,20.64,,2187,,,,
3605,-2966.949,-1,0,0,135.913,,,,,59.98,,26.53,,42578,,,,
3607,-13,-2,0,0,0,,,,,21.50,,48.25,,47083,,,,
3609,65,1,0,0,3.096,,,,,34.43,,28.54,,7500,,,,
3611,-5,-2,0,0,0,,,,,46.89,,28.51,,4799,,,,
3615,36.531,1,0,0,0.604,,,,,24.61,,61.13,,43002,,,,
3617,24.309,7,0,0,0.58,,,,,52.68,,19.26,,7199,,,,
3622,-56,-2,0,0,-0.559,,,,,55.31,,32.77,,25111,,,,
3623,59,1,0,0,0.085,,,,,48.24,,39.39,,8283,,,,
3624,-1633.491,-1,0,0,255.346,,,,,45.92,,40.28,,43363,,,,
3625,-1,-5,0,0,0.389,,,,,37.64,,41.55,,43109,,,,
3628,0.237,1,0,0,0.512,,,,,56.02,,30.89,,7430,,,,
3630,37.2,1,0,0,0.013,,,,,51.09,,38.19,,27953,,,,
3631,90,4,0,0,0.3,,,,,74.44,,10.87,,1697,,,,
3645,220,1,0,0,14.623,,,,,27.86,,51.74,,65429,,,,
3646,1,1,0,0,0,,,,,19.97,,26.18,,36468,,,,
3652,69,7,0,0,0,,,,,67.94,,19.30,,3513,,,,
3653,25.502,4,37.984,1,-0.593,,,,,64.05,,14.88,,36121,,,,
3661,-185.665,-1,-27.956,-5,24.555,,,,,10.70,,46.52,,107626,,,,
3663,229,1,0,0,0.334,,,,,61.98,,30.59,,24047,,,,
3665,-342.723,-1,233.334,5,12.264,,,,,44.37,,20.99,,56633,,,,
3666,13,11,0,0,0.001,,,,,80.24,,12.75,,28579,,,,
3669,-19,-2,0,0,0,,,,,54.68,,33.90,,8156,,,,
3673,-307.401,-2,0,0,137.596,,,,,36.19,,48.93,,83430,,,,
3675,-115.803,-3,0,0,35.746,,,,,55.16,,33.13,,14109,,,,
3679,12,1,4.907,5,0,,,,,54.01,,23.53,,5093,,,,
3680,711.818,4,0,0,63.481,,,,,43.98,,31.99,,29846,,,,
3684,-2,-3,0,0,0.073,,,,,52.87,,27.11,,6129,,,,
3685,105,3,0,0,-0.173,,,,,44.65,,22.62,,13377,,,,
3686,70,3,0,0,0,,,,,16.77,,63.53,,62483,,,,
3687,33,2,0,0,-0.329,,,,,32.52,,54.79,,36371,,,,
3689,32.159,1,0,0,-1.287,,,,,14.21,,61.39,,34272,,,,
3691,-130.239,-1,0,0,-0.558,,,,,53.99,,32.80,,13190,,,,
3693,234.253,1,0,0,-0.751,,,,,41.57,,35.43,,23151,,,,
3694,119,4,0,0,0,,,,,53.61,,33.34,,14313,,,,
3701,348.14,2,0,0,3.052,,,,,71.06,,23.85,,48969,,,,
3702,-849.368,-1,-32,-1,-53.659,,,,,77.86,,12.11,,97012,,,,
3703,-491,-2,0,0,0,,,,,68.19,,20.72,,34609,,,,
3704,1260.245,4,0,0,4.011,,,,,58.68,,28.00,,43087,,,,
3705,-22.886,-1,0,0,0,,,,,62.34,,22.27,,26188,,,,
3706,-1066.994,-2,-240,-5,-57.54,,,,,52.71,,39.50,,195009,,,,
3707,540.518,2,0,0,-1.571,,,,,42.37,,50.11,,90838,,,,
3708,59,3,0,0,3.774,,,,,38.01,,41.21,,46387,,,,
3709,-18.96,-1,0,0,-0.334,,,,,66.31,,20.58,,8583,,,,
3710,-79.416,-1,0,0,0,,,,,100.00,,0.00,,1,,,,
3711,5123.021,4,541.577,1,68.328,,,,,81.04,,9.49,,361302,,,,
3712,536.073,1,0,0,0,,,,,54.68,,35.27,,36078,,,,
3713,-4,-1,0,0,0,,,,,44.06,,27.06,,4180,,,,
3714,-3280.603,-1,1,1,0.308,,,,,38.46,,46.15,,155227,,,,
3715,-218,-3,0,0,-6.175,,,,,20.25,,63.23,,97965,,,,
3716,84.17,1,0,0,0,,,,,44.79,,39.94,,53629,,,,
3717,1028.817,4,0,0,-0.822,,,,,27.95,,48.97,,49504,,,,
3718,-404.797,-1,0,0,19.985,,,,,35.66,,52.03,,103345,,,,
4102,0,0,0,0,0.055,,,,,33.74,,34.36,,37611,,,,
4104,-32,-1,0,0,0,,,,,40.06,,46.64,,44294,,,,
4105,171.081,1,42.057,5,-3.067,,,,,38.96,,37.31,,52181,,,,
4106,-2,-1,0,0,0,,,,,46.17,,38.32,,16132,,,,
4107,1,1,0,0,0.45,,,,,51.88,,26.75,,13538,,,,
4108,-42.385,-1,0,0,0,,,,,23.57,,54.99,,54696,,,,
4109,2,2,0,0,-0.316,,,,,36.18,,42.13,,43654,,,,
4111,-1,-2,0,0,0,,,,,33.15,,38.20,,46421,,,,
4113,103,1,0,0,0,,,,,63.78,,15.61,,20098,,,,
4114,53,3,0,0,-0.726,,,,,37.42,,41.51,,74451,,,,
4116,0,0,0,0,0,,,,,54.95,,34.44,,4368,,,,
4119,-15.57,-2,0,0,0,,,,,45.06,,40.20,,26705,,,,
4120,-2,-1,0,0,0,,,,,63.89,,18.79,,7445,,,,
4121,5,5,0,0,-0.001,,,,,44.46,,43.10,,51564,,,,
4123,140.521,2,0,0,1.887,,,,,52.66,,30.68,,47918,,,,
4126,-2,-1,0,0,0,,,,,54.99,,28.78,,22504,,,,
4127,-51,-1,0,0,0.236,,,,,65.41,,17.61,,26515,,,,
4128,-188.848,-1,0,0,0.839,,,,,39.34,,44.50,,101211,,,,
4129,-18,-7,0,0,-0.376,,,,,48.65,,27.81,,34078,,,,
4133,-6,-1,0,0,0,,,,,18.53,,67.61,,54150,,,,
4137,-61,-22,10.501,5,0,,,,,44.41,,38.04,,7487,,,,
4138,1,3,0,0,0,,,,,51.42,,44.22,,21120,,,,
4139,-4,-1,0,0,0,,,,,47.88,,12.11,,1143,,,,
4142,84,3,0,0,0,,,,,33.42,,46.54,,84013,,,,
4147,378.52,1,0,0,1.101,,,,,43.11,,34.21,,47459,,,,
4148,-4,-1,0,0,0,,,,,77.76,,14.90,,2283,,,,
4153,-2,-1,0,0,0.1,,,,,72.11,,17.66,,5173,,,,
4155,-22,-1,0,0,0,,,,,32.53,,41.25,,33068,,,,
4157,19,6,0,0,-0.198,,,,,52.55,,26.90,,31716,,,,
4160,-1,-1,0,0,0,,,,,25.36,,54.24,,34607,,,,
4161,-1.757,-1,0,0,0,,,,,26.96,,32.79,,5133,,,,
4162,-9.82,-2,0,0,1.678,,,,,38.96,,43.57,,47039,,,,
4163,1,3,0,0,0.001,,,,,58.66,,16.48,,24896,,,,
4164,34,1,0,0,0,,,,,39.89,,38.01,,19006,,,,
4166,-5,-2,0,0,0,,,,,79.18,,10.36,,3764,,,,
4167,162.477,6,0,0,-5,,,,,34.34,,40.49,,56403,,,,
4168,-2,-1,0,0,0,,,,,20.05,,55.79,,50042,,,,
4169,-23,-1,0,0,0,,,,,47.47,,28.27,,4403,,,,
4171,-3,-2,0,0,-0.031,,,,,27.66,,56.38,,38250,,,,
4173,-3,-1,0,0,-0.026,,,,,40.00,,46.35,,30505,,,,
4174,187,1,0,0,14.992,,,,,34.47,,49.38,,42952,,,,
4175,1,1,0,0,0,,,,,54.98,,34.47,,11394,,,,
4178,-4,-1,0,0,0,,,,,72.41,,12.50,,4219,,,,
4188,13,1,0,0,0.382,,,,,47.92,,32.36,,5030,,,,
4190,8,3,0,0,0,,,,,62.94,,26.97,,16546,,,,
4195,-8,-1,0,0,-0.993,,,,,28.67,,45.30,,28524,,,,
4198,0,0,0,0,0.001,,,,,78.06,,12.81,,2599,,,,
4205,2,1,0,0,0,,,,,58.94,,23.45,,11014,,,,
4207,5,1,0,0,0,,,,,64.03,,15.37,,8497,,,,
4303,-60,-1,0,0,16.202,,,,,12.45,,71.51,,36537,,,,
4304,61,3,0,0,0,,,,,74.64,,12.88,,3670,,,,
4305,1,1,0,0,0,,,,,74.81,,9.07,,1691,,,,
4306,-253.513,-1,0,0,0,,,,,52.20,,30.75,,89845,,,,
4401,-3,-2,0,0,0.917,,,,,47.00,,27.20,,12628,,,,
4402,1,1,0,0,-0.083,,,,,60.92,,23.12,,41585,,,,
4406,-8,-1,0,0,0,,,,,61.99,,8.87,,1526,,,,
4413,8,1,0,0,0,,,,,52.61,,17.11,,1652,,,,
4414,10,4,0,0,0,,,,,57.36,,25.42,,22685,,,,
4416,1,2,0,0,0,,,,,53.60,,22.99,,2750,,,,
4417,13,4,0,0,0,,,,,38.36,,39.51,,8271,,,,
4419,-1,-1,0,0,0,,,,,95.07,,2.02,,5191,,,,
4420,0,0,4.156,5,0,,,,,54.11,,34.85,,8102,,,,
4426,17,3,0,0,0,,,,,54.21,,29.05,,9531,,,,
4430,-2,-2,0,0,0,,,,,53.29,,27.44,,8643,,,,
4432,-2,-17,0,0,-0.08,,,,,45.45,,32.50,,4914,,,,
4433,-4,-1,0,0,0.478,,,,,52.24,,34.61,,10235,,,,
4438,-7,-2,0,0,0,,,,,50.12,,20.83,,4665,,,,
4439,0,0,0,0,0,,,,,69.43,,15.08,,1323,,,,
4440,-5,-1,0,0,0,,,,,28.87,,32.02,,3858,,,,
4441,-6,-1,0,0,0,,,,,56.91,,14.34,,2471,,,,
4442,-3,-5,0,0,0.221,,,,,49.60,,12.06,,961,,,,
4503,-9,-1,0,0,1.345,,,,,59.80,,28.99,,7613,,,,
4506,-6,-2,0,0,-0.278,,,,,74.07,,14.17,,11123,,,,
4510,212.74,1,0,0,1.225,,,,,29.65,,57.41,,61203,,,,
4513,7,1,0,0,0.066,,,,,53.25,,33.38,,44199,,,,
4523,-10,-1,0,0,-0.503,,,,,52.02,,30.65,,35964,,,,
4526,760.316,4,0,0,4.618,,,,,40.53,,46.20,,62282,,,,
4527,-4,-1,0,0,0,,,,,61.92,,21.90,,4374,,,,
4528,-2,-1,0,0,0.551,,,,,58.69,,32.48,,13427,,,,
4530,1,1,0,0,0,,,,,64.46,,19.62,,7318,,,,
4532,70.424,1,58.112,5,0,,,,,65.12,,21.76,,19980,,,,
4533,-32.957,-2,0,0,-0.002,,,,,33.09,,55.64,,68169,,,,
4534,542.865,4,0,0,3.786,,,,,29.58,,47.57,,18663,,,,
4535,-1,-1,0,0,0.024,,,,,69.70,,12.65,,7113,,,,
4536,98.3,5,0,0,0,,,,,38.54,,25.80,,7061,,,,
4538,0,0,0,0,0,,,,,71.86,,10.51,,1648,,,,
4540,211.954,2,0,0,0,,,,,25.53,,63.30,,42298,,,,
4541,-255.83,-1,0,0,-1.783,,,,,27.11,,50.67,,43450,,,,
4542,251.2,1,0,0,7.864,,,,,20.72,,36.05,,6865,,,,
4543,-10,-2,0,0,-0.252,,,,,42.00,,45.07,,22237,,,,
4545,31,3,0,0,0,,,,,69.05,,20.55,,22242,,,,
4549,-9,-1,0,0,0.29,,,,,58.74,,30.30,,7235,,,,
4550,1,1,0,0,0,,,,,49.24,,30.56,,3165,,,,
4551,-62.26,-1,0,0,-4.222,,,,,70.84,,13.03,,6835,,,,
4552,-47,-2,0,0,0,,,,,44.28,,33.68,,28647,,,,
4554,-2,-3,0,0,0,,,,,50.62,,35.86,,2359,,,,
4555,7.05,1,0,0,0,,,,,65.67,,20.81,,4084,,,,
4556,401.94,1,0,0,0.736,,,,,70.80,,20.17,,3478,,,,
4557,3,1,0,0,0,,,,,27.21,,34.93,,27719,,,,
4558,12,1,0,0,0,,,,,52.10,,16.01,,1604,,,,
4560,-18,-4,0,0,0,,,,,84.16,,8.76,,2518,,,,
4561,17,1,0,0,0.097,,,,,52.18,,38.07,,8837,,,,
4562,89.839,5,0,0,0,,,,,49.92,,42.59,,11828,,,,
4563,6,4,0,0,-0.05,,,,,49.60,,37.50,,17733,,,,
4564,415.103,3,0,0,0,,,,,33.14,,46.67,,48729,,,,
4566,91.45,4,0,0,-0.79,,,,,49.09,,39.76,,25831,,,,
4569,-1,-2,0,0,0,,,,,52.36,,15.35,,2003,,,,
4571,-8,-1,0,0,-1,,,,,55.70,,27.13,,6687,,,,
4572,-1,-1,0,0,0,,,,,61.89,,23.01,,3453,,,,
4576,-595,-1,0,0,-56.576,,,,,60.39,,25.53,,24226,,,,
4577,21.166,4,0,0,4.143,,,,,55.74,,33.74,,7176,,,,
4580,-14,-3,0,0,-0.006,,,,,37.67,,40.05,,5131,,,,
4581,-1,-1,0,0,0,,,,,46.15,,25.30,,1649,,,,
4582,-7,-1,0,0,0,,,,,43.96,,26.12,,2619,,,,
4583,-9.886,-2,-0.859,-2,-0.11,,,,,82.18,,8.45,,7420,,,,
4585,-2,-1,0,0,-0.431,,,,,75.30,,21.04,,19079,,,,
4588,51,4,0,0,0,,,,,37.41,,36.96,,5167,,,,
4590,86,4,0,0,0.019,,,,,35.30,,37.75,,10052,,,,
4702,2,1,0,0,0,,,,,46.49,,40.47,,14097,,,,
4706,-2,-1,0,0,0,,,,,77.56,,8.82,,2147,,,,
4707,-518.258,-7,0,0,81.728,,,,,65.27,,22.06,,28634,,,,
4711,-3,-6,0,0,0,,,,,53.42,,29.28,,7426,,,,
4714,447.682,5,0,0,0.78,,,,,21.71,,56.65,,53130,,,,
4716,111,4,0,0,-0.101,,,,,25.27,,49.47,,44187,,,,
4720,-956,-2,0,0,0.311,,,,,33.29,,50.14,,13395,,,,
4721,112.796,1,0,0,-1.861,,,,,29.50,,57.94,,57370,,,,
4722,157.847,4,0,0,9.967,,,,,43.40,,26.85,,14806,,,,
4726,9,2,0,0,0,,,,,50.32,,31.18,,12695,,,,
4728,-5,-5,0,0,-0.056,,,,,65.91,,7.24,,16664,,,,
4729,35,4,0,0,0,,,,,44.70,,36.60,,7328,,,,
4735,3,4,0,0,0.003,,,,,42.94,,38.69,,37623,,,,
4736,17.398,3,50,4,0,,,,,44.46,,38.52,,13646,,,,
4737,4,4,0,0,0,,,,,49.06,,19.53,,10914,,,,
4739,211.211,1,0,0,8.47,,,,,31.32,,50.85,,56764,,,,
4741,-2,-2,0,0,0,,,,,40.07,,33.66,,13043,,,,
4743,399.845,1,0,0,0,,,,,40.86,,43.16,,80424,,,,
4744,-16,-13,0,0,0,,,,,35.78,,30.30,,33405,,,,
4745,-3,-5,0,0,0,,,,,53.06,,24.13,,3144,,,,
4746,55,6,0,0,0,,,,,30.64,,46.66,,44226,,,,
4747,6,2,0,0,0.239,,,,,65.49,,12.37,,2195,,,,
4749,123.357,1,-162,-1,-4.299,,,,,23.84,,51.33,,61636,,,,
4755,-59,-1,0,0,-1,,,,,64.95,,21.94,,8712,,,,
4760,-6.321,-1,0,0,-0.908,,,,,34.68,,43.71,,11227,,,,
