TWLV1|20260923|202609232210|1958|code,name,mkt,high,low,close,chg,lot,wan,kshares,open
0050,元大台灣50,1,113.15,112.3,112.45,0.6,58059,654299,,112.8
0051,元大中型100,1,148,146.7,147,-0.2,45,670,,147.7
0052,富邦科技,1,65.75,65.25,65.45,0.7,13691,89703,,65.3
0053,元大電子,1,255.1,252.9,253,1.55,165,4187,,252.9
0055,元大MSCI金融,1,50.4,49.71,49.88,-0.52,1234,6161,,50.4
0056,元大高股息,1,57.15,56.55,56.6,-0.25,26386,149749,,57.1
0057,富邦摩台,1,336.9,334.4,335.2,1.2,14,468,,336.9
0061,元大寶滬深,1,24.29,24.08,24.12,-0.15,45,108,,24.29
1101,台泥,1,26.1,24.65,25.65,1.1,130649,333674,7523182,24.85
1102,亞泥,1,36.1,35.15,35.95,0.5,11338,40624,3546563,35.4
1103,嘉泥,1,13.25,13.05,13.15,0.05,363,477,832875,13.15
1104,環泥,1,27.05,26.65,26.8,0.2,426,1143,686682,26.75
1108,幸福,1,11.15,11.05,11.05,-0.05,175,195,404738,11.15
1109,信大,1,13.4,13.35,13.35,0,573,703,341159,13.35
1110,東泥,1,15.25,14.9,14.9,-0.15,185,278,572001,15.2
1201,味全,1,11.75,11.65,11.65,-0.05,622,727,506063,11.7
1203,味王,1,45.55,43.3,43.55,0.2,21,93,240000,45.55
1210,大成,1,52.4,51.8,52.3,0.2,681,3540,894767,52.4
1213,大飲,1,7.43,7.2,7.43,-0.01,6,4,56623,7.21
1215,卜蜂,1,106,105,105.5,0.5,916,9656,294790,105.5
1216,統一,1,75.4,74.5,75.4,0.8,7666,57571,5682015,74.9
1217,愛之味,1,10,9.89,9.91,-0.06,553,550,494513,10
1218,泰山,1,14.5,14.4,14.4,-0.05,300,434,499999,14.5
1219,福壽,1,11.7,11.45,11.5,0,189,218,341238,11.55
1220,台榮,1,10.85,10.75,10.75,-0.05,35,38,177078,10.85
1225,福懋油,1,25.75,24.65,24.65,0.15,60,150,242268,25.75
1227,佳格,1,28.3,28.2,28.25,0.05,1117,2932,915090,28.3
1229,聯華,1,40.2,39.95,40,0.05,1587,6356,1831880,39.95
1231,聯華食,1,80.1,79.5,79.7,-0.1,142,1133,328300,79.8
1232,大統益,1,155,154.5,154.5,0,62,963,159975,154.5
1233,天仁,1,28.15,28.05,28.05,-0.05,15,42,90592,28.15
1234,黑松,1,33.25,33.05,33.05,0,83,274,401871,33.1
1235,興泰,1,41.15,38.9,41.15,3.7,225,910,188578,38.9
1236,宏亞,1,25.4,25.1,25.25,-0.1,31,77,86674,25.25
1256,鮮活果汁-KY,1,168,166.5,167,-0.5,47,784,35781,168
1301,台塑,1,64.9,62.9,63.1,-1.5,19144,121595,6365741,64.8
1303,南亞,1,235,223,227.5,-4,54877,1250981,7930822,232
1304,台聚,1,12.45,12.2,12.25,0,1439,1774,1188764,12.35
1305,華夏,1,12.3,12,12.05,0,845,1024,581050,12.05
1307,三芳,1,30.85,30.6,30.65,0,392,1205,397818,30.8
1308,亞聚,1,14.4,14.1,14.2,0.05,1055,1504,593744,14.25
1309,台達化,1,14,13.75,13.85,0.1,1214,1683,397587,13.8
1310,台苯,1,8.92,8.75,8.84,0.11,2120,1877,527870,8.75
1312,國喬,1,15.15,14.6,14.6,-0.1,13509,20132,1506620,14.9
1313,聯成,1,12.4,12.15,12.15,-0.05,2036,2496,1330846,12.2
1314,中石化,1,9.5,8.85,9.01,0.27,99542,91079,3784850,8.85
1315,達新,1,68.5,67.8,68.1,-0.1,10,66,99099,68.5
1316,上曜,1,10.65,10.55,10.6,0.05,762,805,401646,10.55
1319,東陽,1,79.7,78.5,78.8,-0.9,1042,8211,591477,79.7
1321,大洋,1,32.65,32.35,32.5,0,122,396,227228,32.65
1323,永裕,1,21.35,21.1,21.25,-0.1,56,119,91275,21.35
1324,地球,1,10,9.94,9.94,-0.04,46,46,75122,9.98
1325,恆大,1,25.9,25.7,25.75,-0.1,94,242,85281,25.9
1326,台化,1,67.2,65.1,65.4,-1.1,15805,103949,5861186,67
1337,再生-KY,1,4.5,4.41,4.47,0.05,177,79,268955,4.43
1338,廣華-KY,1,14.8,14.6,14.8,0.05,156,229,83840,14.75
1339,昭輝,1,43.2,42.4,42.75,-0.35,138,590,74124,42.8
1340,勝悅-KY,1,5.27,5.2,5.25,0.01,89,46,152923,5.27
1341,富林-KY,1,59.8,59.8,59.8,-0.2,2,12,52851,59.8
1342,八貫,1,101.5,100,101,0.5,239,2401,78501,100
1402,遠東新,1,28.2,27.75,27.9,0.05,5463,15280,5352875,27.9
1409,新纖,1,24.35,24.05,24.1,0,5542,13374,1618409,24.35
1410,南染,1,24.3,24.3,24.3,0.05,1,3,62000,24.3
1413,宏洲,1,9.5,9.25,9.25,-0.25,22,20,132112,9.5
1414,東和,1,17.7,17.2,17.3,0.1,171,297,198000,17.25
1416,廣豐,1,11.65,11.35,11.5,0.1,276,317,185342,11.45
1417,嘉裕,1,8.08,8,8.08,0.06,114,91,189942,8.01
1418,東華,1,18.55,17.35,18.25,0.9,111,204,56834,17.35
1419,新紡,1,66.3,65.3,65.7,-0.2,45,293,300041,66.3
1423,利華,1,35,34.65,34.65,-0.7,13,44,99648,35
1432,大魯閣,1,15.05,14.95,15.05,0.05,37,55,108000,15
1434,福懋,1,18.05,17.9,17.9,-0.05,898,1612,1684665,18.05
1435,中福,1,23.5,22.35,22.35,-0.25,11,26,139780,23
1436,華友聯,1,37.1,36.55,36.6,-0.3,126,463,194152,36.9
1437,勤益控,1,33,32.8,32.85,0.05,37,121,201871,32.9
1438,三地開發,1,21.9,21.7,21.7,0,6,14,111206,21.9
1439,雋揚,1,28.45,28.1,28.1,-0.2,31,88,92000,28.4
1440,南紡,1,13.45,13.2,13.25,0,1615,2149,1656816,13.35
1442,名軒,1,28.2,27.55,27.8,0,794,2211,366211,28.2
1443,立益物流,1,23.35,22.9,23.15,-0.2,26,60,135343,22.95
1444,力麗,1,6.94,6.85,6.86,0,653,449,995595,6.92
1445,大宇,1,10.15,10.05,10.05,0,18,18,130666,10.05
1446,宏和,1,13.75,13.6,13.65,0,23,32,137710,13.65
1447,力鵬,1,6.72,6.39,6.42,0.02,815,526,910071,6.45
1449,佳和,1,12.5,12.25,12.3,-0.05,322,398,127115,12.35
1451,年興,1,17.2,17.05,17.1,0,66,113,198000,17.1
1452,宏益,1,10.85,10.75,10.8,0.05,32,35,132641,10.75
1453,大將,1,10.9,10.85,10.85,-0.05,23,25,113243,10.9
1454,台富,1,12.55,12.3,12.35,-0.2,34,42,129834,12.5
1455,集盛,1,9.82,9.72,9.73,0.02,305,297,531688,9.78
1456,怡華,1,14.3,13.9,13.95,-0.25,170,239,93720,14.3
1457,宜進,1,14.55,14.35,14.4,-0.1,111,159,316730,14.5
1459,聯發,1,16,15.8,15.8,0,177,281,268972,15.9
1460,宏遠,1,6.34,6.25,6.28,-0.02,178,112,694643,6.34
1463,強盛新,1,17.65,17.6,17.6,-0.05,5,9,173268,17.65
1464,得力,1,10.05,9.99,10,0,178,178,425576,10.05
1465,偉全,1,11.65,11.5,11.6,0,273,316,103607,11.55
1466,聚隆,1,15,14.85,14.95,0,130,194,111157,14.95
1467,南緯,1,8.28,8.07,8.07,-0.08,160,131,233625,8.15
1468,昶和,1,13.1,12.8,13,0,67,86,160405,12.95
1470,大統新創,1,24.05,24,24,-0.45,4,10,85767,24.05
1471,首利,1,9.51,9.32,9.47,-0.01,261,246,150415,9.5
1472,三洋實業,1,88.5,87.5,88.1,1,41,363,52488,87.5
1473,台南,1,19.5,19.45,19.45,-0.05,63,123,146154,19.5
1474,弘裕,1,10.05,9.97,9.98,-0.02,50,50,129897,10.05
1475,業旺,1,26.55,25.9,26.3,0.2,6,16,66017,25.9
1476,儒鴻,1,281.5,275,281,7,1132,31589,274367,275
1477,聚陽,1,193,190.5,192.5,2,953,18267,246694,190.5
1503,士電,1,199,196.5,196.5,-0.5,538,10590,520972,199
1504,東元,1,69.2,68.6,68.6,0,2821,19413,2376441,69
1506,正道,1,9.79,9.68,9.7,-0.03,124,121,300389,9.79
1512,瑞利,1,6.25,6.16,6.16,-0.03,63,39,98183,6.19
1513,中興電,1,167.5,164.5,165.5,-0.5,1419,23490,503113,167
1514,亞力,1,105,101.5,105,3,1483,15316,278571,103
1515,力山,1,30.45,29.55,29.55,-0.6,520,1553,181474,30.45
1516,川飛,1,13.1,12.85,12.9,-0.2,30,39,30008,13.1
1517,利奇,1,10.45,10.3,10.35,0,193,201,220000,10.45
1519,華城,1,718,704,704,-8,637,45081,347469,718
1521,大億,1,26.7,25.7,25.95,-0.45,78,204,76230,26.7
1522,堤維西,1,26.45,26.2,26.35,0.05,176,464,312898,26.35
1524,耿鼎,1,26.4,26.05,26.15,0.05,223,586,165310,26.35
1525,江申,1,64.6,63.8,64.6,0,9,58,73400,64.1
1526,日馳,1,15.1,14.65,14.85,0.2,96,142,60000,14.65
1527,鑽全,1,32.85,32.55,32.6,-0.1,111,362,138571,32.75
1528,恩德,1,26.4,25.5,25.65,-0.5,7327,18907,191331,26.2
1529,樂事綠能,1,16.35,15.6,15.7,-0.65,1001,1591,162850,16.35
1530,亞崴,1,26.85,26.6,26.65,-0.15,32,87,103108,26.85
1531,高林股,1,12,11.75,11.85,0.1,1091,1293,182108,11.75
1532,勤美,1,22.6,22.35,22.4,-0.1,287,645,422604,22.6
1533,車王電,1,31.25,30.45,30.45,-0.3,60,182,98547,31.25
1535,中宇,1,46.05,45.7,45.75,-0.1,36,165,123743,45.85
1536,和大,1,46.55,46.2,46.3,-0.05,476,2208,278960,46.3
1537,廣隆,1,115.5,114.5,115,0,62,714,82063,115.5
1539,巨庭,1,15.6,15.5,15.5,-0.15,6,10,65370,15.6
1540,喬福,1,19.6,19.45,19.45,0,101,196,85474,19.45
1541,錩泰,1,21.4,21.4,21.4,0.4,1,2,78800,21.4
1558,伸興,1,113,111,112,0.5,112,1253,64536,111
1560,中砂,1,992,947,955,5,3373,325927,150289,955
1563,巧新,1,74.2,72.2,73.7,1.3,344,2524,169206,73
1568,倉佑,1,31.35,30.6,30.9,0.3,289,897,103087,30.6
1582,信錦,1,71.3,70.1,70.4,-0.2,230,1621,144269,70.7
1583,程泰,1,46.4,46.4,46.4,0,2,9,109400,46.4
1587,吉茂,1,23.9,23.45,23.45,-0.3,77,181,80056,23.7
1590,亞德客-KY,1,1285,1220,1230,-30,638,79146,200000,1280
1597,直得,1,138,132.5,133.5,-1.5,765,10276,89262,137
1598,岱宇,1,20.8,20.4,20.55,0.1,145,299,179142,20.45
1603,華電,1,30.35,30,30.25,0.15,94,282,191688,30.2
1604,聲寶,1,23.6,23.5,23.55,0,96,225,384200,23.6
1605,華新,1,37.45,36.65,36.65,-0.35,11375,42015,4431333,37.45
1608,華榮,1,36.3,35.75,35.75,0.15,1888,6799,632774,35.8
1609,大亞,1,38.25,37.8,37.85,-0.25,2390,9086,785262,38.2
1611,中電,1,11.55,11.35,11.35,-0.15,466,532,322736,11.5
1612,宏泰,1,35.2,34.95,34.95,-0.1,258,903,316080,35.2
1614,三洋電,1,31.3,31.05,31.15,0.05,58,181,269113,31.25
1615,大山,1,43.35,42.95,42.95,-0.2,30,129,198630,43.35
1616,億泰,1,18.75,18.45,18.45,0,171,318,194149,18.5
1617,榮星,1,21.05,19.2,20.15,0.55,1959,3983,169515,19.7
1618,合機,1,39.45,38.85,38.85,-0.35,226,882,192692,39.4
1623,大東電,1,201,198.5,200,-1,68,1362,66000,201
1626,艾美特-KY,1,9.81,9.59,9.66,-0.16,69,67,149822,9.81
1702,南僑,1,33.25,32.9,33,-0.25,235,776,294133,33.25
1707,葡萄王,1,87.7,86.8,87.1,0.2,155,1357,148137,86.9
1708,東鹼,1,50.5,49.55,50.1,0,1156,5767,249002,50.5
1709,和益,1,50.5,45.5,48.3,2.35,84778,406679,477016,47.5
1710,東聯,1,16.95,16.2,16.7,-0.05,8187,13501,885703,16.95
1711,永光,1,40.2,38.8,38.9,0.2,2520,9927,547752,39.3
1712,興農,1,40.2,39.9,39.95,0.05,391,1561,420493,39.9
1713,國化,1,41.8,41.35,41.5,0.15,128,531,150952,41.35
1714,和桐,1,16.25,15.8,15.8,-0.3,5403,8611,991825,16.2
1717,長興,1,72.3,70.8,71.1,0.1,4971,35479,1184245,71.7
1718,中纖,1,10.85,10.6,10.6,-0.1,6181,6594,1685906,10.7
1720,生達,1,56.3,56,56.1,0.1,118,662,196566,56
1721,國慶科技,1,24.85,23.8,24.4,0.05,1263,3074,184884,24.1
1722,台肥,1,42.05,41.7,41.75,-0.1,2718,11368,980000,42
1723,中碳,1,81.3,80.6,80.7,0,288,2331,236904,80.7
1725,元禎,1,34.35,33.8,34,0.45,122,416,181830,33.85
1726,永記,1,77,76.8,76.8,-0.1,4,31,162000,77
1727,中華化,1,116.5,103,116.5,10.5,21402,241476,128020,105
1730,花仙子,1,51.3,51.2,51.2,-0.1,14,70,63234,51.2
1731,美吾華,1,21,20.8,21,0.05,113,236,132915,20.85
1732,毛寶,1,26.2,26,26.2,0,54,140,42444,26.2
1733,五鼎,1,30.4,30.05,30.05,-0.05,47,143,99950,30.1
1734,杏輝,1,32.1,31.75,32.1,0.1,164,524,190197,32.05
1735,日勝化,1,20.6,20.25,20.25,-0.15,69,142,99388,20.4
1736,喬山,1,127.5,125.5,126,1.5,193,2439,303395,125.5
1737,臺鹽,1,30.35,30.15,30.2,0.1,179,543,200000,30.3
1752,南光,1,31.6,31.35,31.35,-0.05,43,136,100988,31.4
1760,寶齡富錦,1,54.1,53.6,53.9,0.3,54,290,85739,53.6
1762,中化生,1,34,33.4,33.6,-0.05,46,156,76918,33.6
1773,勝一,1,167.5,164,165,3,1034,17129,300000,164.5
1776,展宇,1,18.15,17.95,18.1,-0.05,14,25,60107,18.15
1783,和康生,1,36.75,36.3,36.6,0.2,55,203,89698,36.4
1786,科妍,1,43.45,42.85,43,0.15,71,306,74828,42.85
1789,神隆,1,19.1,18.9,18.9,0.05,187,356,790739,19
1795,美時,1,179,177,177.5,1,437,7775,266738,177
1802,台玻,1,59.5,57.5,57.6,-1.2,16045,93122,2908061,59.3
1805,寶徠,1,10.25,10.15,10.15,-0.1,73,75,134970,10.25
1806,冠軍,1,8.03,7.95,7.99,0.01,59,47,390404,8
1808,潤隆,1,33.25,31.75,31.9,0,4245,13645,714425,33.25
1809,中釉,1,41.9,39.75,41.25,0.65,6807,27974,167042,41.4
1810,和成,1,24.2,23.85,23.85,0,1182,2838,302304,24
1817,凱撒衛,1,40.3,40.2,40.3,0,16,65,72600,40.3
1903,士紙,1,47.7,47.2,47.5,0.35,79,373,260039,47.3
1904,正隆,1,25.15,24.8,24.85,-0.15,905,2254,1108275,25.05
1905,華紙,1,13.3,13.1,13.1,-0.05,1352,1785,1102835,13.2
1906,寶隆,1,10.9,10.65,10.7,-0.15,107,115,151000,10.85
1907,永豐餘,1,29.15,28.45,28.45,-0.55,661,1893,1660371,29.15
1909,榮成,1,10.2,10.1,10.1,-0.05,1358,1375,1327686,10.1
2002,中鋼,1,18.75,18.6,18.65,0,25707,48009,15734861,18.65
2006,東和鋼鐵,1,86.8,85.7,85.8,-0.3,1864,16080,730214,86.1
2007,燁興,1,7,6.89,6.89,-0.06,99,68,530652,7
2008,高興昌,1,30.5,30.5,30.5,0,32,97,190852,30.5
2009,第一銅,1,41.1,39.35,39.35,-0.75,2770,11111,359622,40.9
2010,春源,1,22.1,21.9,21.9,-0.15,418,918,647655,22.05
2012,春雨,1,14.2,14.15,14.15,0,14,20,302163,14.2
2013,中鋼構,1,41.5,41.3,41.3,-0.05,45,186,200000,41.5
2014,中鴻,1,16.75,16.55,16.65,0.05,1928,3214,1435544,16.65
2015,豐興,1,64.6,64,64.2,0,35,225,581599,64.6
2017,官田鋼,1,9.05,8.92,8.97,0.03,265,238,446875,9
2020,美亞,1,21.7,21.45,21.6,0.1,219,472,267031,21.5
2022,聚亨,1,7.14,7.1,7.14,0,197,140,337168,7.14
2023,燁輝,1,13.65,13.55,13.6,0,442,601,1821240,13.65
2024,志聯,1,12.85,12.8,12.8,-0.15,10,13,97500,12.85
2025,千興,1,12.65,12.45,12.65,0.1,325,409,172661,12.55
2027,大成鋼,1,46.95,46.2,46.6,0.1,7729,35931,2584261,46.8
2028,威致,1,15.9,15.65,15.8,-0.1,48,75,325715,15.9
2029,盛餘,1,21.4,21.15,21.35,0.25,222,473,321180,21.25
2030,彰源,1,29.95,26.35,27.65,0.4,26838,75774,280526,27.6
2031,新光鋼,1,45.85,45.15,45.35,-0.3,387,1759,321146,45.85
2032,新鋼,1,17.65,17.25,17.55,0.1,626,1094,130522,17.5
2033,佳大,1,40.25,36.2,37.3,0,5864,22463,120000,39.7
2034,允強,1,22.35,21.5,22,0.05,3451,7593,528996,21.9
2038,海光,1,12.35,12.1,12.1,0,221,270,194134,12.35
2049,上銀,1,335,323,323.5,-7.5,1691,55240,353792,335
2059,川湖,1,12725,12320,12390,-280,351,437879,95297,12670
2062,橋椿,1,18.2,18,18.05,0,69,125,199994,18.2
2069,運錩,1,27.55,24.45,24.9,-0.7,3368,8496,166387,27.55
2072,世紀風電,1,129,127.5,127.5,-0.5,96,1228,192000,129
2101,南港,1,30.1,29.9,30.05,0.1,1212,3632,733935,30
2102,泰豐,1,16.9,16.6,16.65,0,940,1573,473329,16.75
2103,台橡,1,28.3,27.55,27.9,0.55,4459,12387,825710,27.6
2104,國際中橡,1,11.65,10.65,11.65,1.05,21035,23765,984734,10.65
2105,正新,1,30.3,30.05,30.1,0.1,2743,8263,3241416,30.2
2106,建大,1,16.7,16.45,16.65,0.2,523,868,954890,16.55
2107,厚生,1,27.1,26.85,26.9,-0.1,181,490,303593,26.85
2108,南帝,1,29.05,28.65,28.75,0.15,205,591,492417,28.95
2109,華豐,1,14.9,14.75,14.85,0.05,220,327,279349,14.8
2114,鑫永銓,1,90.1,89,90,0.3,52,469,77992,89.6
2115,六暉-KY,1,24,23.75,23.75,0,26,61,104373,23.8
2201,裕隆,1,29.5,29.2,29.25,0,2258,6622,1070001,29.25
2204,中華,1,53,52.4,52.5,-0.2,357,1879,553620,53
2206,三陽工業,1,64.1,63.5,63.7,-0.1,327,2087,773676,63.8
2207,和泰車,1,527,519,520,-1,204,10659,557103,526
2208,台船,1,19.7,19.3,19.6,0.35,4445,8700,1274539,19.3
2211,長榮鋼,1,80.6,79.8,80.4,0.4,480,3854,417091,80.6
2227,裕日車,1,45.3,45,45,-0.3,47,214,300000,45.2
2228,劍麟,1,76.1,74.3,75.7,1.3,103,775,79780,74.5
2231,為升,1,93.5,91.2,91.4,-1.1,80,730,135932,93.4
2233,宇隆,1,168,163.5,163.5,-1.5,396,6537,60289,168
2236,百達-KY,1,114,111,111,-1.5,311,3480,63131,112.5
2237,華德動能-創,1,27,26.7,27,0,133,357,128886,27
2239,英利-KY,1,18.95,18.6,18.9,-0.05,66,123,117713,18.95
2241,艾姆勒,1,44,39.4,43.65,2.6,6674,27974,104602,40.8
2243,宏旭-KY,1,53.3,51,51.3,-1.3,203,1048,77374,53.3
2247,汎德永業,1,232.5,230,230,-2,18,407,80711,231
2248,華勝-KY,1,62.3,61,61.9,0.2,55,336,47600,61.9
2250,IKKA-KY,1,58,56.4,57,0.6,67,384,36388,56.4
2254,巨鎧精密-創,1,87.1,82.1,86.6,4.5,3079,26197,63908,82.3
2258,鴻華先進-創,1,31.45,30.6,30.6,-0.3,225,696,1751267,31.45
2301,光寶科,1,287,282,283.5,-1,10587,300846,2316108,286
2302,麗正,1,46.85,43.95,45.75,2.05,13188,59989,166303,43.95
2303,聯電,1,163,158,160,0,124757,1998197,12570094,163
2305,全友,1,65.6,60.4,63.6,3.6,6666,42218,205661,61.3
2308,台達電,1,1920,1890,1900,0,9734,1855553,2597543,1910
2312,金寶,1,31.4,30.55,30.6,-0.45,5951,18346,1505781,31.3
2313,華通,1,226,221,224,2,9758,218275,1233821,224
2314,台揚,1,11.5,11.1,11.1,0,75,83,108596,11.3
2316,楠梓電,1,163,158.5,159,-1.5,1269,20330,182741,163
2317,鴻海,1,257,255,256,3,35755,915400,14075746,255
2321,東訊,1,26.25,23.8,25,1.1,16,41,16555,23.8
2323,中環,1,10.9,10.75,10.8,-0.05,4137,4472,980413,10.85
2324,仁寶,1,37.2,36.8,36.8,-0.25,23535,86870,4407147,37.15
2327,國巨*,1,601,570,573,2,42588,2482285,2058731,581
2328,廣宇,1,47.5,46.8,47.1,0.1,911,4298,518346,47.5
2329,華泰,1,45.3,43.6,44.35,1.05,4444,19743,658948,43.85
2330,台積電,1,2505,2475,2500,40,22818,5689353,25932370,2475
2331,精英,1,19.45,19,19,-0.2,524,1002,557403,19.45
2332,友訊,1,20.85,19.8,20.4,0.2,12406,25109,602163,20.2
2337,旺宏,1,123.5,119,119,1,27563,333283,1981857,121
2338,光罩,1,48.05,46.3,46.45,-0.9,5684,26755,366849,47.35
2340,台亞,1,37.3,34.25,34.35,0.25,8673,30954,438623,34.25
2342,茂矽,1,46.35,42.45,46.35,4.2,11050,50331,157335,42.65
2344,華邦電,1,177,172,172.5,1.5,70594,1232188,4500000,175
2345,智邦,1,1955,1845,1890,-25,4143,784086,561118,1935
2347,聯強,1,94.8,90.4,94.5,4.6,5073,47483,1667947,90.9
2348,海悅,1,73.4,72.5,73,0.5,171,1249,159486,72.5
2349,錸德,1,10.4,10.3,10.35,0,1018,1055,693680,10.35
2351,順德,1,240,225,226,-12.5,6000,137417,193734,240
2352,佳世達,1,29.7,29,29,-0.4,3003,8752,1580507,29.7
2353,宏碁,1,31.85,31.15,31.55,0.15,12084,38042,3047854,31.45
2354,鴻準,1,66.4,65.6,65.9,0.3,6468,42656,1414485,66
2355,敬鵬,1,42.25,41.5,41.6,0.1,1214,5082,397495,42.05
2356,英業達,1,62.6,60.9,61,-0.2,14244,87541,3587475,62.4
2357,華碩,1,958,942,958,5,1349,128505,742760,953
2359,所羅門,1,131,127,128,-2,1694,21711,171471,130
2360,致茂,1,2470,2305,2325,-115,2628,619505,425246,2445
2362,藍天,1,48.25,47.65,47.75,-0.15,249,1192,622263,48
2363,矽統,1,61.1,58.6,59.2,-1.1,13049,77700,514988,60.5
2364,倫飛,1,68.4,66,66.3,-1.2,178,1188,52389,67.6
2365,昆盈,1,28.9,28.4,28.45,-0.2,356,1015,221528,28.9
2367,燿華,1,42.75,41.7,41.7,-0.25,2188,9213,706253,42.5
2368,金像電,1,1140,1030,1140,100,14174,1552139,522933,1085
2369,菱生,1,32.6,31.1,31.65,0.3,9660,30800,380102,31.5
2371,大同,1,29.75,28.95,29,-0.45,9456,27625,2150835,29.7
2373,震旦行,1,53.1,53,53.1,0,9,50,236203,53.1
2374,佳能,1,67,66,66.1,-0.4,1404,9321,337992,67
2375,凱美,1,122,117.5,118,-0.5,2085,24821,108675,120
2376,技嘉,1,370,363.5,365,-1.5,3929,144016,669889,370
2377,微星,1,154.5,151,151,-2.5,6135,93408,844856,153.5
2379,瑞昱,1,794,752,761,6,4887,377332,515513,768
2380,虹光,1,16.75,16.3,16.7,0.2,39,65,60000,16.5
2382,廣達,1,343,340,341.5,-0.5,9982,340775,4107627,342.5
2383,台光電,1,5110,4860,5020,160,2451,1225434,358321,4910
2385,群光,1,105,103,104,0,1863,19419,765721,104
2387,精元,1,37.4,37,37,-0.4,247,921,195251,37.4
2388,威盛,1,74.8,70.8,70.8,-0.1,5921,43027,555956,71.5
2390,云辰,1,10.25,10.15,10.15,0,207,211,192619,10.15
2392,正崴,1,43.1,42.1,42.15,-1.3,2255,9565,512327,43
2393,億光,1,63.8,62.1,62.2,-1.4,1595,9967,443393,63.8
2395,研華,1,721,695,701,-2,1934,136321,869046,715
2397,友通,1,62.9,62.1,62.1,-0.4,103,640,114489,62.9
2399,映泰,1,48.4,47.05,47.1,-0.4,2273,10829,178100,47.9
2401,凌陽,1,26.45,25.7,25.7,-0.05,1862,4842,591995,26.05
2402,毅嘉,1,54.4,53.6,53.6,-0.5,746,4017,307537,54.2
2404,漢唐,1,1250,1140,1250,110,5163,632539,190587,1160
2405,輔信,1,15.2,14.95,15,-0.05,954,1430,343427,15.1
2406,國碩,1,30.9,29.55,29.9,-0.2,7691,23209,350906,30.7
2408,南亞科,1,526,513,515,18,62507,3251419,3450206,514
2409,友達,1,36.65,33.4,34.7,-1.95,948644,3326462,7547099,36.65
2412,中華電,1,145.5,144.5,145.5,0.5,8326,120839,7757447,145
2413,環科,1,54.2,52.1,52.2,-0.8,4903,26047,127359,53
2414,精技,1,53.2,52.8,53.1,0,82,436,161736,53.1
2415,錩新,1,27.4,26.85,26.85,-0.15,114,307,100000,27.15
2417,圓剛,1,39.7,39,39,0,384,1508,157219,39.2
2419,仲琦,1,29.7,28.8,29,-0.25,1737,5068,321317,29.55
2420,新巨,1,54.2,53.7,53.7,0,181,978,152649,53.8
2421,建準,1,169,163,163,-4,1706,28096,286944,168.5
2423,固緯,1,74,72.8,73.9,0.1,40,295,145047,72.8
2424,隴華,1,8.1,8.04,8.1,-0.15,12,10,59585,8.04
2425,承啟,1,37.9,37.1,37.1,-0.1,298,1116,96499,37.65
2426,鼎元,1,103,97.6,97.8,-1,25572,254133,300622,99.6
2427,三商電,1,23.8,23.5,23.5,-0.1,433,1022,198000,23.75
2428,興勤,1,260.5,253.5,254.5,-0.5,644,16457,128113,258.5
2429,銘旺科,1,31.55,30.75,30.75,-0.35,99,307,85500,31
2430,燦坤,1,18.1,17.95,18.1,-0.05,34,61,116800,18
2431,聯昌,1,10.25,10.1,10.1,-0.15,77,78,80714,10.25
2432,倚天酷碁-創,1,27.35,27.05,27.25,-0.05,28,76,61860,27.2
2433,互盛電,1,40.3,40.2,40.25,-0.05,9,36,144496,40.2
2434,統懋,1,73,66.8,67.4,0.7,3007,21103,37000,70.9
2436,偉詮電,1,71.5,69.5,69.6,-1.4,4087,28817,204178,71.4
2438,翔耀,1,20,19.6,19.75,-0.25,66,132,71196,20
2439,美律,1,78.5,77.7,78,-0.1,1021,7965,248641,78.1
2440,太空梭,1,14.45,14.25,14.35,-0.05,140,201,139117,14.45
2441,超豐,1,131.5,124,125,-2,6728,85066,568846,130
2442,新美齊,1,14.6,14.4,14.55,0,565,818,325232,14.6
2444,兆勁,1,15.5,14.3,14.95,0.4,5143,7745,106570,14.75
2449,京元電子,1,321.5,302.5,304,-13,37725,1171982,1283882,317.5
2450,神腦,1,28.35,28.2,28.3,0,75,213,258253,28.35
2451,創見,1,289,283,284.5,-0.5,1764,50291,431346,285
2453,凌群,1,54.4,53.3,53.6,-0.4,317,1701,100000,54.2
2454,聯發科,1,5265,5140,5185,5,6430,3338858,1604953,5220
2455,全新,1,552,535,552,5,3311,179679,186983,541
2457,飛宏,1,22.45,22.1,22.25,0.15,813,1811,424772,22.45
2458,義隆,1,131,128.5,129,-0.5,1320,17116,303880,130.5
2459,敦吉,1,65.8,65.3,65.4,-0.2,56,363,105596,65.6
2460,建通,1,31.3,30.1,30.8,0.55,302,930,169200,30.2
2461,光群雷,1,17.6,17.45,17.55,0.2,185,324,191888,17.6
2462,良得電,1,20,19.7,19.9,0,219,433,150784,20
2464,盟立,1,200.5,186,195,4.5,18569,358570,216680,192
2465,麗臺,1,92.5,89.2,89.2,-1.9,1009,9121,93946,92.2
2466,冠西電,1,120,112,113.5,-2,2419,28066,173459,117
2467,志聖,1,537,519,522,-6,706,37020,156855,535
2468,華經,1,47.25,44.8,45.45,-1.4,1701,7779,69961,47.25
2471,資通,1,52.5,51.3,51.8,-0.4,236,1225,47254,52.4
2472,立隆電,1,225.5,215,216.5,-1,2580,56407,164735,221
2474,可成,1,209.5,207,209,-1,2433,50723,538821,209
2476,鉅祥,1,124,121,122,-1.5,783,9549,219070,123.5
