TWLV1|20260923|202609232210|1958|code,name,mkt,high,low,close,chg,lot,wan,kshares,open
2477,美隆電,1,23.2,22.9,22.9,-0.3,99,228,158573,23.2
2478,大毅,1,123,119,119.5,-0.5,1447,17466,144731,122
2480,敦陽科,1,165,160.5,161,-1.5,131,2112,106360,165
2481,強茂,1,181,172,173,2,39482,693458,382115,175
2482,連宇,1,16.6,16.25,16.25,-0.15,94,154,77883,16.6
2483,百容,1,32.85,32.4,32.5,0,304,988,107890,32.8
2484,希華,1,75,68.6,72.9,3.3,18374,133872,159421,70.7
2485,兆赫,1,40.35,39.2,39.25,-0.55,1555,6151,317689,40.05
2486,一詮,1,237,232,232,-1.5,2001,46842,240483,236
2488,漢平,1,49.5,48.9,49.1,0,31,151,79999,49.45
2489,瑞軒,1,42.65,40.85,41.05,-0.9,14619,60722,610000,42.25
2491,吉祥全,1,42.9,40,40.15,0.1,1075,4422,82008,40.5
2492,華新科,1,322.5,304,306,-5,19019,591565,485205,314.5
2493,揚博,1,199.5,189,197,2.5,3002,58353,126797,195
2495,普安,1,39.2,38.4,38.85,0.4,1001,3881,273552,38.45
2496,卓越,1,54.9,54.7,54.7,-0.1,15,83,20055,54.9
2497,怡利電,1,44,43.35,43.4,-0.1,124,540,130888,44
2498,宏達電,1,44,41.4,41.65,1.55,24654,104703,836097,41.75
2501,國建,1,21.5,21.05,21.2,-0.25,2991,6358,1159561,21.5
2504,國產,1,31.1,30.6,31.1,-0.05,1727,5319,1180000,31.1
2505,國揚,1,17.2,17,17.15,0,321,549,380000,17.2
2506,太設,1,8.44,8.32,8.43,0.05,238,199,387000,8.38
2509,全坤建,1,14.55,14.4,14.45,-0.1,88,127,224551,14.55
2511,太子,1,8.44,8.39,8.4,-0.02,573,482,1623326,8.44
2514,龍邦,1,11.8,11.55,11.6,-0.2,65,75,394729,11.8
2515,中工,1,12.15,11.9,11.95,0.05,6074,7306,1688460,11.95
2516,新建,1,15,14.8,14.8,-0.05,141,210,226278,14.85
2520,冠德,1,37.5,36.65,36.95,-0.3,935,3453,609487,37.5
2524,京城,1,35.95,35,35,-0.4,45,159,366185,35.95
2527,宏璟,1,48.9,47.85,48.4,0.25,658,3191,270306,48.75
2528,皇普,1,20.55,19.8,19.85,-0.6,356,714,435996,20.55
2530,華建,1,20.55,20.1,20.15,-0.25,351,711,841256,20.55
2534,宏盛,1,17,16.8,16.95,-0.05,215,362,474228,17
2535,達欣工,1,90.7,89.1,89.9,0.1,356,3184,270794,90.7
2536,宏普,1,19.55,19.35,19.4,-0.1,311,604,332809,19.55
2537,聯上發,1,11.45,11.35,11.4,0.05,197,224,300558,11.45
2538,基泰,1,8.77,8.61,8.67,0.06,287,250,445025,8.65
2539,櫻花建,1,35.3,34.9,34.9,-0.35,492,1723,1193103,35.25
2540,愛山林,1,50.2,49.4,49.65,0.15,375,1868,944874,49.75
2542,興富發,1,40.45,39,39.55,0,47140,186290,2153084,40
2543,皇昌,1,38.6,38.05,38.3,0.15,294,1127,528542,38.3
2545,皇翔,1,34.75,34,34,-0.3,104,359,379735,34.35
2546,根基,1,107.5,105.5,106,0,96,1027,146187,106.5
2547,日勝生,1,10,9.93,9.94,-0.01,1346,1342,1035095,9.95
2548,華固,1,94.7,93.1,93.4,-0.9,1152,10776,335705,94.7
2597,潤弘,1,171,167,168.5,0,203,3441,310716,169.5
2603,長榮,1,243,239,243,0.5,5801,140088,2165043,241.5
2605,新興,1,37.65,36.7,37.05,-0.05,6735,24939,585353,37.6
2606,裕民,1,77.4,76.1,76.7,0,1711,13142,845056,76.9
2607,榮運,1,53.8,53.6,53.7,0,178,956,533571,53.8
2608,嘉里大榮,1,29,28.8,28.8,0,136,393,467000,28.9
2609,陽明,1,61.1,59.5,59.9,-0.9,27683,165678,3492104,61
2610,華航,1,20.6,20.25,20.45,-0.05,34416,70248,6144989,20.55
2611,志信,1,14.4,14.15,14.15,-0.1,247,352,189002,14.4
2612,中航,1,63.1,62.4,62.4,-0.5,235,1475,197485,62.9
2613,中櫃,1,22.35,22.1,22.3,0,142,315,148423,22.3
2614,東森,1,18.4,18.2,18.3,0.05,691,1267,327265,18.3
2615,萬海,1,117.5,113.5,113.5,-3,9937,113793,2806146,117
2616,山隆,1,13.4,13.25,13.25,-0.1,106,141,137282,13.35
2617,台航,1,33.1,32.75,32.85,-0.25,558,1835,417294,32.9
2618,長榮航,1,43.2,42.45,42.85,0.35,37960,162520,5400444,42.85
2630,亞航,1,47.3,46.2,46.3,-0.7,788,3664,209438,47.2
2633,台灣高鐵,1,25.75,25.55,25.6,0,3045,7813,5628293,25.7
2634,漢翔,1,63.6,62.5,62.5,-0.6,4930,30976,941867,63.6
2636,台驊控股,1,71.2,70.5,70.8,0.1,243,1723,141835,70.8
2637,慧洋-KY,1,102,100,100.5,0,941,9478,746409,102
2642,宅配通,1,20.8,20.4,20.4,-0.1,13,26,95467,20.8
2645,長榮航太,1,174,172,172,-0.5,628,10859,374571,172.5
2646,星宇航空,1,20.55,20.3,20.35,0.05,4098,8361,3008735,20.3
2701,萬企,1,10.3,10.2,10.25,-0.1,169,173,449968,10.3
2702,華園,1,12.95,12.75,12.8,-0.1,25,32,156613,12.8
2704,國賓,1,46.1,45.2,45.2,0.15,33,150,366923,46.1
2705,六福,1,15.35,15.1,15.15,-0.1,102,155,191313,15.35
2706,第一店,1,12.15,12.1,12.1,-0.05,114,138,499998,12.1
2707,晶華,1,178,177,177.5,-0.5,56,986,127403,177.5
2712,遠雄來,1,13.5,13.45,13.45,-0.05,5,7,105000,13.45
2722,夏都,1,21.5,21.1,21.15,-0.05,21,44,143170,21.5
2723,美食-KY,1,79.9,78.1,78.4,-0.8,121,950,180000,79.9
2727,王品,1,230,228.5,230,2,178,4075,82940,228.5
2731,雄獅,1,145,144,144.5,1,210,3029,93278,144.5
2739,寒舍,1,37.4,36.7,36.7,-0.3,28,102,91526,37.4
2748,雲品,1,39,38.55,38.65,-0.05,23,90,105779,38.6
2753,八方雲集,1,181,180,180,-1,127,2281,66645,180.5
2762,世界健身-KY,1,80.4,79.8,79.8,-0.3,39,314,112500,80
2801,彰銀,1,28.4,27.75,27.85,-0.5,32125,89723,12060197,28.4
2812,台中銀,1,19.3,19.1,19.15,-0.1,10749,20591,6425075,19.3
2816,旺旺保,1,40.85,40.2,40.45,0.1,337,1366,223608,40.55
2820,華票,1,17.35,17.15,17.25,-0.05,2299,3966,1342960,17.35
2832,台產,1,58.7,57.8,57.8,-0.5,111,645,253540,58.7
2834,臺企銀,1,18.25,17.85,17.9,-0.35,37735,68035,10398326,18.15
2836,高雄銀,1,12.3,12.15,12.15,-0.15,1338,1632,1858316,12.25
2838,聯邦銀,1,21.55,21.2,21.2,-0.3,1599,3404,4607829,21.55
2845,遠東銀,1,13.55,13.35,13.35,-0.15,6735,9028,4865285,13.55
2849,安泰銀,1,16.2,15.9,15.95,-0.15,138,220,1957609,16.2
2850,新產,1,160.5,158,158.5,-0.5,111,1760,315963,160.5
2851,中再保,1,48.15,47.05,47.95,0.55,2402,11480,800389,47.45
2852,第一保,1,28.3,28.1,28.1,-0.15,152,428,301164,28.3
2855,統一證,1,59.4,56.9,57.7,0.8,5736,33409,1601414,57.3
2880,華南金,1,46.6,45.6,45.8,-0.75,12822,58876,14056135,46.6
2881,富邦金,1,155.5,152.5,153,-1.5,14876,228937,14007365,155.5
2882,國泰金,1,112.5,110.5,111.5,-0.5,17347,193911,14669210,112.5
2883,凱基金,1,39.5,38.85,39.35,0.05,35038,137225,16974612,39.45
2884,玉山金,1,46.1,45.4,45.6,-0.45,25178,114996,17723510,46.1
2885,元大金,1,71.3,69.4,69.6,-1,17814,124684,13864396,71.3
2886,兆豐金,1,50.9,49.65,50,-0.5,20938,104586,14833378,50.9
2887,台新新光金,1,43.3,42.35,42.95,0.05,38944,166876,25115062,43.3
2889,國票金,1,16.85,16.65,16.8,-0.05,8081,13521,3665902,16.85
2890,永豐金,1,45.7,44.65,45.05,-0.35,20245,91075,14782169,45.7
2891,中信金,1,70,68.9,68.9,-0.7,20611,142504,19675933,70
2892,第一金,1,40.2,39.45,39.85,-0.05,18149,72268,14379469,40.2
2897,王道銀行,1,11.15,11.05,11.1,0,2012,2235,2805358,11.15
2901,欣欣,1,26.8,22.8,22.95,-1.45,958,2382,73043,24.4
2903,遠百,1,22.4,22.25,22.25,-0.05,668,1455,1416941,22.35
2904,匯僑,1,12.6,12.55,12.55,-0.05,13,16,77834,12.6
2905,三商,1,18.8,18.35,18.65,0.1,1431,2669,1110372,18.65
2906,高林,1,13.6,13.45,13.45,-0.15,135,182,209117,13.6
2908,特力,1,22.15,21.95,22.15,0.1,291,641,509888,21.95
2910,統領,1,23.85,23.25,23.65,-0.15,13,31,175403,23.25
2911,麗嬰房,1,6.3,6.13,6.13,-0.07,103,64,105126,6.19
2912,統一超,1,214.5,213,213,-1,2277,48637,1039622,214.5
2913,農林,1,11.2,11,11.15,0.1,1253,1391,790000,11
2915,潤泰全,1,60.3,59.3,60.1,0.8,2251,13500,1104319,59.6
2923,鼎固-KY,1,27.15,25.7,25.7,-0.7,90,239,1740297,26.95
2929,淘帝-KY,1,5.83,5.71,5.82,0.03,99,57,109494,5.78
2939,永邑-KY,1,19.95,19.5,19.6,-0.35,21,42,45549,19.95
2945,三商家購,1,40.6,38.65,40,-0.6,214,838,67500,40.6
3002,歐格,1,19.9,18.8,18.9,-0.6,361,691,102000,19.9
3003,健和興,1,59.3,58.1,58.6,0.3,394,2307,155655,58.6
3004,豐達科,1,118.5,116.5,118,0.5,177,2082,64383,118.5
3005,神基,1,118.5,116.5,117.5,-1,1665,19517,624570,118.5
3006,晶豪科,1,288,273,274,-4.5,9305,259615,298128,282.5
3008,大立光,1,6470,6140,6190,-215,1690,1058086,130798,6440
3010,華立,1,126,124.5,125,0.5,231,2901,259437,125.5
3011,今皓,1,10.15,9.85,9.87,-0.18,213,212,129566,10.15
3013,晟銘電,1,86.6,83.6,84.3,1.2,1064,9028,205139,83.6
3014,聯陽,1,144,137.5,143,4,4801,67866,165954,139
3015,全漢,1,54.8,53.1,53.3,0.2,875,4725,187262,53.2
3016,嘉晶,1,145.5,141.5,145.5,13,31086,451597,290357,145
3017,奇鋐,1,3590,3410,3470,80,2649,931987,392670,3425
3018,隆銘綠能,1,12.45,11.9,12,0.1,59,71,75378,11.9
3019,亞光,1,137,133,135,0,2496,33583,279244,135.5
3021,鴻名,1,25.55,24.45,24.5,-0.8,368,912,94683,25.35
3022,威強電,1,92.6,90.1,90.7,-0.8,850,7732,176598,92.2
3023,信邦,1,321,312,312,-8.5,704,22188,240069,320.5
3024,憶聲,1,14.6,14.35,14.35,-0.1,541,781,277157,14.45
3025,星通,1,52.3,51.7,52,0.3,44,230,56736,52.3
3026,禾伸堂,1,803,760,768,-12,6256,485535,165890,791
3027,盛達,1,19.45,18.65,18.7,-0.1,277,526,129160,18.95
3028,增你強,1,62.8,61.7,61.7,-0.6,512,3176,237241,62.8
3029,零壹,1,122,118.5,118.5,-2.5,1552,18507,167005,121.5
3030,德律,1,272,263.5,264.5,-3.5,657,17462,236216,270.5
3031,佰鴻,1,29.3,27.35,28.3,-0.4,3343,9414,173203,27.95
3032,偉訓,1,83.6,78.1,82,4.1,1734,14177,113286,78.1
3033,威健,1,42.8,41.5,41.6,0.15,3229,13584,516559,42.5
3034,聯詠,1,561,542,545,-12,2840,156005,608511,561
3035,智原,1,209,201,204,1,7476,152907,260550,203
3036,文曄,1,207.5,204.5,206,1,4378,90167,1270563,206.5
3037,欣興,1,1200,1115,1160,40,23050,2663785,1641292,1120
3038,全台,1,20.5,20.25,20.3,0.05,180,366,157408,20.35
3040,遠見,1,35.4,34.75,35.2,0.3,29,101,66225,34.9
3041,揚智,1,24.25,23.6,23.6,-0.1,616,1471,142097,23.9
3042,晶技,1,201.5,179,198,14.5,33267,650013,342993,186.5
3043,科風,1,21,20.65,20.9,0.2,33,69,38976,21
3044,健鼎,1,547,525,543,4,2957,158954,525606,541
3045,台灣大,1,123,121.5,123,0,6841,83703,3723431,123
3046,建碁,1,54.1,53.7,54,-0.1,101,545,78448,54
3047,訊舟,1,14.9,14.4,14.7,-0.1,1113,1627,224762,14.9
3048,益登,1,51,50.1,50.4,-0.1,803,4046,269830,51
3049,精金,1,12.95,12.35,12.4,-0.45,5546,6980,802011,12.85
3050,鈺德,1,11.7,11.4,11.5,-0.1,539,619,154984,11.65
3051,力特,1,23.4,22.5,22.5,-0.55,441,1003,167000,23.3
3052,夆典,1,10.5,10.35,10.4,0.05,242,252,233246,10.45
3054,立萬利,1,59.4,57.3,58.5,0,104,605,80651,59
3055,蔚華科,1,226,200.5,203.5,-3,25052,530863,114975,206.5
3056,富華新,1,14.3,14,14.05,-0.2,555,781,480555,14.3
3057,喬鼎,1,16.5,16.15,16.15,-0.35,38,62,67865,16.5
3058,立德,1,8.39,8.2,8.3,0.1,623,517,201723,8.2
3059,華晶科,1,38.3,37.85,37.95,0.1,1078,4104,307668,37.85
3060,銘異,1,26.95,26.3,26.3,-0.4,443,1172,137563,26.8
3062,建漢,1,22.4,21.75,22.2,-0.15,2566,5660,330082,22.35
3090,日電貿,1,170,164,165,0.5,2119,35267,287567,166.5
3092,鴻碩,1,22.9,22.6,22.6,-0.3,90,204,106649,22.9
3094,聯傑,1,57.8,51.6,54.3,1.7,27140,151411,83117,53
3130,一零四,1,209.5,208.5,208.5,-0.5,43,893,33191,209
3135,凌航,1,162.5,158.5,159,-1,571,9132,97159,162
3138,耀登,1,102,97.1,97.1,-2.9,564,5597,56392,100
3149,正達,1,65.8,63.1,63.2,-0.9,3691,23654,226234,65.2
3150,鈺寶-創,1,15.5,15.3,15.5,0,8,12,44377,15.5
3164,景岳,1,16.2,16,16.05,-0.15,20,32,86010,16
3167,大量,1,903,860,890,26,6390,560034,89513,873
3168,眾福科,1,42.35,42.2,42.2,-0.15,6,26,75100,42.35
3189,景碩,1,922,881,906,-3,29744,2689978,526910,905
3209,全科,1,46.05,45.5,45.75,-0.1,527,2411,235391,45.9
3229,晟鈦,1,58.4,56,57.4,0.1,1996,11408,64263,57.9
3231,緯創,1,182,180,180,-0.5,23773,429483,3180052,181
3257,虹冠電,1,49.5,48.9,48.95,0,80,392,79824,49.05
3266,昇陽,1,14.1,13.9,13.9,-0.1,17,24,352314,14.1
3296,勝德,1,28.15,27.4,28.15,0.05,76,212,96724,27.75
3305,昇貿,1,105,102,102,-1,619,6366,143374,104.5
3308,聯德,1,21.75,21.5,21.65,0.05,28,60,60000,21.6
3311,閎暉,1,37.4,36.6,36.7,-0.05,318,1175,100000,36.8
3312,弘憶股,1,53.3,50.5,50.5,-4.5,3331,17168,182627,53.3
3321,同泰,1,18.9,18.05,18.35,-0.35,190,347,86114,18.9
3338,泰碩,1,67.7,66.8,67,0.2,193,1296,87908,66.8
3346,麗清,1,24.7,23.2,23.65,-0.4,1462,3464,121228,23.5
3356,奇偶,1,67.1,65.3,65.3,-1.7,426,2814,68550,67
3376,新日興,1,180.5,176.5,176.5,-4,1911,33941,195780,179
3380,明泰,1,33,31,31,-1.95,5531,17541,541718,33
3406,玉晶光,1,942,904,905,-18,2913,267531,112743,930
3413,京鼎,1,286.5,283,285.5,2.5,434,12357,110924,285.5
3416,融程電,1,163,160.5,160.5,-1.5,125,2010,80496,163
3419,譁裕,1,11.05,10.8,10.9,-0.15,186,204,120480,11.05
3432,台端,1,14.95,14.7,14.7,-0.25,35,52,42230,14.95
3437,榮創,1,23,21.3,21.6,0,3136,6934,144548,21.3
3443,創意,1,8540,8200,8385,10,2108,1766391,134012,8325
3447,展達,1,28.2,27.8,27.9,0.1,26,72,77449,28.2
3450,聯鈞,1,549,517,520,-6,7690,406723,145681,533
3481,群創,1,51.8,49.5,49.6,-0.9,219243,1103506,7989197,51
3494,誠研,1,7.12,7.01,7.11,-0.01,40,28,94800,7.01
3501,維熹,1,38.25,37.95,37.95,-0.1,134,509,118258,38.05
3504,揚明光,1,80.7,77.8,78,0,1700,13425,114060,78.3
3515,華擎,1,216,211.5,211.5,-2,259,5503,123521,214.5
3518,柏騰,1,32.8,31.85,32.45,0.2,572,1852,102467,32.15
3528,安馳,1,84.8,83.6,84.5,0.7,147,1236,66639,84.3
3530,晶相光,1,59.2,58.2,59,0.7,61,358,77476,59.2
3532,台勝科,1,460,430.5,445,10.5,11441,515452,387848,442
3533,嘉澤,1,1760,1660,1690,-55,2718,461697,112535,1755
3535,晶彩科,1,87.9,86,86,-0.3,355,3078,79052,87
3543,州巧,1,47,45.1,46,-1,1242,5698,146263,47
3545,敦泰,1,52.7,51.1,51.3,-0.7,412,2130,222411,52
3550,聯穎,1,24.35,23.6,23.8,-0.25,1003,2391,107550,24.15
3557,嘉威,1,23.15,22.9,22.9,-0.2,36,82,84315,23.1
3563,牧德,1,774,715,753,42,2274,170482,63961,720
3576,聯合再生,1,18,17.55,17.75,0.15,11348,20179,1627795,17.6
3583,辛耘,1,716,690,691,-13,505,35200,83859,716
3588,通嘉,1,53.9,52.1,52.1,-1,133,702,61991,53.4
3591,艾笛森,1,25.55,24,24.6,0.25,1603,3970,130387,24
3592,瑞鼎,1,228.5,223,223,-5.5,200,4493,75855,228
3593,力銘,1,9.68,8.8,9.5,0.7,36,33,60825,8.8
3596,智易,1,155.5,152,152,-2.5,998,15279,220354,154.5
3605,宏致,1,188.5,174.5,180,8.5,32655,594607,175270,174.5
3607,谷崧,1,13.9,13.7,13.75,-0.15,111,153,121662,13.9
3617,碩天,1,246,240.5,243,-1,206,4995,94762,245.5
3622,洋華,1,45.5,44.4,44.45,-0.7,208,932,151328,45.5
3645,達邁,1,75.1,70.4,72.6,3.3,8152,59508,136754,71.2
3652,精聯,1,34.8,34.35,34.45,0.1,47,162,75098,34.55
3653,健策,1,6410,5930,6410,580,1526,955780,147204,6005
3661,世芯-KY,1,3845,3715,3760,45,1783,674367,86305,3790
3665,貿聯-KY,1,2340,2240,2340,95,3676,846312,199578,2290
3669,圓展,1,32.8,32.55,32.55,0,52,171,92920,32.7
3673,TPK-KY,1,67.5,64.8,64.8,-0.8,4048,26711,406664,66.3
3679,新至陞,1,110,108.5,108.5,-0.5,39,428,63022,109.5
3686,達能,1,15.4,15,15,-0.4,155,235,76495,15.4
3694,海華,1,51.7,50.2,50.2,-0.3,445,2263,154891,51.2
3701,大眾控,1,42,41.05,41.25,-0.35,405,1673,236669,42
3702,大聯大,1,116,113,114,1,9400,107779,1751374,114.5
3703,欣陸,1,19.9,19.7,19.9,0.15,665,1318,823216,19.75
3704,合勤控,1,41.3,40.25,40.3,-1,1884,7657,415445,41.15
3705,永信,1,56.7,56.1,56.2,-0.5,168,948,266423,56.7
3706,神達,1,79.7,78.4,78.6,-0.7,5866,46310,1327212,79.7
3708,上緯投控,1,99.8,97.5,97.5,-1.1,288,2848,89843,98.5
3711,日月光投控,1,711,689,693,0,15368,1071340,4470572,710
3712,永崴投控,1,20.9,20.45,20.65,-0.1,453,933,246242,20.9
3714,富采,1,69.4,67.2,67.5,-1.4,12388,84241,400000,68.8
3715,定穎投控,1,127.5,124.5,125.5,-3,8890,111747,283575,127
3716,中化控股,1,34.15,33.9,33.95,0.1,99,335,150579,33.9
3717,聯嘉投控,1,27.75,25.35,26.05,0.8,30360,81220,207845,25.55
4104,佳醫,1,72.3,71.7,72.2,0,88,637,188367,72.2
4106,雃博,1,24.35,24.2,24.35,0,48,117,100912,24.3
4108,懷特,1,11.7,11.35,11.65,0.2,262,303,198619,11.45
4119,旭富,1,58.3,56.8,56.8,-0.6,107,614,119509,58.3
4133,亞諾法,1,20.6,20.4,20.55,-0.05,26,54,60554,20.5
4137,麗豐-KY,1,78.9,77.6,77.6,-1.2,82,640,82492,78.4
4142,國光生,1,17.95,17.8,17.85,0,460,822,429508,17.85
4148,全宇生技-KY,1,32.7,32.4,32.4,0.25,27,87,67236,32.5
4155,訊映,1,15,14.6,14.7,-0.15,309,457,125187,14.85
4164,承業醫,1,27.25,26.5,27.15,0.65,560,1510,195311,26.7
4169,泰宗,1,154,150.5,150.5,0.5,38,574,66432,154
4178,永笙-KY,1,16.8,16.5,16.6,0,71,118,215867,16.75
4190,佐登-KY,1,25,24.5,25,-0.2,35,86,61263,24.95
4195,基米-創,1,13.15,12.8,13.1,0.2,134,174,80000,12.9
4306,炎洲,1,14.8,14.6,14.6,0,401,588,676757,14.75
4414,如興,1,8.38,8.25,8.34,0.09,88,73,263796,8.25
4426,利勤,1,7.88,7.75,7.78,-0.03,91,71,172677,7.86
4438,廣越,1,57,56.3,56.5,0.3,29,163,113425,56.3
4439,冠星-KY,1,98.5,95.8,98.5,1,27,267,38215,96.8
4440,宜新實業,1,17.55,17.45,17.5,-0.1,12,21,67598,17.5
4441,振大環球,1,172,170,171,1,41,697,68176,171
4526,東台,1,32.3,31.15,31.2,-0.75,828,2614,254826,32.3
4532,瑞智,1,25.3,24.9,24.9,-0.25,867,2170,494895,25.3
4536,拓凱,1,166.5,164.5,165.5,0.5,212,3508,90820,166
4540,全球傳動,1,60.2,59,59.6,-0.3,1006,5979,115187,60
4545,銘鈺,1,33.65,33.35,33.4,-0.2,38,127,77000,33.65
4551,智伸科,1,168,159,163.5,6.5,1282,20960,115222,159
4552,力達-KY,1,15.9,15.8,15.85,-0.05,40,63,116000,15.8
4555,氣立,1,42.55,41.85,41.85,-0.65,96,405,69988,42.55
4557,永新-KY,1,50.1,49.55,49.75,0.05,45,224,47972,49.6
4560,強信-KY,1,29.05,28.8,28.95,0.05,120,347,68097,29.05
4562,穎漢,1,31,30.4,30.45,-0.15,71,217,87546,31
4564,元翎,1,16.2,15.95,16,-0.05,411,660,232788,16.1
4566,時碩工業,1,67.8,65,67.6,2.6,1488,9918,110381,65.8
4569,六方科-KY,1,154.5,154,154,-1,12,189,30600,154.5
4571,鈞興-KY,1,153,150,153,3,71,1070,53017,150
4572,駐龍,1,141,139.5,140,1,26,359,40019,140
4576,大銀微系統,1,235,222.5,223.5,-8.5,2000,45152,119802,235
4581,光隆精密-KY,1,48.45,48.4,48.45,0.1,2,10,33899,48.4
4582,聚恆-創,1,22.5,22.35,22.4,-0.25,31,70,75480,22.5
4583,台灣精銳,1,434,426,430.5,1.5,19,803,80171,426
4585,達明,1,299.5,295,295,-2.5,70,2059,104609,299.5
4588,玖鼎電力,1,54.8,54.4,54.8,-0.6,54,293,42985,54.6
4590,富田-創,1,91.1,89.7,89.7,-1,126,1137,54838,91.1
4720,德淵,1,19.4,19,19.2,0.1,365,699,114516,19.15
4722,國精化,1,193.5,189,189,-0.5,361,6895,103765,192
4736,泰博,1,133.5,132,132,-0.5,74,977,95374,133
4737,華廣,1,59.8,57.9,57.9,-1.7,43,251,77328,59.6
4739,康普,1,80.6,79.3,80.1,0.2,499,3992,124651,80.5
4746,台耀,1,49,48.2,48.65,0.45,893,4343,120256,48.2
4755,三福化,1,116.5,115,115,0,48,555,100706,116
4763,材料*-KY,1,48.05,46.1,46.4,-1.65,12087,56181,989147,48.05
4764,雙鍵,1,199,189.5,189.5,-7,887,17054,85542,199
4766,南寶,1,343.5,341,341.5,-0.5,69,2355,120571,341.5
4770,上品,1,275,256.5,275,25,3344,90507,79976,261.5
4771,望隼,1,218,214,218,2,140,3042,58709,217
4807,日成-KY,1,29.95,29.35,29.85,0.35,100,296,48996,29.5
4904,遠傳,1,106.5,105,105.5,0,3733,39484,3607705,106
4906,正文,1,39.35,37.6,38.1,-0.6,5993,22902,451706,39.3
4912,聯德控股-KY,1,98.9,97.1,98.4,1,314,3076,66993,98.9
4915,致伸,1,65,64.2,64.4,-0.5,1848,11905,471881,64.9
4916,事欣科,1,106,102.5,104.5,1,2918,30403,124083,105.5
4919,新唐,1,144,132.5,134,0.5,43703,601095,419765,135
4927,泰鼎-KY,1,44.5,43.2,43.75,0.25,4126,18089,264938,44
4930,燦星網,1,15.95,15.85,15.85,0,13,20,80000,15.85
4934,太極,1,14.8,14.3,14.45,0.05,395,571,225000,14.45
4935,茂林-KY,1,33.9,32.75,33,-0.2,83,272,128864,33.25
4938,和碩,1,92,89.8,91.3,1.3,9342,85015,2675709,91
4942,嘉彰,1,31.6,31.3,31.4,0.1,60,190,142368,31.3
4943,康控-KY,1,7.16,7,7,-0.01,66,46,126694,7.16
4949,有成精密,1,75.6,73.5,73.6,-2,344,2558,67703,75.1
4952,凌通,1,49.75,48.75,48.85,-0.2,117,576,108816,49.1
4956,光鋐,1,46.4,42.1,43.55,1.35,28885,129755,100408,42.35
4958,臻鼎-KY,1,482.5,470,473,-16,39517,1880939,1117534,471.5
4960,誠美材,1,23.85,22.4,22.75,-0.65,5690,13097,571705,23.3
4961,天鈺,1,182,177.5,178.5,-2,559,10012,121254,182
4967,十銓,1,277.5,271,272,0,1216,33237,98566,274
4968,立積,1,93.6,92,92,-0.9,165,1528,92210,92.9
4976,佳凌,1,36.3,35.2,35.25,-0.7,663,2360,141218,36.3
4977,眾達-KY,1,171.5,165,166.5,-4,1549,25899,82690,171.5
4989,榮科,1,61.5,59.9,59.9,-0.8,1823,11020,172776,61.3
4994,傳奇,1,85,81.6,82.5,-0.6,19,157,66383,83.5
4999,鑫禾,1,17.9,17.8,17.9,0,59,106,74417,17.9
5007,三星,1,56,55.5,56,0.5,60,338,294940,55.5
5203,訊連,1,58.6,58,58.1,-0.5,32,189,77343,58.6
5215,科嘉-KY,1,38.1,37.7,37.95,-0.05,14,55,64338,38.1
5222,全訊,1,107.5,106,106,-1.5,127,1354,100108,107
5225,東科-KY,1,56.3,55.6,56.2,0.3,148,832,79136,55.9
5234,達興材料,1,300,295,295.5,-1,175,5186,102716,297
5236,凌陽創新,1,137.5,136,136.5,1,65,883,60004,137.5
5243,乙盛-KY,1,89.8,87.5,87.5,-1,656,5793,168529,88.7
5244,弘凱,1,36.4,35.5,35.55,-0.2,100,360,68242,35.55
5258,虹堡,1,42.25,41,41.05,0,490,2024,110365,41.95
5269,祥碩,1,1495,1465,1480,5,297,43965,74156,1490
5283,禾聯碩,1,54.2,53.5,53.5,-0.7,71,381,87601,54.2
5284,jpp-KY,1,305,299,301,-1,250,7527,55143,304
5285,界霖,1,95,91.5,92.2,-1.3,1526,14192,102041,94.3
5288,豐祥-KY,1,191.5,186,189,0,179,3366,69885,191
5292,華懋,1,219,210,218.5,0.5,87,1883,46319,217
5306,桂盟,1,89,88.7,88.8,-0.5,65,575,126001,88.8
5388,中磊,1,73.2,72.4,72.6,0.3,1078,7851,304343,73
5434,崇越,1,545,537,542,8,506,27419,194008,537
5469,瀚宇博,1,73.3,72.5,72.6,-0.1,445,3235,486166,73.1
5471,松翰,1,52.6,51.6,51.6,-0.7,919,4776,167877,52
5484,慧友,1,40,39.45,39.5,0.1,64,256,66801,40
5515,建國,1,52.2,50.3,51.2,1,423,2176,201600,50.3
5519,隆大,1,25.95,25.5,25.5,-0.3,246,628,230157,25.95
5521,工信,1,10.65,10.5,10.6,0,845,894,492280,10.65
5522,遠雄,1,62.4,60.7,60.9,-1,746,4554,781596,62.4
5525,順天,1,22.5,22.2,22.2,-0.35,53,117,318105,22.35
5531,鄉林,1,7.13,7.02,7.03,-0.04,443,313,977589,7.1
5533,皇鼎,1,14.2,14,14.05,-0.05,14,19,285245,14.2
5534,長虹,1,74.8,74.1,74.3,-0.1,254,1890,315326,74.8
5538,東明-KY,1,35.8,35.35,35.4,0.05,16,57,201203,35.35
5546,永固-KY,1,14.5,14.3,14.3,0,16,23,82353,14.45
5607,遠雄港,1,52.6,52.2,52.2,-0.2,236,1233,370553,52.5
5608,四維航,1,17.3,17.05,17.2,0.05,1641,2815,389276,17.3
5706,鳳凰,1,44.4,44.05,44.15,-0.25,48,214,83768,44.4
5871,中租-KY,1,108.5,107,108,0,11043,118927,1745650,108
