code,fgn,inv,dlrSelf,dlrHedge,mgn,mgnPrev,shrt,shrtPrev
0050,-16874.422,3022,265.701,-13782.13,,,,
0051,1,0,0,-16.742,,,,
0052,2522.271,5000,1952,-24142.861,,,,
0053,-0.999,0,0,-1.937,,,,
0055,9,0,0,23.466,,,,
0056,7161.866,0,-500,7432.589,,,,
0057,0,0,0,-2,,,,
0061,-35,0,0,172.743,,,,
006201,0,0,0,37.167,29,30,0,0
006203,0,0,0,1,,,,
006204,-5,0,0,6.552,,,,
006205,15,0,0,38.437,,,,
006206,1,0,0,147.695,,,,
006207,-1,0,0,-1.929,,,,
006208,986.852,0,17,1727.053,,,,
00625K,0,0,0,0,,,,
00631L,-1.9,156,155,-774.08,,,,
00632R,826,0,954,-14852.125,,,,
00633L,1652,0,0,-536.867,,,,
00634R,-2,0,0,-9,,,,
00635U,-20.8,0,-50,-503.895,,,,
00636,3,0,4,72.018,,,,
00636K,0,0,0,0,,,,
00637L,-3612,0,147,1407.123,,,,
00638R,0,0,0,967,,,,
00639,-2,0,0,18.52,,,,
00640L,13,0,0,-210.573,,,,
00641R,0,0,0,607.151,,,,
00642U,-60.091,0,0,5816.063,,,,
00643,-40,0,0,461.124,,,,
00645,-27.979,0,0,-89.175,,,,
00646,34.348,0,0,-2447,,,,
00647L,7,0,0,12.044,,,,
00648R,0,0,0,-218.1,,,,
00650L,1895,0,0,6196.307,,,,
00651R,-44,0,0,-1083.4,,,,
00652,-2,0,31,-30.094,,,,
00653L,-10,0,0,-9.68,,,,
00654R,0,0,0,7,,,,
00655L,25,0,0,53.876,,,,
00656R,0,0,0,-47.125,,,,
00657,-7,0,0,-39.171,,,,
00657K,0,0,0,0,,,,
00660,0,0,0,-15,,,,
00661,-3,0,1,-64.163,,,,
00662,-711.005,0,0,-102.528,,,,
00663L,-20,0,0,704.874,,,,
00664R,0,0,0,111.252,,,,
00665L,5696,0,0,29677.585,,,,
00666R,-1,0,0,-48.225,,,,
00668,-1,0,0,-93.324,,,,
00668K,0,0,0,0,,,,
00669R,0,0,0,-1506.1,,,,
00670L,-21,0,0,1099.44,,,,
00671R,0,0,0,-911.041,,,,
00673R,-3,0,0,-8570.151,,,,
00674R,576,0,0,590.43,,,,
00675L,14,0,0,318.449,,,,
00676R,0,0,-4,-0.571,,,,
00678,-73.986,0,4,-35.673,,,,
00679B,8740.615,0,6230,12329.563,12081,12226,58,58
00680L,79,0,2300,10861.858,,,,
00681R,-30,0,0,0,,,,
00682U,2,0,0,-1.754,,,,
00683L,0,0,0,-1,,,,
00684R,0,0,0,25,,,,
00685L,-40,0,0,168.701,,,,
00686R,10,0,0,-329.1,,,,
00687B,135408,0,0,9417.806,15724,16126,21,21
00687C,0,0,0,0,,,,
00688L,46,0,0,12934.562,,,,
00689R,0,0,0,0,,,,
00690,3,0,0,-8.339,,,,
00692,-130,0,0,91.932,,,,
00693U,-24,0,0,-1558.533,,,,
00694B,45,0,0,-59.65,0,0,0,0
00695B,263,0,0,4.521,5,5,0,0
00696B,7988,0,-220,314.838,299,299,0,0
00697B,-7.01,0,0,318.475,20,20,0,0
00700,388,0,0,6.962,,,,
00701,78,0,0,18.77,,,,
00702,0,0,0,-19.032,,,,
00703,0,0,0,33.916,,,,
00706L,75,0,0,-2337.319,,,,
00707R,0,0,0,2,,,,
00708L,-41,0,5,1151.95,,,,
00709,-1,0,0,23,,,,
00710B,27,0,0,-52.003,,,,
00711B,0,0,0,-0.996,,,,
00712,12470.5,0,3,-1745.211,,,,
00713,2418.748,0,-13,7383.918,,,,
00714,51,0,0,6.259,,,,
00715L,1599,0,0,23308.883,,,,
00717,168,0,0,47,,,,
00719B,30,0,-30,-341.601,71,66,0,0
00720B,3275.029,0,0,825.358,3416,3422,48,48
00722B,340,0,0,-300.607,125,125,0,0
00723B,1,0,0,8,114,114,0,0
00724B,32,0,0,-38.274,37,37,0,0
00725B,1531,0,-98,172.779,1194,1194,0,0
00726B,-2,0,0,-39.892,1,1,0,0
00727B,-17,0,0,-10.093,2,2,0,0
00728,-1,0,0,51.459,,,,
00730,-36,0,0,530.634,,,,
00731,61,0,0,58.453,,,,
00733,387,0,0,842.743,,,,
00734B,1,0,0,6,0,0,0,0
00735,-2.966,0,10,-100,,,,
00736,0,0,9,-9.998,,,,
00737,32,0,0,-388.748,,,,
00738U,-71.128,0,0,-4120.476,,,,
00739,-1,0,0,27.611,,,,
00740B,2025,0,0,-1736.086,96,96,0,0
00741B,0,0,0,1.926,16,16,0,0
00746B,1520,0,0,-1506.149,1,1,0,0
00749B,0,0,0,0,0,0,0,0
00750B,0,0,0,0,0,0,0,0
00751B,3688,0,0,928.427,4011,4022,0,0
00752,-430.103,0,0,-2223.391,,,,
00753L,6241,0,0,14137.561,,,,
00754B,7,0,0,-1,0,0,0,0
00755B,37,0,0,0,0,0,0,0
00756B,3,0,0,23.237,21,21,0,0
00757,5193.9,0,-1,1842.906,,,,
00758B,0,0,0,0,0,0,0,0
00759B,0,0,0,-0.039,0,0,0,0
00760B,0,0,0,-2.221,3,3,0,0
00761B,31,0,0,84.115,31,31,0,0
00762,139.097,0,0,863.463,,,,
00763U,70,0,0,143.615,,,,
00764B,481,0,0,-128.909,63,65,0,0
00768B,9,0,0,624.719,11,11,0,0
00770,4.4,0,0,223.268,,,,
00771,0,0,0,62.084,,,,
00772B,1795,0,0,-86.188,2181,2184,0,0
00773B,160,0,0,59.676,304,301,0,0
00775B,0,0,0,0,,,,
00777B,92,0,0,-88,0,0,0,0
00778B,40,0,0,-37,0,0,0,0
00779B,28,0,0,0,0,0,0,0
00780B,-1,0,0,13.848,0,0,0,0
00781B,0,0,0,-7.005,21,21,0,0
00782B,0,0,0,-95.338,19,19,0,0
00783,2,0,0,76.369,,,,
00785B,0,0,0,0.187,0,0,0,0
00786B,-1,0,0,39.945,15,15,0,0
00787B,0,0,0,29.865,0,0,0,0
00788B,0,0,0,91.127,0,0,0,0
00789B,1,0,0,-0.109,0,0,0,0
00791B,0,0,0,0.018,0,0,0,0
00792B,-45,0,0,25.06,0,0,0,0
00793B,0,0,0,0,0,0,0,0
00795B,2703,0,-41,816.869,4684,4618,0,0
00799B,1,0,0,-29.626,13,13,0,0
00830,743.549,0,-2,-8865.389,,,,
00834B,-1,0,0,1,0,0,0,0
00836B,41,0,0,-40,0,0,0,0
00840B,0,0,0,0,0,0,0,0
00841B,0,0,0,1,0,0,0,0
00842B,-3,0,0,-140.18,0,1,0,0
00844B,0,0,0,0,1,1,0,0
00845B,0,0,0,3,0,0,0,0
00846B,0,0,0,1,0,0,0,0
00847B,0,0,0,7,0,0,0,0
00848B,0,0,0,-0.031,1,1,0,0
00849B,5,0,0,-10.938,0,0,0,0
00850,-48.369,0,0,702.359,,,,
00851,0,0,0,2.316,,,,
00852L,4,0,1,4.067,,,,
00853B,-224,0,0,250.166,2,2,0,0
00856B,0,0,0,12,0,0,0,0
00857B,1715,0,0,124.778,857,877,0,0
00858,37,0,0,-253.724,268,273,0,0
00859B,249,0,0,-76.086,0,0,0,0
00860B,0,0,0,14.943,0,0,0,0
00861,0,0,0,30.312,,,,
00862B,145,0,0,-55.893,10,10,0,0
00863B,40,0,0,-2.219,0,0,0,0
00864B,283,0,0,-183.109,1,1,0,0
00865B,259,0,0,-1376.466,,,,
00867B,6,0,0,0,0,0,0,0
00870B,0,0,0,0,0,0,0,0
00875,-1,0,5,25.344,,,,
00876,32.305,0,0,-4.756,,,,
00877,-1455.9,0,0,-1275.184,7810,7753,442,445
00878,17927.378,0,55,32081.958,,,,
00881,1526.5,0,204.998,-13339.573,,,,
00882,2446,0,331,1095.187,,,,
00883B,0,0,0,1.816,0,0,0,0
00884B,0,0,0,-0.954,0,0,0,0
00885,1823,0,1,565.3,,,,
00886,0,0,0,1.998,1,1,0,0
00887,-2424,0,0,-6209.344,24662,24002,1156,1021
00888,-81.993,0,0,-382.728,36,33,0,0
00890B,4,0,0,5,2,2,0,0
00891,-854.305,0,0,1110.607,,,,
00892,15,0,0,204.098,,,,
00893,850.09,0,264,-125.379,,,,
00894,-106,0,-16,550.629,,,,
00895,20,0,0,540.103,,,,
00896,955,0,0,1885.061,,,,
00897,-13,0,0,695.363,,,,
00898,326,0,0,16.756,,,,
00899,7,0,0,105.21,,,,
00900,5253.017,300,0,8696.536,,,,
00901,42,0,0,558.468,,,,
00902,3342,0,0,1362.24,,,,
00903,6,0,0,233.145,,,,
00904,-291,0,0,-3569.443,,,,
00905,-6,0,0,508.87,,,,
00907,104,0,0,91.438,,,,
00908,0,0,10,300.994,,,,
00909,1946.382,0,143,1639.37,,,,
00910,-1068.986,0,0,-988.604,,,,
00911,7,0,0,21.356,,,,
00912,-30,0,0,-126.266,,,,
00913,-44,0,0,21.15,,,,
00915,300.97,0,0,3954.806,,,,
00916,109,0,0,31.237,,,,
00917,31.12,0,0,-302.843,,,,
00918,2566.83,0,0,10150.227,,,,
00919,27532.165,0,742.407,21646.193,,,,
00920,513,0,0,-616.313,,,,
00921,23,0,0,434.779,,,,
00922,-1126.817,0,1085,4482.914,,,,
00923,115,0,106,494.459,,,,
00924,107.025,0,0,516.76,,,,
00926,-5,0,0,466.434,,,,
00927,16.4,0,0,-15587.382,,,,
00928,-54,0,0,-128.53,62,27,0,6
00929,6575.75,0,-699,69543.437,,,,
00930,-13,0,0,813.415,,,,
00931B,1615,0,0,855.98,4943,4850,0,0
00932,-29,0,0,553.584,,,,
00933B,2752.126,0,0,-116.136,1639,1681,0,0
00934,593,0,0,1594.269,,,,
00935,-24.925,0,-10,-632.456,,,,
00936,3261,0,0,5222.024,,,,
00937B,30143,0,-20,1244.106,17620,17715,0,0
00938,15,0,0,400.659,,,,
00939,8156.042,0,0,20468.389,,,,
00940,-3257.2,0,150,67785.311,,,,
00941,1275,0,0,-29.766,,,,
00942B,14,0,0,1090.937,235,235,0,0
00943,18,0,0,-2.446,,,,
00944,275,0,0,1714.055,,,,
00945B,-68,0,0,284.315,,,,
00946,1405,0,0,2658.164,,,,
00947,-87,0,-352,-625.248,,,,
00948B,4942.001,0,0,-789,1106,1107,0,0
00949,-71.1,0,0,-386.977,,,,
00950B,7518,0,0,-1185.691,1415,1410,0,0
00951,-174,0,231,454.522,,,,
00952,-31,0,0,-97.919,,,,
00953B,-1490,0,0,-10351.589,,,,
00954,-149,0,0,-396.238,,,,
00955,52,0,-149,-7758.944,1584,1665,19,50
00956,-173,0,0,-167.379,,,,
00957B,5,0,0,75.064,263,262,0,0
00958B,1,0,0,684.787,18,18,0,0
00959B,2591,0,0,-739,1296,1296,0,0
00960,-18,0,0,2712.754,,,,
00961,-41,0,0,2763.739,,,,
00962,-0.11,0,0,89.451,,,,
00963,181,0,0,3,,,,
00964,148,0,0,-289.383,,,,
00965,-113.6,-500,-261,-706.468,,,,
00966B,0,0,0,816.817,130,130,0,0
00967B,-3,0,0,236.452,27,34,0,0
