code,fgn,inv,dlrSelf,dlrHedge,mgn,mgnPrev,shrt,shrtPrev
00400A,-17646.28,0,-94,-43710.751,,,,
00401A,-243.7,0,0,-236.27,,,,
00402A,-312,0,0,12621.92,,,,
00403A,6876.869,0,1494,-80496.009,,,,
00404A,-180,0,0,-5695.097,,,,
00405A,-6465.57,0,0,-26930.34,,,,
00406A,111.1,0,0,-24420.641,,,,
0050,-27630.722,1000,123.864,-18344.978,,,,
0051,1.997,0,0,-48.196,,,,
0052,-2198.316,-736,-459.487,1237.189,,,,
0053,-0.993,0,0,-2.975,,,,
0055,51.285,0,0,-120.121,,,,
0056,-9524.697,0,2,971.655,,,,
0057,16.002,0,0,-23.158,,,,
0061,156,0,0,-32.143,,,,
006201,44.03,-55,0,10.589,138,135,6,6
006203,0,0,0,2.036,,,,
006204,-7,0,0,10.025,,,,
006205,78,0,0,-45.913,,,,
006206,1,0,0,39.321,,,,
006207,57,0,0,-53.937,,,,
006208,-369.886,0,116,-227.636,,,,
00625K,0,0,0,0,,,,
00631L,-24515.159,0,1700,-53924.402,,,,
00632R,-60,0,-10450,4523.236,,,,
00633L,111,0,0,9.691,,,,
00634R,0,0,0,21.239,,,,
00635U,-47.316,0,0,-1298.015,,,,
00636,88,0,0,-279.007,,,,
00636K,0,0,0,0,,,,
00637L,1029,0,48,-835.549,,,,
00638R,0,0,0,77.759,,,,
00639,-67,0,0,-10.161,,,,
00640L,22,0,0,2.984,,,,
00641R,0,0,0,-379.363,,,,
00642U,-1141.713,0,0,329.649,,,,
00643,101,0,0,254.072,,,,
00643K,0,0,0,0,,,,
00645,-29.377,0,0,91.808,,,,
00646,-16.657,60,-8,83.705,,,,
00647L,0,0,0,41.366,,,,
00648R,0,0,0,62.486,,,,
00650L,-140,0,0,-3066.51,,,,
00651R,-9,0,0,100.25,,,,
00652,105,0,0,56,,,,
00653L,10,0,0,44.439,,,,
00654R,0,0,0,-43,,,,
00655L,153,0,108,-502.244,,,,
00656R,0,0,0,48.468,,,,
00657,18,0,0,-24.837,,,,
00657K,0,0,0,0,,,,
00660,-3,0,0,9,,,,
00661,-12,0,0,-8.896,,,,
00662,1356.568,0,0,-2872.03,,,,
00663L,1391,0,0,-1929.743,,,,
00664R,0,0,0,5568,,,,
00665L,-491,0,0,-7672.313,,,,
00666R,0,0,0,-9.55,,,,
00668,0,0,0,-1.562,,,,
00668K,0,0,0,0,,,,
00669R,0,0,0,-29.1,,,,
00670L,70,0,0,13.494,,,,
00671R,0,0,0,-4325.7,,,,
00673R,413,0,0,15708.503,,,,
00674R,0,0,0,-47.849,,,,
00675L,19,0,0,-309.316,,,,
00676R,0,0,0,538.93,,,,
00678,-7,0,0,-44.459,,,,
00679B,9874.113,150,0,-1036.342,4640,4666,5,6
00680L,-2565,0,0,9242.421,,,,
00681R,8,0,0,-6,,,,
00682U,0,0,0,1,,,,
00683L,0,0,0,-19.159,,,,
00684R,0,0,0,-2.321,,,,
00685L,55.055,0,0,-4961.743,,,,
00686R,0,0,0,443.002,,,,
00687B,7150.036,150,0,632.441,6545,6587,0,0
00687C,0,0,0,0,,,,
00688L,-308,0,0,868.99,,,,
00689R,-1,0,0,92,,,,
00690,13,0,0,-67.177,,,,
00692,144.4,0,20,-73.729,,,,
00693U,0,0,0,99.672,,,,
00694B,2,0,0,-10.327,0,0,0,0
00695B,0,0,0,-56.101,0,0,0,0
00696B,2393.035,0,0,-2208.668,126,126,0,0
00697B,-22,0,0,-120.783,11,11,0,0
00700,-100,0,0,-485.08,,,,
00701,-233,0,0,443.687,,,,
00702,0,0,0,-30.006,,,,
00703,0,0,0,50.628,,,,
00706L,0,0,0,-610.682,,,,
00707R,0,0,0,-2,,,,
00708L,319.02,0,-40,-747.339,,,,
00709,1,0,0,46.315,,,,
00710B,-1,0,0,14.877,,,,
00711B,-31,0,0,32.05,,,,
00712,-5411.6,0,0,-15826.005,,,,
00713,-283.95,0,0,4007.573,,,,
00714,206,0,0,-87.679,,,,
00715L,-154,0,0,-1981.252,,,,
00717,2,0,0,-7.798,,,,
00719B,362,0,0,-1468.157,104,104,0,0
00720B,820.1,0,130,2264.676,2442,2452,0,0
00722B,-52,0,0,-102.125,76,76,0,0
00723B,141,0,0,-136.624,109,109,0,0
00724B,-25,0,0,-17.971,20,20,0,0
00725B,-144,0,245,862.998,587,587,0,0
00726B,9,0,0,-4.748,1,1,0,0
00727B,0,0,0,3.823,0,0,0,0
00728,9,0,0,38.188,,,,
00730,7,0,0,-7.702,,,,
00731,78,0,0,-74.708,,,,
00733,318.1,0,0,-288.107,,,,
00734B,79,0,0,2,0,0,0,0
00735,-1762.556,0,0,-1065.791,,,,
00736,12,0,0,-13.083,,,,
00737,-22,0,0,-70.246,,,,
00738U,137.29,0,0,-3572.462,,,,
00739,54,0,0,-21.32,,,,
00740B,-156,0,0,-178.786,47,47,0,0
00741B,7,0,0,1.102,10,10,0,0
00746B,85,0,0,-48.027,0,0,0,0
00749B,-1,0,0,0,0,0,0,0
00750B,0,0,0,0,0,0,0,0
00751B,-233,0,180,1175.434,3134,3133,0,0
00752,105.195,0,51,1301.075,,,,
00753L,-366,0,0,-6336.819,,,,
00754B,-1,0,0,0,0,0,0,0
00755B,-2,0,0,0.056,0,0,0,0
00756B,24,0,0,9.865,21,21,0,0
00757,419.849,0,34,-296.65,,,,
00758B,0,0,0,0,0,0,0,0
00759B,-1,0,0,1,0,0,0,0
00760B,0,0,0,8.441,3,3,0,0
00761B,306,0,0,-201.154,26,26,0,0
00762,6.02,0,-12,-20.888,,,,
00763U,-1,0,0,202.758,,,,
00764B,-8,0,0,330.221,16,16,0,0
00768B,-34,0,0,-5.001,202,202,0,0
00770,4,0,0,115.375,,,,
00771,0,0,0,-2,,,,
00772B,573,0,0,322.346,1853,1853,0,0
00773B,547,0,0,-325.638,4,4,0,0
00775B,0,0,0,0,,,,
00777B,-1,0,0,0,0,0,0,0
00778B,0,0,0,0,0,0,0,0
00779B,0,0,0,-3,0,0,0,0
00780B,0,0,0,-15.041,0,0,0,0
00781B,0,0,0,-11.22,22,22,0,0
00782B,0,0,0,-122.1,12,12,0,0
00783,49,0,0,-16.442,,,,
00785B,4,0,0,0.028,0,0,0,0
00786B,0,0,0,31.68,8,8,0,0
00787B,0,0,0,13.804,0,0,0,0
00788B,0,0,0,39.829,0,0,0,0
00789B,0,0,0,9.001,0,0,0,0
00791B,0,0,0,0.035,0,0,0,0
00792B,39,0,0,-21.8,0,0,0,0
00793B,0,0,0,0,0,0,0,0
00795B,3892.037,50,0,-1898.342,2231,2239,0,0
00799B,1,0,0,-10.649,12,12,0,0
00830,-2311.94,0,0,2399.712,,,,
00834B,0,0,0,0,0,0,0,0
00836B,0,0,0,-0.616,0,0,0,0
00840B,0,0,0,0,0,0,0,0
00841B,0,0,0,0,0,0,0,0
00842B,0,0,0,-0.09,0,0,0,0
00844B,0,0,0,0,0,0,0,0
00845B,0,0,0,0,0,0,0,0
00846B,0,0,0,-1.3,0,0,0,0
00847B,13,0,0,6,0,0,0,0
00848B,0,0,0,0,0,0,0,0
00849B,0,0,0,-2.706,0,0,0,0
00850,51.05,-22,21,-97.809,,,,
00852L,1,0,0,55.422,,,,
00853B,5,0,0,-0.049,1,1,0,0
00856B,0,0,0,1,0,0,0,0
00857B,-57,0,0,-193.06,369,334,0,0
00858,22.078,0,0,-278.083,37,34,0,0
00859B,-37,0,0,-217.852,3,3,0,0
00860B,0,0,0,-41,0,0,0,0
00861,18.041,0,0,-53.915,,,,
00862B,59,0,0,11.089,8,8,0,0
00863B,40,0,0,-41,0,0,0,0
00864B,-63,0,0,-268,1,1,0,0
00865B,88,0,0,-367.301,,,,
00867B,0,0,0,0,0,0,0,0
00870B,0,0,0,-1.487,0,0,0,0
00875,-13,0,0,-44.353,,,,
00876,-103.988,0,0,98.76,,,,
00877,-285,0,0,-128.122,6331,6421,204,225
00878,-1183.026,0,0,4545.396,,,,
00881,-966.136,0,-185,525.884,,,,
00882,255,0,0,-375.464,,,,
00884B,-4,0,0,-0.056,0,0,0,0
00885,2190.95,0,0,2071.048,,,,
00886,0,0,0,8.434,0,0,0,0
00887,521,0,0,-293.473,14108,15047,855,873
00888,-4152.5,0,28,3119.115,824,3697,0,0
00890B,0,0,0,1,5,5,0,0
00891,-5224.134,0,0,1542.345,,,,
00892,-691,0,0,117.559,,,,
00893,470.834,0,0,-91.696,,,,
00894,290,0,0,-15.987,,,,
00895,476,0,0,-208.963,,,,
00896,988.5,0,0,162.664,,,,
00897,794,0,0,-591.801,,,,
00898,612,0,0,0.4,,,,
00899,-1,0,0,-8.731,,,,
00900,4195,0,0,3451.51,,,,
00901,178,0,-16,-166.522,,,,
00902,-687,0,0,-1185.646,,,,
00903,-729,0,0,800.602,,,,
00904,-1256.97,0,0,-111.937,,,,
00905,-337.881,0,0,-834.11,,,,
00907,-1826,0,0,692.039,,,,
00908,16,0,0,31.869,,,,
00909,248.1,0,0,471.911,,,,
00910,2316.759,0,0,344.431,,,,
00911,-16.821,0,0,126.356,,,,
00912,-417,0,0,-12.069,,,,
00913,-651,0,0,-1597.942,,,,
00915,-1311,0,0,2119.844,,,,
00916,-153.845,0,0,-247.589,,,,
00917,83,0,0,241.035,,,,
00918,18680.2,0,0,18420.649,,,,
00919,15388.212,0,0,13686.212,,,,
00920,-171,0,0,343.38,,,,
00921,-172,0,0,137.015,,,,
00922,2120.733,0,64,-4488.198,,,,
00923,177,0,44,-211.2,,,,
00924,141.262,0,0,-1009.629,,,,
00926,-25.85,0,0,2.863,,,,
00927,-9468.656,0,65,-3978.004,,,,
00928,58.147,0,0,-238.451,156,172,0,0
00929,-9306.371,0,-40,7044.502,,,,
00930,310,0,0,-39.123,,,,
00931B,215,0,0,717.319,2738,2744,7,7
00932,114,0,0,348.433,,,,
00933B,1120,0,0,438.638,303,309,0,0
00934,185.2,0,0,-1668.721,,,,
00935,-6445.698,0,4,2494.345,,,,
00936,237,0,0,75.882,,,,
00937B,583.02,0,800,1370.352,11324,10610,0,0
00938,289,0,0,-17.868,,,,
00939,895,0,0,-509.969,,,,
00940,-9941.145,0,0,6628.572,,,,
00941,1087.22,0,0,1028.709,,,,
00942B,70,0,0,-519.815,9,9,0,0
00943,-125,0,0,53.289,,,,
00944,-23,0,0,73.512,,,,
00945B,1816,0,0,-915,,,,
00946,-1894,0,0,726.854,,,,
00947,-4612.639,0,-220,-6089.782,,,,
00948B,394,0,0,5106.787,559,559,0,0
00949,-4.9,0,0,-13.778,,,,
00950B,612,0,0,179.532,251,251,0,0
00951,-1164,0,0,-11.737,,,,
00952,-73.411,0,0,-523.338,,,,
00953B,203.1,0,0,178,,,,
00954,-927,0,0,-645.351,,,,
00955,973.61,0,19,1935,2351,2348,6,6
00956,-84,0,0,-83.736,,,,
00957B,0,0,0,363.857,16,16,0,0
00958B,397,0,0,-336.949,5,5,0,0
00959B,0,0,0,184.62,541,542,0,0
