code,fgn,inv,dlrSelf,dlrHedge,mgn,mgnPrev,shrt,shrtPrev
00400A,-5176.8,0,15,53.132,,,,
00401A,-2051,0,0,1351.942,,,,
00402A,-1336.074,0,0,-104.801,,,,
00403A,-15973.48,0,0,4895.154,,,,
00404A,143,0,1026,-778.816,,,,
00405A,-4440.52,0,61,-7617.929,,,,
00406A,-7982.587,0,0,-115518.044,,,,
00407A,-1540.78,0,0,-225.87,,,,
00408A,0,0,0,-152.323,,,,
00410A,-206,0,0,-218.026,,,,
0050,-19904.562,1400,706.829,-346.085,,,,
0051,-0.498,0,0,2.897,,,,
0052,-669.237,0,-293.019,121.879,,,,
0053,1.006,0,0,-33.621,,,,
0055,-56,0,0,-12.017,,,,
0056,-1427.505,260,0,-52.336,,,,
0057,0.001,0,0,-13.145,,,,
0061,-139,0,0,32.417,,,,
006201,-0.989,60,0,-76.062,168,187,11,11
006203,0,0,0,1.229,,,,
006204,-3,0,0,2,,,,
006205,-24,0,0,4.881,,,,
006206,0,0,0,0.301,,,,
006207,28.1,0,0,-34.357,,,,
006208,-212.642,0,0,-226.789,,,,
00631L,-4310.766,0,0,-8429.589,,,,
00632R,412,0,-5784,43821.403,,,,
00633L,-123,0,0,-1806.789,,,,
00634R,-999,0,0,492.09,,,,
00635U,-152.581,0,8,-2046.392,,,,
00636,1,0,0,-65.962,,,,
00636K,0,0,0,0,,,,
00637L,-1916,0,-50,-13435.372,,,,
00638R,0,0,0,54.995,,,,
00639,10,0,0,-427.757,,,,
00640L,-89,0,0,169.71,,,,
00641R,0,0,0,-589.1,,,,
00642U,9.405,0,0,1152.963,,,,
00643,39,0,0,-368.86,,,,
00645,0.124,0,0,14.536,,,,
00646,2.962,160,0,-561.895,,,,
00647L,0,0,0,6.502,,,,
00648R,0,0,0,-522.2,,,,
00650L,-94,0,0,-366.294,,,,
00651R,0,0,0,164.815,,,,
00652,-1,0,-8,72.459,,,,
00653L,5,0,0,-13.795,,,,
00654R,0,0,0,-3,,,,
00655L,-18,0,0,-453.53,,,,
00656R,0,0,0,-3,,,,
00657,0,0,0,-2.481,,,,
00657K,0,0,0,0,,,,
00660,0,0,0,1,,,,
00661,-1,0,0,-10.081,,,,
00662,399.075,0,0,-1691.936,,,,
00663L,-196,0,0,40.916,,,,
00664R,0,0,-899,-7168.592,,,,
00665L,-1798,0,0,-1616.394,,,,
00666R,0,0,0,48.235,,,,
00668,0.15,0,0,0.799,,,,
00668K,0,0,0,0,,,,
00669R,3,0,0,-292.87,,,,
00670L,-5,0,0,-58.943,,,,
00671R,0,0,0,-500.3,,,,
00673R,0,0,0,-8439.376,,,,
00674R,1,0,0,-86.332,,,,
00675L,-33,0,0,67.478,,,,
00676R,70,0,0,1051.944,,,,
00678,338.145,0,0,-391.991,,,,
00679B,432.4,0,0,2745.421,4261,4253,0,0
00680L,0,0,100,1997.361,,,,
00681R,0,0,0,0,,,,
00682U,0,0,0,-0.19,,,,
00683L,0,0,0,-7,,,,
00684R,0,0,0,4,,,,
00685L,-3685.799,0,-434,-20352.391,,,,
00686R,0,0,0,703,,,,
00687B,182,0,0,1822.633,4688,4672,5,112
00687C,0,0,0,0,,,,
00688L,-501,0,0,511.992,,,,
00689R,0,0,0,21.97,,,,
00690,0,0,0,-61.67,,,,
00692,118.11,0,0,-174.769,,,,
00693U,-259,0,0,199.561,,,,
00694B,0,0,0,-2.008,0,0,0,0
00695B,1,0,0,-2.026,0,0,0,0
00696B,-28,0,0,182.043,139,139,0,0
00697B,1,0,0,-63.711,5,5,0,0
00700,115,0,0,-20.789,,,,
00701,-46,0,0,-37.483,,,,
00702,0,0,0,6,,,,
00703,0,0,0,-8.316,,,,
00706L,4,0,0,-20.962,,,,
00708L,115,0,0,-2199.897,,,,
00709,0,0,0,107,,,,
00710B,-34,0,0,26.081,,,,
00711B,-1,0,0,1.056,,,,
00712,-4060,0,0,-3278.81,,,,
00713,262.346,0,0,3389.468,,,,
00714,1,0,0,-3.584,,,,
00715L,2612.9,0,0,1612.782,,,,
00717,12,0,0,1,,,,
00719B,-150,0,0,-1395.908,102,101,0,0
00720B,884,0,0,2547.067,1591,1591,0,0
00722B,212,0,-47,-203.326,87,87,0,0
00723B,0,0,0,-6.247,125,125,0,0
00724B,78,0,0,-19.189,23,23,0,0
00725B,1177.5,0,90,-182.521,526,528,0,0
00726B,0,0,0,0.146,3,3,0,0
00727B,-10,0,0,-6.331,3,0,0,0
00728,1,0,0,7.694,,,,
00730,0,0,0,39.256,,,,
00731,3,0,0,-5.575,,,,
00733,14,0,0,7.262,,,,
00734B,0,0,0,0,0,0,0,0
00735,-105.601,0,0,128.061,,,,
00736,0,0,0,-1,,,,
00737,-6,0,0,-7.69,,,,
