code,fgn,inv,dlrSelf,dlrHedge,mgn,mgnPrev,shrt,shrtPrev
0050,-48667.295,150,-1908,-20469.842,,,,
0051,0,0,6,22.835,,,,
0052,-184.97,0,-2,-595.298,,,,
0053,0.935,0,0,-6.08,,,,
0055,19.159,0,0,149.207,,,,
0056,-5500.804,0,-10,541.501,,,,
0057,0.001,0,0,-5.859,,,,
0061,15,0,0,6.943,,,,
006201,1,-65,0,57.819,70,62,0,0
006203,0,0,0,-4,,,,
006204,0.015,0,0,-1.112,,,,
006205,82,0,0,-61.075,,,,
006206,119,0,0,-97.162,,,,
006207,201,0,0,-163.062,,,,
006208,-435.958,155,0,-891.514,,,,
00631L,-17.669,0,5,-772.835,,,,
00632R,-4908,0,20,16713.26,,,,
00633L,-703,0,0,-1106.003,,,,
00634R,-24,0,0,185.001,,,,
00635U,-1.257,0,0,-3896.019,,,,
00636,-71,0,2,40.726,,,,
00636K,0,0,0,0,,,,
00637L,-8638,0,-336,-899.592,,,,
00638R,670,0,-4240,3686,,,,
00639,-128,0,80,584.946,,,,
00640L,0,0,0,339.01,,,,
00641R,0,0,0,-247.681,,,,
00642U,722,0,0,1186.599,,,,
00643,68,0,0,-283.575,,,,
00645,0,0,10,101.485,,,,
00646,30.969,180,0,-2979,,,,
00647L,2.01,0,0,77,,,,
00648R,0,0,-250,24,,,,
00650L,86,0,0,-5346.395,,,,
00651R,0,0,0,508.999,,,,
00652,-9.581,0,0,57.527,,,,
00653L,-1,0,0,16.531,,,,
00654R,0,0,0,8,,,,
00655L,-64,0,0,-291.773,,,,
00656R,100,0,0,-8,,,,
00657,-7,0,0,-14.127,,,,
00657K,0,0,0,0,,,,
00660,0,0,0,-9,,,,
00661,0,0,0,161,,,,
00662,-1713.682,0,0,-3486.883,,,,
00663L,-83,0,-35,-2454.285,,,,
00664R,0,0,-20,1344,,,,
00665L,-291,0,0,-17539.988,,,,
00666R,1,0,0,188,,,,
00668,0,0,0,33.529,,,,
00668K,0,0,0,0,,,,
00669R,0,0,0,-265.285,,,,
00670L,8,0,1,-335.293,,,,
00671R,0,0,0,-10810.2,,,,
00673R,0,0,0,57.23,,,,
00674R,-396,0,0,-64.925,,,,
00675L,32,0,6,-869.315,,,,
00676R,0,0,-10,1103.913,,,,
00678,0,0,0,7.514,,,,
00679B,13641.3,50,-190,667.254,14161,14894,31,31
00680L,151,0,0,11071.823,,,,
00681R,0,0,0,2,,,,
00682U,0,0,0,-56.069,,,,
00683L,0,0,0,-61.072,,,,
00684R,0,0,0,-2,,,,
00685L,-8,0,0,-15.011,,,,
00686R,0,0,0,252.433,,,,
00687B,11507.7,50,0,4689.039,25013,25200,7,3
00687C,0,0,0,0,,,,
00688L,58,0,0,3158.327,,,,
00689R,0,0,0,0,,,,
00690,-2,0,0,-116.69,,,,
00692,20.117,0,0,-25.648,,,,
00693U,70,0,0,208.999,,,,
00694B,69,0,0,32.386,0,0,0,0
00695B,-1,0,0,6.294,77,77,0,0
00696B,941,0,0,-1435.63,360,365,0,0
00697B,1.5,0,0,116.697,216,293,0,0
00700,-40,0,0,-62.371,,,,
00701,55,0,0,624.112,,,,
00702,0,0,0,-0.05,,,,
00703,-1,0,0,-51.336,,,,
00706L,-61,0,0,-13066.885,,,,
00707R,0,0,0,-0.033,,,,
00708L,6,0,55,-2354.972,,,,
00709,0,0,0,6.021,,,,
00710B,-153,0,0,-55.15,,,,
00711B,-39,0,0,21.009,,,,
00712,1568,0,0,-6923.791,,,,
00713,2270.122,-160,0,6180.284,,,,
00714,0,0,0,8.674,,,,
00715L,11757,0,0,19655.036,,,,
00717,47,0,0,38.08,,,,
00719B,795.05,0,-100,-5.415,235,236,0,0
00720B,730.2,0,0,334.496,3919,3956,0,0
00722B,49,0,0,-138.568,138,133,0,0
00723B,26,0,0,-23.046,114,114,0,0
00724B,-946,0,0,-301.493,46,36,0,0
00725B,1740,0,-200,-1097.144,1490,1450,0,0
00726B,29,0,0,-34.644,0,0,0,0
00727B,4,0,0,-57.828,1,1,0,0
00728,0,0,0,35.785,,,,
00730,-3,0,0,9.317,,,,
00731,85,0,0,82.6,,,,
00733,-6.899,0,0,-48.15,,,,
00734B,60,0,0,-62,4,4,0,0
00735,389,0,0,-305,,,,
00736,0,0,0,0,,,,
00737,-8,0,0,-10.757,,,,
00738U,-94.127,0,0,-4082.426,,,,
00739,3,0,0,-7.06,,,,
00740B,40,0,0,39.793,125,125,0,0
00741B,95,0,0,-72.992,14,15,0,0
00746B,137,0,0,-153.416,1,1,0,0
00749B,0,0,0,0,0,0,0,0
00750B,0,0,0,0,0,0,0,0
00751B,1583,0,-100,956.731,3983,3983,0,0
