code,fgn,inv,dlrSelf,dlrHedge,mgn,mgnPrev,shrt,shrtPrev
00400A,14895.065,0,10,10919.5,,,,
00401A,-307,0,13,124.21,,,,
00402A,-26.8,0,0,2264.185,,,,
00403A,112008.796,0,0,135640.339,,,,
00404A,1214,0,500,3103.971,,,,
00405A,6924.4,0,3153,32427.732,,,,
00406A,19936.1,0,0,4596.272,,,,
00407A,1194.373,0,0,26698.492,,,,
00408A,0,0,0,606.221,,,,
00409A,4823,0,0,-7303.841,,,,
00410A,-2419,0,-512,-100.202,,,,
00411A,-147,0,0,5776.911,5158,5594,0,0
0050,43969.936,2700,-159,10690.452,,,,
0051,-0.981,0,0,-42.442,,,,
0052,4764.078,0,-527.514,10196.708,,,,
0053,1.002,0,0,11.594,,,,
0055,-94.827,0,0,-368.732,,,,
0056,130.946,2860,-50,1651.755,,,,
0057,-0.023,0,0,1.125,,,,
0061,-29,0,0,-1.419,,,,
006201,3.957,0,0,-5.799,177,144,11,11
006203,0.003,0,0,15,,,,
006204,-1,0,0,0,,,,
006205,10,0,0,-72.53,,,,
006206,0,0,0,-9.119,,,,
006207,-0.617,0,0,-0.483,,,,
006208,94.022,0,11,1130.58,,,,
00631L,8062.512,0,711,151558.261,,,,
00632R,-5584.981,0,400,-61207.916,,,,
00633L,-23,0,120,-823.594,,,,
00634R,-101,0,0,100.3,,,,
00635U,-144.95,0,49,-689.527,,,,
00636,6,0,0,-113.445,,,,
00636K,0,0,0,0,,,,
00637L,-954,0,525,-4973.38,,,,
00638R,0,0,0,28.15,,,,
00639,10.061,0,0,121.244,,,,
00640L,0,0,0,4.489,,,,
00641R,0,0,0,3466.536,,,,
00642U,191.87,0,54,790.964,,,,
00643,-13,0,0,-21.474,,,,
00645,-0.861,0,0,-54.774,,,,
00646,11.799,0,0,-3479.042,,,,
00647L,-7,0,0,-54.823,,,,
00648R,0,0,0,206.49,,,,
00650L,-468,0,0,-1201.401,,,,
00651R,0,0,0,207.816,,,,
00652,-4.395,0,3,-84.564,,,,
00653L,-5,0,0,-174.188,,,,
00654R,0,0,0,9,,,,
00655L,-2,0,0,48.518,,,,
00656R,0,0,0,31.15,,,,
00657,-2,0,0,0.296,,,,
00657K,0,0,0,0,,,,
00660,-0.07,0,0,-5,,,,
00661,-3.983,0,0,-38.079,,,,
00662,-173.171,0,165,-1750.346,,,,
