code,fgn,inv,dlrSelf,dlrHedge,mgn,mgnPrev,shrt,shrtPrev
00400A,-12162.35,0,97,346.298,,,,
00401A,-213.9,0,-50,157.33,,,,
00403A,-9070.923,0,0,22022.912,,,,
0050,-38479.682,1150,5270,-34790.484,,,,
0051,-1.655,0,0,-18.44,,,,
0052,-6662.254,0,1533,-10418.459,,,,
0053,-0.995,0,0,-21.987,,,,
0055,240,0,0,-500.16,,,,
0056,-8393.964,0,610,3157.233,,,,
0057,0.004,0,0,-1.256,,,,
0061,-53,0,0,21.849,,,,
006201,2,-25,0,-22.036,159,165,6,6
006203,1,0,0,-3.003,,,,
006204,-1,0,0,-0.996,,,,
006205,-3,0,0,6.917,,,,
006206,-1,0,0,1.04,,,,
006207,-1,0,0,4.741,,,,
006208,-212.976,461,0,-451.76,,,,
00631L,-17135.217,0,45,-125783.575,,,,
00632R,740,0,675,19216.963,,,,
00633L,-11,0,0,-897.241,,,,
00634R,6,0,0,353.999,,,,
00635U,11.348,0,55,119.563,,,,
00636,8,0,-35,47.468,,,,
00636K,0,0,0,0,,,,
00637L,-2685,0,0,-12070.686,,,,
00638R,0,0,0,143,,,,
00639,-56,0,0,21.272,,,,
00640L,-8,0,0,4.174,,,,
00641R,0,0,0,-462,,,,
00642U,-58.7,0,18,2520.573,,,,
00643,-10,0,0,-21.244,,,,
00645,0.15,0,0,100.986,,,,
00646,-10.376,0,20,-873.241,,,,
00647L,23,0,0,-14.899,,,,
00648R,0,0,0,-75,,,,
00650L,203,0,0,-1809.073,,,,
00651R,141,0,0,410,,,,
00652,4.025,0,5,825.549,,,,
00653L,-6,0,0,560.159,,,,
00654R,0,0,0,-11.15,,,,
00655L,-20,0,0,-567.212,,,,
00656R,0,0,0,78.438,,,,
00657,8,0,0,-9.394,,,,
00657K,0,0,0,0,,,,
00660,0,0,0,-2,,,,
00661,-3.976,0,0,3.158,,,,
00662,492.21,0,15,-2267.545,,,,
00663L,115.05,0,0,-2257.92,,,,
00664R,0,0,0,-3390.421,,,,
00665L,-292,0,0,-5226.801,,,,
00666R,1,0,0,6,,,,
00668,0,0,0,13.829,,,,
00668K,0,0,0,0,,,,
00669R,0,0,0,421.325,,,,
00670L,-15.985,0,0,197.237,,,,
00671R,0,0,0,-4,,,,
00673R,0,0,0,-9730.517,,,,
00674R,13,0,0,-17.154,,,,
00675L,36.03,0,0,-762.312,,,,
00676R,0,0,0,-1247.408,,,,
00678,-7,0,0,36.277,,,,
00679B,1166.188,0,-338.684,15613.87,5369,5463,6,6
00680L,-16,0,250,13962.801,,,,
00681R,-51,0,0,49,,,,
00682U,0,0,0,0.023,,,,
00683L,12,0,0,0.015,,,,
00684R,0,0,0,22.788,,,,
00685L,35.732,0,0,-2834.951,,,,
00686R,0,0,0,8,,,,
00687B,7594,0,0,3427.299,10627,10646,12,12
00687C,0,0,0,0,,,,
00688L,798,0,0,3623.439,,,,
00689R,0,0,0,-2,,,,
00690,6,0,0,60.803,,,,
00692,961.54,0,0,326.289,,,,
00693U,0,0,0,1266.635,,,,
00694B,61,0,0,-85.686,0,0,0,0
00695B,89,0,0,-63.979,0,0,0,0
00696B,-172,0,0,509.802,126,126,0,0
00697B,1,0,0,-9.399,11,14,0,0
00700,-13,0,0,-58.976,,,,
00701,-52.5,0,0,209.935,,,,
00702,0.05,0,0,-12,,,,
00703,0,0,0,14.214,,,,
00706L,19,0,0,-1288.679,,,,
00708L,-255,0,0,-42.727,,,,
00709,0,0,0,2.22,,,,
00710B,1,0,0,-52.5,,,,
00711B,-30,0,0,32.114,,,,
00712,-7571.317,0,0,-57231.291,,,,
00713,-201.293,390,9,6401.798,,,,
00714,26,0,0,-8.062,,,,
00715L,1158,0,0,2203.851,,,,
00717,0,0,0,23,,,,
00719B,59,0,0,-202.323,105,105,0,0
00720B,-11,0,280,4272.004,2644,2659,0,0
00722B,559,0,0,-14.07,80,80,0,0
00723B,-3,0,0,-0.16,109,109,0,0
00724B,252,0,0,-54.612,20,20,0,0
00725B,3055,0,300,-455.408,590,607,0,0
00726B,23,0,0,26.903,1,1,0,0
00727B,-1,0,0,3.228,0,0,0,0
00728,-21,0,7,23.856,,,,
00730,15,0,0,97.269,,,,
00731,6,0,0,155.09,,,,
00733,-12.9,0,0,133.575,,,,
00734B,0,0,0,9,0,0,0,0
00735,-2518.565,0,0,-2570.681,,,,
00736,0,0,0,-1,,,,
00737,-211.9,0,0,89.192,,,,
00738U,395.355,0,1,2927.976,,,,
00739,0,0,0,-11.419,,,,
00740B,1845,0,0,-1808.681,57,57,0,0
00741B,0,0,0,-0.216,10,10,0,0
00746B,185,0,0,-197.667,0,0,0,0
00749B,8,0,0,8,0,0,0,0
00750B,0,0,0,0,0,0,0,0
00751B,-257,0,100,2275.387,3238,3242,0,0
00752,88.06,0,55,-551.96,,,,
00753L,358,0,0,-4759.221,,,,
00754B,2,0,0,0,0,0,0,0
00755B,0,0,0,0.008,0,0,0,0
00756B,34,0,0,-10,25,25,0,0
00757,-71.57,0,32,134.032,,,,
00758B,0,0,0,-0.001,0,0,0,0
00759B,0,0,0,0,0,0,0,0
00760B,1,0,0,-0.649,3,3,0,0
00761B,311,0,0,-135.179,26,26,0,0
00762,9.019,0,0,-128.741,,,,
00763U,-16,0,0,274.865,,,,
00764B,-846,0,0,997.753,16,16,0,0
00768B,264,0,0,113.739,62,52,0,0
00770,41.18,0,0,-301.034,,,,
00771,0,0,0,-31,,,,
00772B,1505,0,0,0.406,1944,1944,0,0
00773B,362,0,0,-154.933,314,314,0,0
00775B,0,0,0,0,,,,
00777B,0,0,0,0,0,0,0,0
00778B,-59,0,0,59,0,0,0,0
00779B,0,0,0,0,0,0,0,0
00780B,53,0,0,-34.536,0,0,0,0
00781B,0,0,0,-20.182,22,22,0,0
00782B,0,0,0,18.71,12,12,0,0
00783,15,0,0,-26.814,,,,
00785B,54,0,0,-58.026,0,0,0,0
00786B,0,0,0,-0.252,8,8,0,0
00787B,0,0,0,1.939,0,0,0,0
00788B,0,0,0,5.035,0,0,0,0
00789B,0,0,0,0.05,0,0,0,0
00791B,-1,0,0,1,0,0,0,0
00792B,-10,0,0,-19,0,0,0,0
00793B,0,0,0,0,0,0,0,0
00795B,2524.074,0,0,1434.311,2877,2849,0,0
00799B,0,0,0,81.518,12,12,0,0
00830,-4755.157,0,0,-1730.834,,,,
00834B,0,0,0,0,0,0,0,0
00836B,3,0,1,-1,0,0,0,0
00840B,0,0,0,0,0,0,0,0
00841B,0,0,0,0,0,0,0,0
00842B,0,0,0,-25,130,130,0,0
00844B,0,0,0,0,0,0,0,0
00845B,0,0,0,2,0,0,0,0
00846B,0,0,0,-2,0,0,0,0
00847B,35,0,0,0,0,0,0,0
00848B,0,0,0,0,0,0,0,0
00849B,0,0,0,1.551,0,0,0,0
00850,-34.965,200,0,27.051,,,,
00851,0,0,0,-7,,,,
00852L,0,0,0,4.725,,,,
00853B,5,0,0,36.106,1,1,0,0
00856B,0,0,1,8.899,0,0,0,0
00857B,870,0,0,920.18,656,656,0,0
00858,-63.95,0,0,-55.255,39,40,0,0
00859B,-37,0,0,-371.871,2,2,0,0
00860B,0,0,0,-8.592,0,0,0,0
00861,-110.989,0,0,60.663,,,,
00862B,50,0,0,-53.865,8,8,0,0
00863B,99,0,0,-98,0,0,0,0
00864B,222,0,0,-306,1,1,0,0
00865B,-18,0,0,-532.574,,,,
00867B,1,0,0,-2,0,0,0,0
00870B,0,0,0,0.119,0,0,0,0
00875,-281,0,-80,337.588,,,,
00876,47.149,0,0,-63.797,,,,
00877,-775,0,0,-115.373,5548,5307,365,366
00878,-9230.252,0,-7,9415.993,,,,
00881,63.28,0,-359.455,-1274.491,,,,
00882,-139,0,0,6187.709,,,,
00884B,-2,0,0,2.209,0,0,0,0
00885,-43.002,0,5,1322.29,,,,
00886,0,0,0,0,0,0,0,0
00887,-540.2,0,0,1481.705,13123,13688,742,745
00888,-585,0,0,-838.731,412,401,0,0
00890B,1,0,0,0,5,5,0,0
00891,1049.01,0,0,-740.561,,,,
00892,502.592,0,0,-187.12,,,,
00893,973.004,0,0,-682.796,,,,
00894,-99.8,0,0,241.324,,,,
00895,26,0,0,-11.498,,,,
00896,67.613,0,0,-14328.622,,,,
00897,193,0,0,24.121,,,,
00898,322,0,0,218.082,,,,
00899,-1,0,0,-93.614,,,,
00900,426.02,0,0,730.987,,,,
00901,-113,0,0,93.634,,,,
00902,-96,0,0,144.723,,,,
00903,-351,0,0,393.183,,,,
00904,9.124,0,0,83.567,,,,
00905,-656,0,0,278.274,,,,
00907,598.413,0,0,3219.508,,,,
00908,-3,0,0,2.895,,,,
00909,216.01,0,-128,1938.815,,,,
00910,-1652.532,0,0,-3075.404,,,,
00911,-6.703,0,0,-409.416,,,,
00912,-151.938,0,0,278.831,,,,
00913,4,0,0,-871.316,,,,
00915,-250.1,0,0,2436.835,,,,
00916,-238,0,0,-1279.077,,,,
00917,-49,0,0,-490.024,,,,
00918,-15679.021,0,42,-81378.701,,,,
00919,-34722.294,0,-15,-57041.631,,,,
00920,252.009,0,0,-123.661,,,,
00921,-622,0,0,745.181,,,,
00922,-2379.394,0,10,-27.153,,,,
00923,-416.836,0,10,-504.819,,,,
00924,795.005,0,0,-1247.637,,,,
00926,-21,0,0,102.446,,,,
00927,-1963.98,0,0,57.221,,,,
00928,-79.985,0,0,93.913,173,153,0,0
