code,fgn,inv,dlrSelf,dlrHedge,mgn,mgnPrev,shrt,shrtPrev
0050,-55407.994,2600,281.758,-15013.475,,,,
0051,0.016,0,77,-70.03,,,,
0052,-8510.319,0,170,-76130.996,,,,
0053,0,0,0,-0.127,,,,
0055,-3.044,0,0,-13.812,,,,
0056,-1062.963,200,200,-3001.716,,,,
0057,0,0,0,-2.071,,,,
0061,301,0,0,195.736,,,,
006201,-1,0,0,-60.635,93,85,0,0
006203,0,0,0,-7,,,,
006204,0,0,0,-1.855,,,,
006205,287,0,0,-163.127,,,,
006206,26,0,0,22.415,,,,
006207,274,0,0,-178.098,,,,
006208,-308.172,0,-0.5,-2303.691,,,,
00631L,-844.95,0,44,-659.257,,,,
00632R,-4702,0,0,16833.945,,,,
00633L,349,0,0,348.384,,,,
00634R,0,0,0,-181,,,,
00635U,-108.281,0,-99,1815.049,,,,
00636,184,0,0,57.422,,,,
00636K,0,0,0,0,,,,
00637L,6315,0,0,-1081.03,,,,
00638R,0,0,0,-16,,,,
00639,112,0,0,238.236,,,,
00640L,-7,0,0,-17.31,,,,
00641R,0,0,0,-104.022,,,,
00642U,80,0,0,2694.481,,,,
00643,579.5,0,0,-291.155,,,,
00645,-69.5,0,0,115.89,,,,
00646,-119.303,-50,0,-749.855,,,,
00647L,-1,0,0,10.712,,,,
00648R,0,0,0,-532,,,,
00650L,1950,0,0,-1009.243,,,,
00651R,0,0,0,-165,,,,
00652,0.126,0,0,134.219,,,,
00653L,-1,0,0,61.762,,,,
00654R,0,0,0,7.998,,,,
00655L,3,0,0,206.817,,,,
00656R,0,0,0,26,,,,
00657,-1,0,0,-8.157,,,,
00657K,0,0,0,0,,,,
00660,-1,0,0,2,,,,
00661,-6,0,0,-97.282,,,,
00662,47.56,0,0,-1488.75,,,,
00663L,-387,0,-20,-4096.865,,,,
00664R,0,0,0,2979,,,,
00665L,2274,0,0,-1873.714,,,,
00666R,0,0,0,19,,,,
00668,-1,0,0,41.166,,,,
00668K,0,0,0,0,,,,
00669R,0,0,0,-1195.12,,,,
00670L,-15,0,0,-47.48,,,,
00671R,0,0,0,-4089.18,,,,
00673R,0,0,0,-2993.021,,,,
00674R,-1134,0,0,-298.34,,,,
00675L,-136.847,0,-92,-1140.124,,,,
00676R,0,0,0,585.645,,,,
00678,364,0,0,-315.941,,,,
00679B,17277.817,0,10,-12409.223,11636,11622,68,67
00680L,-800,0,220,-5520.05,,,,
00681R,0,0,0,-14,,,,
00682U,0,0,0,5,,,,
00683L,0,0,0,-75,,,,
00684R,0,0,0,-23,,,,
00685L,-13,0,0,-572.394,,,,
00686R,0,0,0,579,,,,
00687B,10967.7,0,-915,-4352.689,19473,19407,75,75
00687C,0,0,0,0,,,,
00688L,0,0,0,57.982,,,,
00689R,0,0,0,0,,,,
00690,-7,0,0,-129.853,,,,
00692,-26.703,0,0,-131.913,,,,
00693U,-32,0,0,1101.05,,,,
00694B,504,0,0,-523.82,0,0,0,0
00695B,419,0,0,-255.433,0,0,0,0
00696B,3472,0,0,-3315.956,333,333,0,0
00697B,-12,0,0,-167.323,19,19,0,0
00700,2,0,0,111.107,,,,
00701,98.5,0,0,-479.62,,,,
00702,0,0,0,15.325,,,,
00703,0,0,0,12.149,,,,
00706L,25,0,0,-198.685,,,,
00708L,-63,0,-16,1017.596,,,,
00709,-1,0,0,-71.076,,,,
00710B,-12,0,0,0.845,,,,
00711B,0,0,0,-8.04,,,,
00712,8557,0,1,3240.657,,,,
00713,-33.864,0,0,997.058,,,,
