code,fgn,inv,dlrSelf,dlrHedge,mgn,mgnPrev,shrt,shrtPrev
0050,-3866.746,0,386.192,2468.696,,,,
0051,0,0,0,44.932,,,,
0052,22.304,0,0,-110.163,,,,
0053,-1,0,0,1.588,,,,
0055,-26,0,0,-19.677,,,,
0056,-5840.615,0,-402.67,29.871,,,,
0057,0,0,0,-2.942,,,,
0061,-2,0,0,-16.322,,,,
006201,10,-25,0,79.353,62,63,0,0
006203,-1,0,0,19,,,,
006204,0,0,0,0.508,,,,
006205,0,0,20,-4.98,,,,
006206,26,0,0,-94,,,,
006207,1,0,0,-36.183,,,,
006208,1067.786,0,0,4100.628,,,,
00631L,-696,0,14,1730.556,,,,
00632R,-15,0,3420,-25446.866,,,,
00633L,-22,0,-313,-1301.503,,,,
00634R,0,0,0,126.738,,,,
00635U,-27.1,0,1,-1997.337,,,,
00636,-33,0,110,-317.005,,,,
00636K,0,0,0,0,,,,
00637L,-2481,0,-498,-6532.121,,,,
00638R,0,0,-1076,1280,,,,
00639,113,0,10,-100.627,,,,
00640L,7,0,0,49.853,,,,
00641R,0,0,0,243.457,,,,
00642U,-710.913,0,0,-22074.017,,,,
00643,-92,0,0,-344.257,,,,
00645,1.06,0,5,-22.61,,,,
00646,-677.333,150,0,-3897.99,,,,
00647L,1,0,0,62.991,,,,
00648R,0,0,250,354.44,,,,
00650L,-1653,0,0,-1218.517,,,,
00651R,0,0,0,133,,,,
00652,-5,0,20,-88.743,,,,
00653L,-3,0,0,-64.84,,,,
00654R,0,0,0,95,,,,
00655L,-10,0,-480,-74.117,,,,
00656R,0,0,0,59.989,,,,
00657,0,0,0,-10.702,,,,
00657K,0,0,0,0,,,,
00660,-1,0,0,13,,,,
00661,1.04,0,1,72.863,,,,
00662,1476.002,0,0,3304.899,,,,
00663L,-47,0,-12,808.714,,,,
00664R,0,0,-20,576.944,,,,
00665L,-4770,0,0,-6609.168,,,,
00666R,5,0,0,203.97,,,,
00668,-1,0,0,100.398,,,,
00668K,0,0,0,0,,,,
00669R,0,0,0,-1077.939,,,,
00670L,-1,0,13,-50.491,,,,
00671R,0,0,0,1472.141,,,,
00673R,0,0,0,30080.398,,,,
00674R,-24,0,0,374.334,,,,
00675L,6,0,-457,1431.436,,,,
00676R,0,0,-20,-7.44,,,,
00678,-74,0,25,67.728,,,,
00679B,-42,100,280,-5642.197,14764,16530,31,31
00680L,265,0,0,9287.416,,,,
00681R,0,0,0,2,,,,
00682U,0,0,0,-1,,,,
00683L,0,0,0,18.585,,,,
00684R,0,0,0,-3,,,,
00685L,35,0,-1,103.261,,,,
00686R,0,0,0,-1465.018,,,,
00687B,15209,100,-20,-8150.412,25335,25314,3,3
00687C,0,0,0,0,,,,
00688L,0,0,-556,5142.931,,,,
00689R,0,0,0,-0.1,,,,
00690,-5,0,0,137.187,,,,
00692,71,0,650,1075.374,,,,
00693U,0,0,0,-1390.656,,,,
00694B,96,0,0,-91.701,0,0,0,0
00695B,0,0,0,-4.1,77,77,0,0
00696B,2895,0,0,-2992.97,363,403,0,0
00697B,-3,0,0,-402.111,286,291,0,0
00700,-358,0,30,-571.479,,,,
00701,12,0,5,-240.835,,,,
00702,0,0,0,1.269,,,,
00703,-3,0,0,-249.272,,,,
00706L,0,0,0,6241.615,,,,
00708L,-18,0,0,-308.482,,,,
00709,-2.3,0,0,22.107,,,,
00710B,6,0,0,-23.945,,,,
00711B,29,0,0,-20.725,,,,
00712,-87,0,100,-12245.078,,,,
00713,1047.985,0,0,1816.358,,,,
00714,0,0,0,25.109,,,,
00715L,-29712,0,0,-182564.506,,,,
00717,137,0,0,-12,,,,
00719B,86.1,0,0,-635.784,242,242,0,0
00720B,1839.029,0,-8,-562.804,4003,4016,0,0
00722B,80,0,0,12.059,123,133,0,0
00723B,3,0,0,1.574,114,114,0,0
00724B,-767,0,0,-784.325,36,46,0,0
00725B,511,0,-268,-1586.49,1485,1436,0,0
00726B,3,0,0,-59.897,0,0,0,0
00727B,0,0,0,-2.033,1,1,0,0
00728,-17,0,0,156.45,,,,
00730,-23,0,0,-353.088,,,,
00731,0,0,0,36.431,,,,
00733,63,0,0,495.466,,,,
00734B,29,0,0,-29,4,4,0,0
00735,140,0,0,-40,,,,
00736,-1,0,2,4,,,,
00737,177,0,0,-78.614,,,,
00738U,-33,0,0,-2479.955,,,,
00739,1,0,0,-26.386,,,,
00740B,550,0,3,-543.936,125,125,0,0
00741B,1,0,0,-1.364,15,14,0,0
00746B,210,0,0,-214.974,1,1,0,0
00749B,8,0,0,0,0,0,0,0
00750B,0,0,0,0,0,0,0,0
00751B,1479,0,-87,8.049,3998,3998,0,0
00752,-1504,0,0,-2276.449,,,,
00753L,-6790,0,0,-4072.509,,,,
00754B,1,0,0,0,0,0,0,0
00755B,0,0,0,0.13,0,0,0,0
00756B,70,0,0,-15,21,21,0,0
00757,1501.932,-11,216,2482.282,,,,
00758B,0,0,0,-0.01,0,0,0,0
00759B,0,0,0,-0.01,0,0,0,0
00760B,21,0,0,-11.058,3,3,0,0
00761B,13,0,0,-4.993,31,31,0,0
00762,7.116,0,0,-312.193,,,,
00763U,151,0,0,161.21,,,,
