code,fgn,inv,dlrSelf,dlrHedge,mgn,mgnPrev,shrt,shrtPrev
0050,21780.795,0,545.931,6795.906,,,,
0051,-0.968,0,6,5.052,,,,
0052,3320.594,0,919.808,10447.741,,,,
0053,0,0,0,12.334,,,,
0055,20,0,0,70.903,,,,
0056,1578.006,0,-6,-13789.722,,,,
0057,0,0,0,0.189,,,,
0061,215,0,0,-18.061,,,,
006201,9,0,0,-8.013,60,60,0,0
006203,0.042,0,0,1,,,,
006204,0,0,0,-0.506,,,,
006205,56,0,0,324.508,,,,
006206,7,0,-10,53.831,,,,
006207,4,0,0,16.115,,,,
006208,896.589,0,108.126,2281.863,,,,
00631L,277,0,0,1773.173,,,,
00632R,-444,0,-5513,-12489.827,,,,
00633L,458,0,0,457.787,,,,
00634R,-15,0,0,-310,,,,
00635U,-36,0,27,-512.58,,,,
00636,51,0,0,137.376,,,,
00636K,0,0,0,0,,,,
00637L,3429,0,0,1005.599,,,,
00638R,0,0,0,-227.99,,,,
00639,179,0,0,375.471,,,,
00640L,11,0,0,-29.339,,,,
00641R,0,0,0,894.85,,,,
00642U,1,0,0,3948.537,,,,
00643,37,0,0,53.004,,,,
00643K,0,0,0,0,,,,
00645,-1.035,0,0,-89.056,,,,
00646,4.188,-70,0,-5687.687,,,,
00647L,-8,0,0,-11.892,,,,
00648R,0,0,0,-152,,,,
00650L,543,0,0,-115.263,,,,
00651R,4,0,0,-1,,,,
00652,2.632,0,0,36.879,,,,
00653L,0,0,0,62.391,,,,
00654R,0,0,0,0.038,,,,
00655L,107,0,0,227.415,,,,
00656R,0,0,0,-84,,,,
00657,-1,0,1,9.04,,,,
00657K,0,0,0,0,,,,
00660,0,0,0,-2,,,,
00661,-1,0,1,-9.64,,,,
00662,229.006,0,0,-229.183,,,,
00663L,4,0,0,5236.36,,,,
00664R,0,0,0,-2789.07,,,,
00665L,2172,0,0,-681.899,,,,
00666R,4,0,0,-3,,,,
00668,-1,0,0,-3.333,,,,
00668K,0,0,0,0,,,,
00669R,0,0,0,-207.002,,,,
00670L,-6.94,0,0,557.274,,,,
00671R,0,0,0,148,,,,
00673R,0,0,0,-2168.844,,,,
00674R,0,0,0,-71.003,,,,
00675L,45,0,0,2223.24,,,,
00676R,0,0,0,-1870.709,,,,
00678,0,0,0,20,,,,
00679B,5791,0,-85,5916.682,14613,13380,58,58
00680L,642,0,0,14472.975,,,,
00681R,0,0,0,-9.95,,,,
00682U,0,0,0,-0.002,,,,
00683L,0,0,0,14.233,,,,
00685L,9,0,0,348.197,,,,
00686R,0,0,0,229,,,,
00687B,9873,0,1404,6520.688,18165,18230,0,0
00687C,0,0,0,-0.3,,,,
00688L,196,0,0,3356,,,,
00689R,0,0,0,0,,,,
00690,1,0,0,206.495,,,,
00692,3,0,0,-29.913,,,,
00693U,-551,0,0,61.4,,,,
00694B,-12,0,0,32.684,4,4,0,0
00695B,0,0,0,5.089,0,0,0,0
00696B,1689,0,0,-529.21,303,303,0,0
00697B,0,0,0,134.191,17,17,0,0
00700,345,0,0,-132.684,,,,
00701,20,0,0,-66.053,,,,
00702,0,0,0,-0.095,,,,
00703,1,0,0,-0.805,,,,
00706L,-50,0,0,-246.914,,,,
00707R,0,0,0,-2,,,,
00708L,59,-100,0,396.261,,,,
00709,0,0,0,-39,,,,
00710B,64,0,0,-58.774,,,,
00711B,0,0,0,-1.724,,,,
00712,6417,0,0,1202.698,,,,
00713,1634.545,-125,0,3364.901,,,,
00714,-2,0,0,7.202,,,,
00715L,-2054,0,0,13741.551,,,,
00717,0,0,0,9,,,,
00719B,-363,0,-10,63.487,136,136,0,0
00720B,3620,0,0,494.933,3726,3726,48,48
00722B,58,0,0,128.653,125,125,0,0
00723B,-19,0,0,21.091,114,114,0,0
00724B,240,0,0,-225.667,36,36,0,0
00725B,2302.05,0,-100,1150.661,1275,1272,0,0
00726B,4,0,0,-21.146,1,6,0,0
00727B,0,0,0,-0.711,2,2,0,0
00728,-1,0,0,46.824,,,,
00730,-2,0,0,6.381,,,,
00731,-0.073,0,0,255.004,,,,
00733,115,0,0,666.825,,,,
00734B,0,0,0,4,0,0,0,0
00735,-84,0,63,-386,,,,
00736,0,0,1,-0.999,,,,
00737,12,0,0,-137,,,,
00738U,-264.9,0,0,-5627.465,,,,
00739,2,0,0,36.585,,,,
00740B,1270,0,0,-1269.823,118,118,0,0
00741B,6,0,0,-3.128,16,16,0,0
00746B,867,0,0,-875.238,1,1,0,0
00749B,0,0,0,5,0,0,0,0
00750B,0,0,0,0,0,0,0,0
00751B,3481,0,0,899.028,3967,5017,0,0
00752,280,0,0,10.481,,,,
00753L,2427,0,0,-93.835,,,,
00754B,0,0,0,-0.29,0,0,0,0
00755B,41,0,0,-2,0,0,0,0
00756B,37,0,0,14,21,21,0,0
00757,643.666,0,-1,1623.007,,,,
00758B,0,0,0,-0.038,0,0,0,0
00759B,0,0,0,-0.017,0,0,0,0
00760B,15,0,0,-3.186,3,3,0,0
00761B,1,0,0,15.101,31,31,0,0
00762,60.225,0,20,233.386,,,,
00763U,-416,0,0,-1691.388,,,,
00764B,485,0,0,145.696,127,135,0,0
00768B,1266,0,0,-1260.185,10,10,0,0
00770,0,0,0,-123.371,,,,
00771,0,0,0,-1.944,,,,
00772B,476,0,0,369.753,2273,2269,0,0
00773B,-18,0,0,302.72,301,301,0,0
00777B,-2,0,0,0,0,0,0,0
00778B,0,0,0,0,0,0,0,0
00779B,51,0,0,0,0,0,0,0
00780B,1,0,0,3,0,0,0,0
00781B,0,0,0,9.98,21,21,0,0
00782B,-1,0,0,-15.058,19,19,0,0
00783,1,0,0,14.728,,,,
00785B,-2,0,0,0,0,0,0,0
00786B,0,0,0,67.971,15,15,0,0
00787B,0,0,0,9,0,0,0,0
00788B,0,0,0,44,3,3,0,0
00789B,5,0,0,7.941,0,0,0,0
00791B,0,0,0,-0.087,0,0,0,0
00792B,1,0,0,-20.184,0,0,0,0
00793B,0,0,0,-0.026,0,0,0,0
00795B,1896,0,0,689.023,4494,4499,0,0
00799B,0,0,0,-2.224,22,13,0,0
00830,-520.42,0,0,-3238.899,,,,
00834B,0,0,0,0,0,0,0,0
00836B,30,0,0,-30.172,2,2,0,0
00840B,0,0,0,0,0,0,0,0
00841B,0,0,0,0,0,0,0,0
00842B,0,0,0,-11.496,0,0,0,0
00844B,,,,,1,1,0,0
00845B,0,0,0,-1,0,0,0,0
00846B,0,0,0,-0.075,0,0,0,0
00847B,0,0,0,0,0,0,0,0
00848B,-4,0,0,2.997,0,0,0,0
00849B,0,0,0,0.315,0,0,0,0
00850,26,0,0,12.884,,,,
00851,-1,0,0,1,,,,
00852L,0,0,0,19.94,,,,
00853B,0.07,0,0,25.019,2,2,0,0
00856B,0,0,0,0,0,0,0,0
00857B,1146,0,0,110.079,1126,1126,0,0
00858,-4,0,0,-368.281,101,99,0,0
00859B,-60,0,0,-15.13,14,13,0,0
00860B,0,0,0,42.093,0,0,0,0
00861,85.007,0,0,-49.269,,,,
00862B,48,0,0,5.606,10,10,0,0
00863B,0,0,0,1,0,0,0,0
00864B,-275,0,0,-70,1,1,0,0
00865B,-602,0,0,-160.154,,,,
00867B,0,0,0,-0.013,0,0,0,0
00870B,0,0,0,-0.02,0,0,0,0
00875,0,0,0,-8.106,,,,
00876,-10,0,0,6,,,,
00877,-1792,0,0,-233.473,8440,8068,556,557
00878,31.683,0,-40,4107.625,,,,
00881,1145,0,-72.126,2225.107,,,,
00882,517,0,0,-10.785,,,,
00883B,-1,0,0,0.511,0,0,0,0
00884B,0,0,0,0.116,0,0,0,0
00885,-7003.285,0,30,-168.507,,,,
00886,0,0,0,-0.032,0,0,0,0
00887,1948,0,0,-3004.86,25030,25258,484,464
