code,fgn,inv,dlrSelf,dlrHedge,mgn,mgnPrev,shrt,shrtPrev
0050,-5903.792,300,227.743,-40080.62,,,,
0051,2.064,0,0,-41.871,,,,
0052,-522.247,0,297,-2782.601,,,,
0053,-0.002,0,0,-4.983,,,,
0055,15,0,0,9.523,,,,
0056,25779.137,0,0,-1809.287,,,,
0057,0,0,0,5.004,,,,
0061,-102.855,0,0,1.477,,,,
006201,-2,0,0,-110.718,29,29,0,0
006203,0,0,0,-1,,,,
006204,0,0,0,0.515,,,,
006205,32,0,0,-125.077,,,,
006206,-3,0,0,32.615,,,,
006207,-1,0,0,184.607,,,,
006208,39.143,0,7.242,968.862,,,,
00631L,139.01,0,-2,533.397,,,,
00632R,-20,0,-30,-598.008,,,,
00633L,-170,0,0,-4669.253,,,,
00634R,0,0,0,138.054,,,,
00635U,-158.97,0,126,-2968.545,,,,
00636,0,0,10,-712.172,,,,
00636K,0,0,0,0,,,,
00637L,-5727,0,0,-28720.261,,,,
00638R,0,0,-362,1198.5,,,,
00639,-183,0,0,9.346,,,,
00640L,-3,0,0,-122.538,,,,
00641R,0,0,0,1588.946,,,,
00642U,3.911,0,0,5277.994,,,,
00643,158,0,0,-417.441,,,,
00643K,0,0,0,0,,,,
00645,-0.96,0,0,-16.492,,,,
00646,118.775,200,0,-368,,,,
00647L,0,0,0,19.138,,,,
00648R,0,0,0,74.069,,,,
00650L,247,0,0,1008.376,,,,
00651R,0,0,0,43,,,,
00652,19,0,23,-82.385,,,,
00653L,-1,0,0,-212.445,,,,
00654R,0,0,0,-28.768,,,,
00655L,-72,0,0,-1193.9,,,,
00656R,0,0,0,113.6,,,,
00657,-1,0,0,83.376,,,,
00657K,0,0,0,0,,,,
00660,-1,0,0,-3,,,,
00661,-40,0,1,138.776,,,,
00662,-1.254,0,90,-708.526,,,,
00663L,146,0,0,3017.508,,,,
00664R,0,0,-80,648.439,,,,
00665L,-167,0,0,-1297.329,,,,
00666R,0,0,0,18.556,,,,
00668,1,0,0,-14.548,,,,
00668K,0,0,0,0,,,,
00669R,0,0,0,220.741,,,,
00670L,58,0,0,50.034,,,,
00671R,0,0,0,165,,,,
00673R,0,0,0,-14520.432,,,,
00674R,338,0,0,193.9,,,,
00675L,-21,0,0,117.084,,,,
00676R,0,0,0,-888.057,,,,
00678,4.971,0,0,-15.513,,,,
00679B,-19425.1,0,1620,35555.005,11339,11283,81,72
00680L,550,0,0,20733.852,,,,
00681R,9,0,0,-60,,,,
00682U,0,0,0,-1.052,,,,
00683L,0,0,0,2.025,,,,
00684R,-6,0,0,4.002,,,,
00685L,-6,0,0,20.102,,,,
00686R,5,0,0,604.475,,,,
00687B,12498.9,0,686,11166.433,14602,14748,38,35
00687C,0,0,0,0,,,,
00688L,1,0,-250,7207.503,,,,
00689R,0,0,0,-1.022,,,,
00690,4,0,0,14.21,,,,
00692,7.025,0,0,340.248,,,,
00693U,0,0,0,-176.39,,,,
00694B,262,0,0,-278.445,0,0,0,0
00695B,102,0,0,-109.401,0,0,0,0
00696B,3146,0,0,-2512.437,299,298,0,0
00697B,5,0,0,133.482,15,15,0,0
00700,96,0,0,281.983,,,,
00701,-31,0,0,435.857,,,,
00702,3,0,0,-15.6,,,,
00703,0,0,0,-5.839,,,,
00706L,-141,0,0,-218.292,,,,
00707R,0,0,0,-2,,,,
00708L,-145.95,0,33,-1748.094,,,,
00709,0,0,0,41,,,,
00710B,207,0,0,-66.101,,,,
00711B,66,0,0,-31.971,,,,
00712,1908,0,-30,488.218,,,,
00713,1293.055,0,-3,2434.266,,,,
00714,10,0,0,9.718,,,,
00715L,-276,0,0,24852.528,,,,
00717,115,0,0,30,,,,
00719B,-1096.146,0,290,-817.563,72,73,0,0
00720B,10846.09,0,0,2047.833,3414,3680,0,0
00722B,631.875,0,0,-285.784,123,123,0,0
00723B,134,0,0,-20,114,114,0,0
00724B,341,0,0,-67.59,37,37,0,0
00725B,9916,-2060,0,-6576.81,1220,1223,0,0
00726B,66,0,0,-373.213,99,1,0,0
00727B,0,0,0,27.142,2,2,0,0
00728,0,0,0,77.023,,,,
00730,9.499,0,0,54.597,,,,
00731,7,0,0,137.074,,,,
00733,-13,0,7.336,572.305,,,,
00734B,0,0,0,15.97,0,0,0,0
00735,-42.995,0,0,-546,,,,
00736,0,0,5,-11.7,,,,
00737,97,0,0,-101.306,,,,
00738U,131.832,0,0,-3741.121,,,,
00739,7.999,0,0,95.119,,,,
00740B,4475,0,0,-4125.241,104,104,0,0
00741B,27,0,0,-22.044,16,16,0,0
00746B,1292,0,0,-1273.412,0,0,0,0
00749B,2,0,0,0,0,0,0,0
00750B,0,0,0,0,0,0,0,0
00751B,7344,0,0,593.908,4007,4010,0,0
00752,-28,0,0,-802.306,,,,
00753L,871,0,0,-264.1,,,,
00754B,63,0,0,-55,0,0,0,0
00755B,73,0,0,-44.998,9,6,0,0
00756B,73,0,0,-39,21,21,0,0
00757,-40.339,0,0,280.869,,,,
00758B,0,0,0,0,0,0,0,0
00759B,0,0,0,0,0,0,0,0
00760B,3,0,0,0.476,3,3,0,0
00761B,1349,0,0,-1110.401,31,31,0,0
00762,284.809,-6,0,113.462,,,,
00763U,-73,0,0,-146.615,,,,
00764B,1382,0,0,-933.952,59,58,0,0
00768B,-25407,0,0,-1170.293,10,10,0,0
00770,-1.72,0,0,-132.276,,,,
00771,0,0,0,117.039,,,,
00772B,5214,0,0,-2503.294,2186,2191,0,0
00773B,2196,0,0,-1394.468,307,307,0,0
00775B,0,0,0,1,,,,
00777B,3,0,0,-1,0,0,0,0
00778B,15,0,0,-10,0,0,0,0
00779B,19,0,0,6,0,0,0,0
00780B,228,0,0,-205.9,0,0,0,0
00781B,0,0,0,1.696,18,18,0,0
00782B,-1,0,0,95,21,21,0,0
00783,0,0,0,-12.613,,,,
00785B,10,0,0,-10.15,0,0,0,0
00786B,0,0,0,37,15,15,0,0
00787B,0,0,0,29,0,0,0,0
00788B,0,0,0,5,27,21,0,0
00789B,82,0,0,-79.719,0,0,0,0
00791B,0,0,0,0,0,0,0,0
00792B,22,0,0,-21,0,0,0,0
00793B,0,0,0,0,0,0,0,0
00795B,5526,0,35,-2157.536,4666,4668,0,0
00799B,2,0,0,-13.397,16,16,0,0
00830,2549.373,0,40,-7247.67,,,,
00834B,0,0,0,3,0,0,0,0
00836B,149,0,0,-144,0,0,0,0
00840B,0,0,0,0,0,0,0,0
00841B,0,0,0,0,0,0,0,0
00842B,0,0,0,17,0,0,0,0
00844B,0,0,0,3,1,1,0,0
00845B,10,0,0,-9,0,0,0,0
00846B,-4,0,0,-0.21,0,0,0,0
00847B,0,0,0,102,0,0,0,0
00848B,-8,0,0,7.997,0,0,0,0
00849B,0,0,0,4.517,0,0,0,0
00850,4,0,0,274.095,,,,
00851,0,0,0,31.32,,,,
00852L,0,0,1,307.542,,,,
00853B,298,0,0,-209.192,5,5,0,0
00856B,0,0,0,0,0,0,0,0
00857B,2300,0,0,-625.749,905,895,0,0
00858,-5.97,0,0,-420.617,257,265,0,0
00859B,242,0,0,-249.074,0,11,0,0
00860B,0,0,0,-1.213,0,0,0,0
