code,fgn,inv,dlrSelf,dlrHedge,mgn,mgnPrev,shrt,shrtPrev
00400A,-2073.95,0,8,-8688.277,,,,
00401A,122.05,0,0,-67.241,,,,
00402A,-2,0,0,5504.601,,,,
00403A,-3059.569,0,709,-4674.846,,,,
00404A,-59,0,0,-1338.442,,,,
00405A,-4189.229,0,-468,-29840.83,,,,
00406A,168.1,0,0,-7393.85,,,,
00407A,-2051.541,0,0,-39927.309,,,,
0050,-19097.461,838,459.969,-6466.945,,,,
0051,0.09,0,0,-44.855,,,,
0052,-740.657,0,-2496.841,2703.494,,,,
0053,-0.96,0,0,-9.065,,,,
0055,-27,0,0,24.596,,,,
0056,-14069.311,210,31.873,-12472.397,,,,
0057,0.002,0,0,-9.93,,,,
0061,25,0,0,-102.072,,,,
006201,11,15,0,-29.568,131,136,6,6
006203,0,0,0,-0.943,,,,
006204,0,0,0,-3.192,,,,
006205,-401,0,10,376.271,,,,
006206,10,0,0,-10.163,,,,
006207,-54,0,0,28.739,,,,
006208,-267.357,0,-580,-611.952,,,,
00631L,2021.063,0,0,-3241.651,,,,
00632R,605,0,-250,-18694.036,,,,
00633L,179,0,0,-1999.381,,,,
00634R,0,0,0,-2243.902,,,,
00635U,-0.158,0,1,-490.948,,,,
00636,-53,0,0,-188.93,,,,
00636K,0,0,0,0,,,,
00637L,-502,0,0,-8544.95,,,,
00638R,0,0,0,648.7,,,,
00639,-212,0,10,76.865,,,,
00640L,0,0,0,2.655,,,,
00641R,0,0,0,384.775,,,,
00642U,-243,0,0,-1215.038,,,,
00643,-196,0,0,-263.496,,,,
00643K,0,0,0,0,,,,
00645,5.125,0,0,18.477,,,,
00646,13.362,0,0,-2836.454,,,,
00647L,-7,0,0,-21.576,,,,
00648R,8,0,0,-667,,,,
00650L,407,0,0,1976.7,,,,
00651R,60,0,0,-131.3,,,,
00652,60,0,0,31.402,,,,
00653L,8,0,0,-16.222,,,,
00654R,0,0,0,45,,,,
00655L,12,0,0,-625.786,,,,
00656R,0,0,0,1,,,,
00657,331.075,0,0,-338.02,,,,
00657K,0,0,0,0,,,,
00660,0,0,0,-5,,,,
00661,263.074,0,0,-256.252,,,,
00662,-100.874,0,-9,497.48,,,,
00663L,-429,0,0,1037.054,,,,
00664R,0,0,0,-225.018,,,,
00665L,335,0,0,5411.617,,,,
00666R,0,0,0,-93.34,,,,
00668,0.15,0,0,20.467,,,,
00668K,0,0,0,0,,,,
00669R,1,0,0,-95,,,,
00670L,-50,0,0,-121.118,,,,
00671R,0,0,0,-2473.429,,,,
00673R,-26,0,0,2760.021,,,,
00674R,0,0,0,50.194,,,,
00675L,-21,0,0,141.51,,,,
00676R,0,0,0,-841.021,,,,
00678,112,0,1,-88.606,,,,
00679B,-1841.816,0,0,825.384,4902,4503,17,18
00680L,2535,0,0,-2425.201,,,,
00681R,-50,0,0,49.102,,,,
00682U,0,0,0,0.061,,,,
00683L,0,0,0,-211.66,,,,
00685L,26.971,0,0,-67022.276,,,,
00686R,0,0,0,-2428,,,,
00687B,-3985.842,0,0,6881.596,5572,5625,6,6
00687C,0,0,0,0,,,,
00688L,-540,0,0,-334.697,,,,
00689R,98,0,0,-70,,,,
00690,2.199,0,0,-164.024,,,,
00692,121.02,0,0,56.517,,,,
00693U,1,0,0,196.982,,,,
00694B,0,0,0,-14.175,0,0,0,0
00695B,0,0,0,-6.443,0,0,0,0
00696B,492,0,0,-889.133,189,189,0,0
00697B,-1.974,0,0,-47.652,11,11,0,0
00700,217,0,30,-67.562,,,,
00701,-101.001,0,0,106.813,,,,
00702,0,0,0,-10.997,,,,
00703,0,0,0,-28.39,,,,
00706L,5,0,0,414.243,,,,
00708L,-98,0,0,72.125,,,,
00709,2.075,0,0,-31.22,,,,
00710B,7,0,0,5.056,,,,
00711B,-3,0,0,-2.98,,,,
00712,13005,0,0,1798.137,,,,
00713,-198.853,50,0,363.072,,,,
00714,0,0,0,8.846,,,,
00715L,70,0,0,-1069.106,,,,
00717,0,0,0,8,,,,
00719B,-731,0,0,-185.294,56,46,0,0
00720B,-9619.941,0,300,6256.57,1978,2377,0,0
00722B,-1765,0,0,637.026,76,76,0,0
00723B,-212,0,0,205.459,109,109,0,0
