code,fgn,inv,dlrSelf,dlrHedge,mgn,mgnPrev,shrt,shrtPrev
00400A,-322.75,0,2,1200.633,,,,
00401A,-82,0,30,977.621,,,,
00402A,193,0,0,-1307.042,,,,
00403A,11638.717,0,-50,17159.037,,,,
00404A,-98,0,0,2359.883,,,,
00405A,2664.991,0,75,2057.003,,,,
00406A,-66.1,0,0,8798.023,,,,
00407A,-65.721,0,-2566,2259.579,,,,
0050,-19986.289,2800,907,-18939.953,,,,
0051,0.001,0,0,18.383,,,,
0052,-2677.405,0,3194.897,-10350.076,,,,
0053,0.007,0,0,-4.307,,,,
0055,-113,0,0,145.866,,,,
0056,-37.538,0,-182,-12334.099,,,,
0057,0.001,0,0,-1.569,,,,
0061,199,0,0,-26.937,,,,
006201,17,0,0,17.785,111,106,6,6
006203,-1,0,0,0,,,,
006204,8,0,0,-8.732,,,,
006205,21,-400,0,519.978,,,,
006206,0,0,0,24.78,,,,
006207,2,0,0,45.197,,,,
006208,-243.606,0,-59,-827.307,,,,
00631L,-3343.901,0,0,-65089.97,,,,
00632R,-679,0,1700,35430.989,,,,
00633L,-274,0,0,-151.889,,,,
00634R,0,0,0,99.099,,,,
00635U,-6.5,0,1,-2564.351,,,,
00636,-54,0,0,100.745,,,,
00636K,0,0,0,0,,,,
00637L,-610,0,0,1395.696,,,,
00638R,0,0,0,46.5,,,,
00639,-38,0,-10,218.238,,,,
00640L,-1,0,0,11.662,,,,
00641R,0,0,0,-252.82,,,,
00642U,63,0,1,504.297,,,,
00643,1,0,0,493.529,,,,
00643K,0,0,0,0,,,,
00645,0.142,0,0,-36.008,,,,
00646,343.924,0,0,994.477,,,,
00647L,0,0,0,23.304,,,,
00648R,0,0,0,-1552,,,,
00650L,-1021,0,0,2138.951,,,,
00651R,6,0,0,18.34,,,,
00652,462,0,-128,91.259,,,,
00653L,61,0,0,-10,,,,
00654R,0,0,0,-79,,,,
00655L,-163,0,0,335.275,,,,
00656R,0,0,0,8.4,,,,
00657,0,0,0,-1.508,,,,
00657K,0,0,0,0,,,,
00660,-0.8,0,0,1,,,,
00661,3,0,0,-3.582,,,,
00662,39.03,0,20,-1373.127,,,,
00663L,80,0,0,58.06,,,,
00664R,-5,0,0,3272.045,,,,
00665L,1069,0,0,1196.976,,,,
00666R,0,0,0,-31.603,,,,
00668,-1,0,0,10.616,,,,
00668K,0,0,0,0,,,,
00669R,-30,0,0,-265.259,,,,
00670L,18,0,0,-308.986,,,,
00671R,0,0,0,2147,,,,
00673R,-74,0,0,6008.73,,,,
00674R,-3,0,0,403.018,,,,
00675L,143,0,0,-43.148,,,,
00676R,-14,0,0,1718.285,,,,
00678,1,0,0,-58.022,,,,
00679B,-266,0,0,5943.787,5949,5944,9,6
00680L,0,0,450,150.77,,,,
00681R,0,0,0,5,,,,
00683L,0,0,0,8.347,,,,
00684R,0,0,0,3,,,,
00686R,0,0,0,3149,,,,
00687B,2525,0,0,-1542.089,5912,5936,6,6
00687C,0,0,0,0,,,,
00688L,201,0,0,79.434,,,,
00689R,-1,0,0,36,,,,
00690,-9,0,0,-9.019,,,,
00692,11.15,0,0,-24.588,,,,
00693U,-2,0,0,-19.12,,,,
00694B,0,0,0,-14.233,0,0,0,0
00695B,0,0,0,-0.984,0,0,0,0
00696B,575,0,0,-463.855,189,189,0,0
00697B,0,0,0,28.559,11,11,0,0
00700,-22,0,7,137.744,,,,
00701,-13,0,0,-29.241,,,,
00702,0,0,0,9.967,,,,
00703,0,0,0,45.008,,,,
00706L,16,0,0,1604.066,,,,
00708L,-211,0,0,-2088.686,,,,
00709,0,0,0,36.434,,,,
00710B,-4,0,0,-3.501,,,,
00711B,0.6,0,0,3.789,,,,
00712,9728,0,0,3534.199,,,,
00713,1264.035,0,0,2924.478,,,,
00714,1,0,0,59.556,,,,
00715L,292,0,0,573.989,,,,
00717,149,0,0,-27.175,,,,
00719B,-778.4,0,30,1266.982,62,62,0,0
00720B,1261.09,0,0,760.513,2375,2375,0,0
00722B,-155,0,0,-70.399,76,76,0,0
00723B,-1,0,0,1,109,109,0,0
00724B,-22,0,0,-3.989,20,20,0,0
00725B,2325,0,-190,-995.094,578,578,0,0
00726B,57,0,0,-49.961,1,1,0,0
00727B,0,0,0,4.45,0,0,0,0
00728,14,0,0,17.511,,,,
00730,36,0,0,87.649,,,,
00731,5,0,0,4.638,,,,
00733,-5,0,0,136.918,,,,
00734B,0,0,0,-0.157,0,0,0,0
00735,-392.644,0,22,-180.908,,,,
00736,130,0,0,-126,,,,
00737,10,0,0,-22.738,,,,
00738U,37,0,1,-683.271,,,,
00739,-4,0,0,13.047,,,,
00740B,2306,0,0,-2296.277,47,47,0,0
00741B,38,0,0,-18.997,10,10,0,0
00746B,1066,0,0,-1057.954,0,0,0,0
00749B,0,0,0,1,0,0,0,0
00750B,0,0,0,0,0,0,0,0
00751B,1518,0,0,296.595,2575,2573,0,0
00752,136,0,0,145.285,,,,
00753L,1140,0,0,389.594,,,,
00754B,-4,0,0,0,0,0,0,0
00755B,0,0,0,-0.893,0,0,0,0
