code,fgn,inv,dlrSelf,dlrHedge,mgn,mgnPrev,shrt,shrtPrev
0050,-20060.352,-500,3810,-17004.89,,,,
0051,0,0,-33,67.449,,,,
0052,64,0,0,173.392,,,,
0053,3,0,0,1.148,,,,
0055,-6,0,0,2,,,,
0056,1120.574,0,-82.537,-6325.84,,,,
0057,0,0,0,19.049,,,,
0061,262,0,0,472.334,,,,
006201,-1,0,0,90.182,239,265,0,0
006203,-1,0,0,3,,,,
006204,0,0,0,0.295,,,,
006205,338,0,60,330.022,,,,
006206,33,0,0,212.453,,,,
006207,-11,0,0,132.219,,,,
006208,232.851,0,0,130.09,,,,
00631L,82,0,60,555.972,,,,
00632R,-460,0,565,-17203.835,,,,
00633L,2709,0,570,992.092,,,,
00634R,0,0,0,-324.692,,,,
00635U,0,0,0,-90.972,,,,
00636,254,0,35,-2695.22,,,,
00636K,0,0,0,0,,,,
00637L,3602,0,2949,28143.472,,,,
00638R,5,0,0,-524.001,,,,
00639,263,0,110,292.374,,,,
00640L,-4,0,0,-304.647,,,,
00641R,0,0,0,600.1,,,,
00642U,0,0,0,1728.947,,,,
00643,34,0,0,568.245,,,,
00645,0.95,0,0,-54.251,,,,
00646,418,0,0,3611.55,,,,
00647L,0,0,0,84,,,,
00648R,14,0,0,167,,,,
00650L,171,0,0,-2118.887,,,,
00651R,-51,0,0,449.62,,,,
00652,0,0,0,59.87,,,,
00653L,-6,0,0,187.423,,,,
00654R,0,0,0,85.991,,,,
00655L,543,0,800,713.321,,,,
00656R,0,0,0,-93.89,,,,
00657,0,0,0,29.56,,,,
00657K,0,0,0,0,,,,
00660,8,0,0,125,,,,
00661,0,0,1,-191.389,,,,
00662,-21.484,0,0,-379.206,,,,
00663L,-31,0,0,229.096,,,,
00664R,0,0,-50,-2090.463,,,,
00665L,934,0,575,-4909.57,,,,
00666R,0,0,0,6.25,,,,
00668,0,0,0,106.62,,,,
00668K,0,0,0,0,,,,
00669R,0,0,0,268,,,,
00670L,-13,0,0,-1064.246,,,,
00671R,0,0,0,7189.661,,,,
00673R,0,0,0,-861.212,,,,
00674R,0,0,0,340.182,,,,
00675L,-516.279,0,-20,1290.407,,,,
00676R,0,0,-44,-1494.58,,,,
00678,80,0,0,-60.578,,,,
00679B,9725.1,-3200,152,-2381.689,21423,22067,4,0
00680L,167,0,-1500,4836.402,,,,
00681R,0,0,0,71,,,,
00682U,0,0,0,-0.9,,,,
00683L,0,0,0,46,,,,
00684R,0,0,0,3,,,,
00685L,8,0,0,73.189,,,,
00686R,0,0,0,-1644.939,,,,
00687B,6029.538,0,10,1644.404,27817,28146,789,789
00687C,0,0,0,0,,,,
00688L,84,0,-1666,3479.619,,,,
00689R,0,0,0,100.39,,,,
00690,5,0,0,-2.65,,,,
00692,53.026,0,0,211.808,,,,
00693U,6,0,0,32.027,,,,
00694B,90,0,0,-88.015,2,0,0,0
00695B,-3,0,0,-14.947,0,0,0,0
00696B,2066,0,0,-2119.085,374,372,0,0
00697B,-0.324,0,0,-126.959,58,57,0,0
00700,61,0,0,59.023,,,,
00701,15,0,0,-628.822,,,,
00702,0,0,0,0.566,,,,
00703,26,0,0,35.053,,,,
00706L,0,0,0,399.687,,,,
00708L,2,0,0,245.515,,,,
00709,-1.075,0,0,197.29,,,,
00710B,48,0,0,-42.233,,,,
00711B,11,0,0,-8.72,,,,
00712,601,0,10,370.209,,,,
00713,29.989,-65,0,1395,,,,
00714,25,0,0,-54.268,,,,
00715L,7557,0,0,39234.317,,,,
00717,84,0,0,43.663,,,,
00719B,-43,0,-208,-129.874,221,216,0,0
00720B,2224.094,0,10,-204.201,4179,4192,0,0
00722B,345,0,0,-62.696,146,154,0,0
00723B,3,0,0,-2.048,114,114,0,0
00724B,99,0,0,-58.453,41,41,0,0
00725B,-1566,0,0,-151.786,1510,1518,0,0
00726B,0,0,0,-19.227,8,8,0,0
00727B,0,0,0,0.174,1,1,0,0
00728,-1,0,0,-47.501,,,,
00730,0,0,0,38.121,,,,
00731,221,0,0,-153.573,,,,
00733,33.46,0,0,-42.051,,,,
00734B,56,0,0,-46,4,4,0,0
00735,8,0,0,18,,,,
00736,0,0,-48,56,,,,
00737,-2,0,0,30.876,,,,
00738U,17,0,0,790.856,,,,
00739,5,0,0,121.507,,,,
00740B,920,0,1,-876.405,149,209,0,0
00741B,-1,0,0,-18.692,11,11,0,0
00746B,156,0,0,-148.726,1,1,0,0
00749B,-1,0,0,0,0,0,0,0
00750B,0,0,0,0,0,0,0,0
00751B,-156,0,4,-163.225,7020,7020,0,0
00752,-426,0,0,-4010.086,,,,
00753L,318,0,250,6242.477,,,,
00754B,4,0,0,0,0,0,0,0
00755B,15,0,0,12,0,0,0,0
00756B,236,0,0,-200.926,27,27,0,0
00757,-362.672,0,0,400.416,,,,
00758B,0,0,0,0.019,0,0,0,0
00759B,0,0,0,-0.017,0,0,0,0
00760B,54,0,0,-13.649,3,3,0,0
00761B,132,0,0,54.362,33,33,0,0
00762,5.002,0,0,-23.517,,,,
00763U,0,0,0,-101.007,,,,
00764B,2327,0,0,-1922.467,789,825,0,0
00768B,314,0,0,287.856,46,44,0,0
00770,36,0,0,59.527,,,,
00771,0,0,0,5,,,,
00772B,855,0,0,-85.198,2514,2524,0,0
00773B,217,0,0,152.363,312,312,0,0
00775B,1,0,0,-0.2,,,,
00777B,10,0,0,0,0,0,0,0
00778B,0,0,0,1,0,0,0,0
00779B,0,0,0,30,0,0,0,0
00780B,7,0,0,0,0,0,0,0
00781B,0,0,0,-10,14,14,0,0
00782B,-1,0,0,-4.142,19,19,0,0
00783,0,0,0,54.706,,,,
00785B,0,0,0,0,0,0,0,0
00786B,-2,0,0,80.191,15,15,0,0
00787B,1,0,0,9.273,0,0,0,0
00788B,0,0,0,-11,7,7,0,0
00789B,83,0,0,-63.9,100,100,0,0
00791B,30,0,0,-30,0,0,0,0
00792B,-14,0,0,7,0,0,0,0
00793B,0,0,0,0,0,0,0,0
00794B,6,0,0,7,0,0,0,0
00795B,5249,0,0,-3430.97,5064,5057,0,0
00799B,0,0,0,-73.038,13,14,0,0
00830,1049.13,0,0,733.123,,,,
00834B,0,0,0,1,0,0,0,0
00836B,2,0,0,0.001,1,1,0,0
00840B,0,0,0,0,0,0,0,0
00841B,0,0,0,8,0,0,0,0
00842B,-19,0,0,-20,0,0,0,0
00844B,12,0,0,1,2,2,0,0
00845B,28,0,0,-29,0,0,0,0
00846B,-1,0,0,-5.924,0,0,0,0
00847B,0,0,0,1.679,0,0,0,0
00848B,0,0,0,-0.586,0,0,0,0
00849B,0,0,0,-0.26,0,0,0,0
00850,-20,0,0,-389.967,,,,
00851,0,0,0,0,,,,
00852L,123,0,0,71.231,,,,
00853B,-36,0,0,27.561,11,11,0,0
00856B,0,0,0,-6,0,0,0,0
00857B,642,0,0,-728.405,1519,1623,0,0
00858,85,0,0,448.967,281,280,0,0
00859B,0,0,0,-25.974,10,10,0,0
00860B,0,0,0,-23.793,0,6,0,0
00861,33,0,0,-12.992,,,,
00862B,110,0,0,-132.407,10,10,0,0
00863B,11,0,0,-9,0,0,0,0
00864B,203,0,574,-1240.598,28,28,0,0
00865B,34,0,0,-935.634,,,,
00867B,0,0,0,0,0,0,0,0
00870B,0,0,0,-0.072,0,0,0,0
00875,41,0,0,-51.239,,,,
00876,176,0,0,-118.318,,,,
00877,522,0,114,-619.61,2404,2148,167,159
00878,637.268,0,-10,-16589.646,,,,
00881,229.25,0,0,-6746.008,,,,
00882,2245,0,0,3324.106,,,,
00883B,0,0,0,1.927,0,0,0,0
00884B,0,0,0,-6.842,1,1,0,0
00885,5387,0,0,4615.93,,,,
00886,0,0,0,26.202,0,0,0,0
00887,2594,0,0,974.837,33639,34558,299,334
00888,-1,0,0,163.127,77,77,0,0
00890B,13,0,0,-11,4,4,0,0
00891,-27,0,0,-401.207,,,,
00892,192,0,0,363.854,,,,
00893,102,0,0,332.76,,,,
00894,82,0,0,-368.663,,,,
00895,22,0,0,171.044,,,,
00896,126,0,0,-87.234,,,,
00897,129,0,0,-82.736,,,,
00898,-2,0,0,200.362,,,,
00899,22,0,0,68.105,,,,
00900,1778,0,0,-6148.836,,,,
00901,0,0,0,32.775,,,,
00902,613,0,0,-10.992,,,,
00903,8,0,0,35.654,,,,
00904,135,0,0,247.276,,,,
00905,31,0,0,520.875,,,,
00907,2,0,0,145.796,,,,
00908,12,0,0,-45.805,,,,
00909,476,0,1,683.84,,,,
00910,16.115,0,0,-185.277,,,,
00911,-2,0,0,-41.263,,,,
00912,3.065,0,0,118.307,,,,
00913,6,0,0,46,,,,
00915,706,0,0,3056.929,,,,
00916,209,0,0,1198.887,,,,
00917,74.1,0,0,114.282,,,,
00918,-678,0,0,533.564,,,,
00919,6377.562,1070,1485,-612.065,,,,
00920,357,0,0,-299.645,,,,
00921,146,0,0,77.295,,,,
00922,1195,0,0,-1144.494,,,,
00923,93.48,0,0,343.654,,,,
00924,576.79,0,0,166.503,,,,
00926,64.1,0,0,620.524,,,,
00927,357,0,-51.881,290.122,,,,
00928,43,0,0,-73.21,85,84,6,6
00929,324.893,0,20,6475.687,,,,
00930,22,0,0,494.64,,,,
00931B,59,0,0,226.153,5659,5674,30,0
00932,13,0,0,247.604,,,,
00933B,1562.05,0,0,240.485,2444,2602,0,0
00934,626,0,0,2260.207,,,,
00935,69.877,0,0,-128.106,,,,
00936,25,0,0,1150.752,,,,
00937B,2362,0,-128,3964,21718,22968,5,0
00938,0,0,0,799.287,,,,
00939,-110,0,0,3528.201,,,,
00940,4009,0,0,13646.578,,,,
00941,2389.024,0,0,153.311,,,,
00942B,422,0,0,118.941,181,181,0,0
00943,101,0,0,-47.89,,,,
00944,-5,0,0,179.668,,,,
00945B,-330,0,0,-393.164,,,,
00946,1827,0,0,1134.612,,,,
00947,0,0,24,-455.416,,,,
00948B,2774,0,0,-45.394,1496,1513,0,0
00949,393.877,0,0,341.007,,,,
00950B,2333,0,0,-1718.804,3029,3056,600,0
00951,12,0,0,-164.85,,,,
00952,56,0,294,87.274,,,,
00953B,-770,0,0,-14114.451,,,,
00954,-1,0,0,-58.614,,,,
00955,152,0,10,-392.315,1469,1371,9,9
00956,10,0,0,281.781,,,,
00957B,116,0,0,103.926,203,203,0,0
00958B,-6,0,0,69.119,347,340,0,0
00959B,148,0,0,-648,1522,1592,0,0
00960,7,0,0,410.376,,,,
00961,118,0,0,-3969.169,,,,
00962,3,0,0,176.415,,,,
00963,36,0,0,-357.254,,,,
00964,0,0,0,183.703,,,,
00965,2590.111,0,0,-1251.297,,,,
00966B,22,0,0,6.39,113,113,0,0
00967B,89,0,0,192.929,141,171,0,0
00968B,384,0,0,1302.083,199,219,0,0
00969B,166,0,0,144.767,918,920,0,0
00970B,1119,0,0,350.636,6365,6440,0,0
00971,15,0,0,353.586,,,,
00972,-4,0,0,195.672,,,,
009800,-28,0,0,709.77,,,,
009801,-18,0,0,519.322,,,,
009802,296,0,0,2876.282,,,,
009803,0,0,0,-161.967,,,,
009804,10,0,0,-296.882,,,,
009805,66.2,0,0,-1578.692,,,,
009806,-4,0,0,-10.319,0,0,0,0
009807,0,0,0,-16.181,9,9,0,0
009808,33,0,0,340.127,,,,
00980A,-1,0,10,-3649.433,,,,
00980B,57,0,0,-69.992,6,6,0,0
00980D,0,0,0,-394.029,38,35,0,0
00980T,0,0,0,-73.039,85,90,0,0
009810,0,0,0,259,,,,
009811,134.167,0,0,-583.745,,,,
00981A,1969.651,0,-1000,-40929.049,,,,
00981B,571,0,0,-1282.769,13808,12583,0,0
00982A,-2011,0,-899,-23274.056,,,,
00982B,-60,0,0,209.43,224,230,0,0
00983A,0,0,5,-523.628,,,,
00983B,0,0,0,231,1,1,0,0
00984A,117,0,0,-1625.63,,,,
