code,fgn,inv,dlrSelf,dlrHedge,mgn,mgnPrev,shrt,shrtPrev
0050,-200178.3,4948,-3269.355,-147183.858,,,,
0051,0.015,0,-44,-87.871,,,,
0052,-584.727,555,-1184,-52204.718,,,,
0053,-9.75,0,0,8.147,,,,
0055,28,0,0,35.598,,,,
0056,13146.36,0,-11.387,-90939.335,,,,
0057,-1.001,0,0,-6,,,,
0061,-73,0,0,161.577,,,,
006201,-2,0,0,-98.613,19,17,0,0
006203,1,0,0,-6,,,,
006204,-0.525,0,0,-4.462,,,,
006205,497,0,0,-49.075,,,,
006206,44,0,0,139.211,,,,
006207,-121,0,0,163.453,,,,
006208,-425.983,0,80.733,-7359.966,,,,
00631L,170.556,0,-18,-11621.027,,,,
00632R,-577.1,60,19341,44164.344,,,,
00633L,-446,0,0,2304.145,,,,
00634R,-382,0,0,308.349,,,,
00635U,854.296,0,72,2734.895,,,,
00636,-53,0,0,575.251,,,,
00636K,0,0,0,0,,,,
00637L,3822,0,0,10351.42,,,,
00638R,0,0,0,-155.56,,,,
00639,176,0,-55,733.672,,,,
00640L,3,0,-40,-413.768,,,,
00641R,-60,0,0,1367.263,,,,
00642U,10912.577,0,-2860,-17085.448,,,,
00643,-432,0,0,1011.841,,,,
00645,-10.83,0,0,-383.731,,,,
00646,-571.984,0,0,-1710.705,,,,
00647L,-2,0,0,-118.155,,,,
00648R,-52,0,0,1642.298,,,,
00650L,-244,0,0,747.919,,,,
00651R,-31,0,0,-190.43,,,,
00652,-46.56,0,-36,199.824,,,,
00653L,51,0,0,208.812,,,,
00654R,0,0,0,167.848,,,,
00655L,-490,0,0,1022.719,,,,
00656R,0,0,0,1.09,,,,
00657,30,0,0,-81.141,,,,
00657K,0,0,0,0,,,,
00660,0,0,0,-99,,,,
00661,-30.93,0,0,-482.189,,,,
00662,-1190.286,0,-66,1002.869,,,,
00663L,219.28,0,0,-19537.761,,,,
00664R,-65,0,-95,27727.827,,,,
00665L,-937,0,0,8191.788,,,,
00666R,142,0,0,-237.89,,,,
00668,-2,0,0,47.595,,,,
00668K,0,0,0,0,,,,
00669R,0,0,0,1100.814,,,,
00670L,11.1,0,-11,-1812.995,,,,
00671R,-55,0,0,-9022.736,,,,
00673R,-6,0,-222,-11757.279,,,,
00674R,0,0,0,2750,,,,
00675L,-3660.9,0,-60,-3613.466,,,,
00676R,-4,0,1249,1629.496,,,,
00678,0,0,0,13.381,,,,
00679B,44868.901,0,1177,18234.846,6339,6282,100,0
00680L,343,0,-1380,49191.268,,,,
00681R,0,0,0,73,,,,
00682U,0,0,0,-123.05,,,,
00683L,610,0,0,-85.059,,,,
00684R,0,0,0,12,,,,
00685L,-16.658,0,-50,-2228.568,,,,
00686R,-30,0,0,3884.451,,,,
00687B,47305,0,-967,17002.367,10322,10498,6,1
00687C,0,0,0,0.1,,,,
00688L,231,0,0,26806.353,,,,
00689R,455,0,0,-460,,,,
00690,-2,0,0,-354.997,,,,
00692,30.47,0,0,-480.463,,,,
00693U,-525,0,0,-2383.413,,,,
00694B,642,0,0,-467.565,0,0,0,0
00695B,336,0,0,-202.626,0,0,0,0
00696B,4252,0,-304,-2094.127,182,191,0,0
00697B,52,0,0,566.222,13,5,0,0
00700,391,0,0,249.448,,,,
00701,-27,0,0,-9.443,,,,
00702,-14.95,0,0,30.987,,,,
00703,0,0,0,15.512,,,,
00706L,-56,0,0,-382.658,,,,
00707R,0,0,0,-1,,,,
00708L,64.125,0,54,2333.684,,,,
00709,-51.604,0,0,-117.247,,,,
00710B,39,0,0,-1.075,,,,
00711B,-2,0,0,-1.383,,,,
00712,-5257,0,0,-14831.669,,,,
00713,-1530.828,0,24,2638.464,,,,
00714,50,0,0,50.066,,,,
00715L,12110.71,0,0,-5038.982,,,,
00717,45.15,0,0,18,,,,
00719B,4711.723,0,-45,5762.082,84,77,0,0
00720B,4905,0,340,6669.9,3270,3098,84,5
00722B,1561,0,-5,10.708,110,110,0,0
00723B,-74,0,0,79,114,114,0,0
00724B,408,0,0,131.629,35,35,0,0
00725B,7847,0,-10,2268.541,751,744,0,0
00726B,201,0,0,-87.108,2,2,0,0
00727B,3,0,0,12.73,0,0,0,0
00728,-62,0,0,72.55,,,,
00730,-105.991,0,0,-315.538,,,,
00731,-233,0,0,308.893,,,,
00733,-311.97,0,23.435,143.009,,,,
00734B,,,,,0,0,0,0
00735,-106.25,0,0,-626.199,,,,
00736,0,0,8,-11,,,,
