code,fgn,inv,dlrSelf,dlrHedge,mgn,mgnPrev,shrt,shrtPrev
0050,-31150.923,700,6639.611,-6579.946,,,,
0051,3.1,0,24,-70.751,,,,
0052,-887.715,-907,247.012,-1212.106,,,,
0053,0,0,0,-17.588,,,,
0055,12,0,0,19.145,,,,
0056,-9982.161,0,1,-7356.599,,,,
0057,7,0,0,-7.935,,,,
0061,183,0,0,64.937,,,,
006201,-2,-15,0,-44.482,95,66,0,0
006203,0,0,0,-5,,,,
006204,-7,0,0,5.103,,,,
006205,186,0,0,-66.533,,,,
006206,196,0,0,-177.693,,,,
006207,76,0,0,-64.595,,,,
006208,18.602,0,0,-213.007,,,,
00631L,-147.668,0,0,-716.299,,,,
00632R,582,0,239,-1417.902,,,,
00633L,210,0,0,-8.169,,,,
00634R,0,0,0,0.1,,,,
00635U,-1862.048,0,-632,-9043.148,,,,
00636,299,0,0,77.792,,,,
00636K,0,0,0,0,,,,
00637L,8754,0,108,1287.455,,,,
00638R,0,0,0,18,,,,
00639,180,0,0,736.146,,,,
00640L,-6,0,0,-49.117,,,,
00641R,0,0,0,-302.838,,,,
00642U,377.5,0,67,114.713,,,,
00643,50,0,0,122.98,,,,
00643K,0,0,0,0,,,,
00645,0,0,0,-67.554,,,,
00646,-11.846,60,0,-1080.992,,,,
00647L,3,0,0,-60.224,,,,
00648R,7,0,1001,-1271.7,,,,
00650L,676,0,0,-2845.58,,,,
00651R,0,0,0,167.38,,,,
00652,0,0,65,-91.464,,,,
00653L,-2,0,0,-174.302,,,,
00654R,0,0,0,-31,,,,
00655L,38,0,0,304.188,,,,
00656R,0,0,0,40,,,,
00657,0.015,0,0,-10.866,,,,
00657K,0,0,0,0,,,,
00660,0,0,0,1,,,,
00661,1,0,0,45.908,,,,
00662,-812.192,0,5,132.195,,,,
00663L,-124,0,0,-785.388,,,,
00664R,0,0,0,1644.929,,,,
00665L,51,0,0,-10238.4,,,,
00666R,0,0,0,34,,,,
00668,0,0,0,-7.649,,,,
00668K,0,0,0,0,,,,
00669R,0,0,0,2307,,,,
00670L,-2,0,0,-123.213,,,,
00671R,0,0,0,5010,,,,
00673R,71,0,0,-60.876,,,,
00674R,-29,0,-8,2026.312,,,,
00675L,-10,0,-24,-52.62,,,,
00676R,4,0,0,166,,,,
00678,0,0,1,4.774,,,,
00679B,142,0,155,16265.272,6266,6321,0,100
00680L,-2,0,-350,14306.539,,,,
00681R,-5,0,0,22.97,,,,
00682U,0,0,0,-2.692,,,,
00683L,0,0,0,11.876,,,,
00684R,0,0,0,-144.024,,,,
00685L,-12,0,0,43.903,,,,
00686R,25,0,0,-111,,,,
00687B,-768,0,0,19178.672,9450,9436,0,0
00687C,0,0,0,0,,,,
00688L,183,0,0,10396.094,,,,
00689R,0,0,0,-0.05,,,,
00690,-5,0,0,107.024,,,,
00692,8.012,0,0,57.11,,,,
00693U,38,0,0,499.819,,,,
00694B,-39,0,0,53.67,0,0,0,0
00695B,-141,0,0,129.521,0,0,0,0
00696B,-4,0,27,-44.866,182,182,0,0
00697B,-75,0,0,118.394,5,5,0,0
00700,320,0,10,19.332,,,,
00701,-2,0,0,118.6,,,,
00702,0.05,0,0,10.195,,,,
00703,0,0,0,-0.248,,,,
00706L,-82,0,0,4858.348,,,,
00708L,-2811.54,0,-85,-4338.088,,,,
00709,-1,0,0,9.814,,,,
00710B,100,0,0,8.32,,,,
00711B,49,0,0,-50.915,,,,
00712,11577.114,0,50,-28169.002,,,,
00713,152.294,0,0,-595.437,,,,
00714,58,0,0,46.666,,,,
00715L,111,0,0,-2530.463,,,,
00717,0,0,0,1.992,,,,
00719B,-392.95,0,0,-22.892,73,73,0,0
00720B,6176,0,15,1120.27,3076,3069,0,0
00722B,1094.5,0,0,-274.776,110,110,0,0
00723B,50,0,0,-47,114,114,0,0
00724B,58,0,0,17.636,35,35,0,0
00725B,1869,0,0,35.026,718,720,0,0
00726B,-5,0,0,-19.059,1,1,0,0
00727B,6,0,0,2.531,0,0,0,0
00728,8,0,0,53.342,,,,
00730,3,0,0,112.362,,,,
00731,-4,0,0,34.557,,,,
00733,-90.99,0,0,321.968,,,,
00734B,0,0,0,0.905,0,0,0,0
00735,218.32,0,10,-64,,,,
00736,0,0,-60,58,,,,
00737,11,0,0,-26.434,,,,
00738U,-123.893,0,0,-2915.211,,,,
00739,4,0,0,12.835,,,,
00740B,2227,0,0,-2085.257,91,91,0,0
00741B,18,0,0,0.073,12,12,0,0
00746B,1109,0,0,-1093.698,0,0,0,0
00749B,-3,0,0,-10,0,0,0,0
00750B,10,0,0,-10,0,0,0,0
00751B,6398,0,-1470,2861.184,3716,3867,0,0
00752,-139.5,0,0,-141.277,,,,
00753L,-2992,0,0,-7157.256,,,,
00754B,9,0,0,0,0,0,0,0
00755B,26,0,0,-21,6,6,0,0
00756B,1,0,0,-23,21,21,0,0
00757,2.23,0,6,310.759,,,,
00758B,0,0,0,0,0,0,0,0
00759B,0,0,0,0,0,0,0,0
00760B,0,0,0,0.405,3,3,0,0
00761B,110,0,0,-21.815,31,31,0,0
00762,169,0,0,-29.419,,,,
00763U,231,0,2,176.035,,,,
00764B,194,0,0,233.719,46,46,0,0
00768B,189,0,0,-52.912,2,2,0,0
00770,67,0,0,36.402,,,,
00771,0,0,0,20.003,,,,
00772B,3045.04,0,0,-1242.794,2181,2186,0,0
00773B,1616,0,0,-1230.434,307,307,0,0
00775B,0,0,0,0.065,,,,
00777B,5,0,0,0,0,0,0,0
00778B,0,0,0,0,0,0,0,0
00779B,1,0,0,2,0,0,0,0
00780B,-11,0,0,-0.447,0,0,0,0
00781B,1,0,0,-1.244,20,23,0,0
00782B,0,0,0,55,25,25,0,0
00783,373,0,0,-346.969,,,,
00785B,0,0,0,0.028,0,0,0,0
00786B,0,0,0,1.939,15,15,0,0
00787B,12,0,0,5.573,0,0,0,0
00788B,2,0,0,68.5,23,23,0,0
00789B,6,0,0,-0.059,0,0,0,0
00791B,0,0,0,0,0,0,0,0
00792B,33,0,0,-20,0,0,0,0
00793B,0,0,0,5,0,0,0,0
00795B,2257,0,2,2438.571,3434,3465,0,0
00799B,0,0,0,24.7,16,16,0,0
00830,2339.17,0,100,1805.887,,,,
00834B,0,0,0,0,0,0,0,0
00836B,0,0,0,-7,0,0,0,0
00840B,0,0,0,0,0,0,0,0
00841B,0,0,0,1,0,0,0,0
00842B,0,0,0,76,0,0,0,0
00844B,0,0,0,7.983,1,1,0,0
00845B,0,0,0,-0.063,0,0,0,0
00846B,5,0,0,4.505,0,0,0,0
00847B,0,0,0,19.013,0,0,0,0
00848B,4,0,0,-4,0,0,0,0
00849B,-2,0,0,3.516,0,0,0,0
00850,24.128,0,0,63.468,,,,
00851,0,0,0,1.182,,,,
00852L,0,0,0,-134.88,,,,
00853B,49,0,0,36.614,5,5,0,0
00856B,-2,0,0,5,0,0,0,0
00857B,600,0,0,387,458,417,0,0
00858,-6.9,0,0,-166.731,104,114,0,0
00859B,-4,0,0,-82,10,10,0,0
00860B,0,0,0,-10,0,0,0,0
00861,11.283,0,0,-26.671,,,,
00862B,239,0,0,-173.455,11,21,0,0
00863B,13,0,0,-14,0,0,0,0
00864B,-488,0,122,-45.657,1,1,0,0
00865B,-507.9,0,0,-538.57,,,,
00867B,0,0,0,-4,0,0,0,0
00870B,-1,0,0,-1,0,0,0,0
00875,4,0,0,27.592,,,,
00876,4.004,0,0,-4.966,,,,
00877,955,0,212,964.131,6739,6791,345,348
00878,-3871.11,0,5,-1200.418,,,,
00881,-568.426,-840,2,1618.284,,,,
00882,387.72,0,0,760.055,,,,
00883B,4,0,0,-1.881,0,0,0,0
00884B,0,0,0,2.755,0,0,0,0
00885,-749.9,0,10,-1242.467,,,,
00886,0,0,0,0.022,3,3,0,0
00887,1085,0,0,1797.322,14668,15178,182,185
00888,-48,0,0,-22.491,55,51,0,0
00890B,9,0,0,2,4,4,0,0
00891,-25,0,0,527.591,,,,
00892,-181.685,0,0,79.341,,,,
00893,802.09,0,0,-235.064,,,,
00894,33,0,0,112.762,,,,
00895,66.035,0,0,-50.349,,,,
00896,117,0,0,475.514,,,,
00897,543,0,0,-526.563,,,,
00898,257,0,0,-24.379,,,,
00899,-1,0,0,58.808,,,,
00900,38.316,0,0,4448.444,,,,
00901,-58,0,0,55.543,,,,
00902,802,0,0,294.096,,,,
00903,12,0,0,30.689,,,,
00904,-64.8,0,0,-842.876,,,,
00905,37,0,0,276.587,,,,
00907,-12,0,0,75.44,,,,
00908,174,0,25,-227.209,,,,
00909,197,0,-10,374.571,,,,
00910,11.83,0,1,652.802,,,,
00911,7.258,0,0,-25.179,,,,
00912,23,0,0,-154.783,,,,
00913,52,0,0,172.334,,,,
00915,-51,0,0,1329.486,,,,
00916,-12.45,0,0,-26.417,,,,
00917,483,0,0,-498.631,,,,
00918,-101.75,0,0,-7538.141,,,,
00919,-1788.597,0,0,-53290.623,,,,
00920,109,0,0,25.237,,,,
00921,13,0,0,157.286,,,,
00922,-3923.692,0,12,424.756,,,,
00923,105.101,0,0,-17.17,,,,
00924,-110.96,0,0,-494.674,,,,
00926,-1,0,0,-100.66,,,,
00927,-419,0,-10,-975.734,,,,
00928,-3,0,0,-54.488,24,20,0,0
00929,1574.9,0,305,2392.495,,,,
00930,-25,0,0,-385.949,,,,
00931B,943.08,0,0,1561.067,4026,4045,0,0
00932,-21,0,0,223.018,,,,
00933B,3796,0,-900,3172.927,839,845,0,0
00934,-260,0,0,56.285,,,,
00935,-204.09,-293,0,989.113,,,,
00936,99,0,0,384.773,,,,
00937B,52396,0,-1970,-630.877,10805,11240,0,0
00938,-9,0,0,182.92,,,,
00939,-25,0,-0.07,1623.241,,,,
00940,-1701,0,982,13105.692,,,,
00941,1131.727,0,0,-645.675,,,,
00942B,1064,0,0,362.131,21,221,0,0
00943,-47,0,0,240.166,,,,
00944,25,0,0,471.623,,,,
00945B,4142,0,0,-2828.492,,,,
00946,93,0,0,1980.607,,,,
00947,342.25,0,0,-626.599,,,,
00948B,10862.001,0,0,-5030.784,675,690,0,0
00949,-39,0,0,150.36,,,,
00950B,2747,0,0,659.574,1150,1342,0,0
00951,225,0,0,850.269,,,,
00952,-69,0,0,26.551,,,,
00953B,10859.156,0,0,-9490,,,,
00954,21.02,0,323,-28.603,,,,
00955,-265.98,0,-389,-608,3923,3872,29,139
00956,2,0,0,68.948,,,,
00957B,4,0,0,368.798,27,27,0,0
00958B,10,0,0,3108.245,12,12,0,0
00959B,1386,0,0,8.8,946,946,0,0
00960,-88,0,0,1824.447,,,,
00961,-392,0,0,-1832.397,,,,
00962,10,0,0,83.484,,,,
00963,221,0,0,-462.717,,,,
00964,33,0,0,-414.039,,,,
00965,1335.92,-250,0,1985.649,,,,
00966B,2,0,0,363.349,93,93,0,0
00967B,0,0,0,74.887,8,8,0,0
00968B,2983,0,0,159.114,71,71,0,0
00969B,160,0,0,890.739,364,360,0,0
00970B,0,0,0,1932.873,278,278,0,0
00971,-25,0,0,108.045,,,,
00972,4,0,0,-2.368,,,,
009800,-25.9,0,0,-119.093,,,,
009801,-1,0,0,209.854,,,,
009802,-94,0,0,993.236,,,,
009803,-42,0,0,297.533,,,,
009804,-128,0,0,126.279,,,,
009805,94.526,0,120,1170.295,,,,
009806,0,0,0,-7.923,0,0,0,0
009807,0,0,0,77,43,43,0,0
009808,-37,0,0,22.288,,,,
009809,133,0,0,61.905,,,,
00980A,133.3,0,0,1472.107,,,,
00980B,0,0,0,182.02,3,3,0,0
00980D,12,0,0,613.894,206,206,0,0
00980T,21,0,0,289.787,15,17,0,0
009810,-1,0,0,11.262,,,,
009811,49,0,0,574.19,,,,
009812,-241,0,-20,624.794,,,,
009813,-5,0,0,-1160,,,,
009814,33,0,0,-78.352,39,39,0,0
009815,6,0,-367,-917.399,2841,2879,1,1
009816,-6283.229,400,0,-1588.743,,,,
009817,933,0,50,587.499,,,,
00981A,-10464.205,0,1821,-64519.723,,,,
00981B,4565,0,0,-3021.613,13847,13903,0,0
00981D,401.5,0,0,-1194.432,21033,21453,0,0
00981T,0,0,30,390.296,,,,
00982A,-1046.92,0,-135,5388.607,,,,
00982B,123,0,0,0.732,101,101,0,0
00982D,1467,0,0,-1185,,,,
00982T,18,0,0,104.497,,,,
00983A,132,0,0,657.01,,,,
00983B,-37,0,0,302.289,10,44,0,0
00983D,689,0,0,-520.909,,,,
00984A,-99,0,5,-242.101,,,,
00984B,6850,0,0,-1.812,1224,1306,0,0
00984D,151,0,0,440,,,,
00985A,-486,0,292,277.796,,,,
00985B,2572,0,-4277,4936.245,,,,
00986A,-10,0,0,430.151,,,,
00986B,98,0,0,0.7,0,0,0,0
00987A,273,0,-540.588,-1382.764,,,,
00987B,-1,0,0,-13.616,93,93,0,0
00988A,2939,0,1554,-6739.876,,,,
00989A,124,0,0,395.369,,,,
00990A,4125.1,0,-450,11745.542,,,,
00991A,-14740.048,0,96,-4247.192,,,,
00992A,-5633.29,580,180,-37037.136,,,,
00993A,-1698,0,0,4508.125,,,,
00994A,-148,0,0,-8129.274,,,,
00995A,99,0,0,-3468.294,,,,
01007T,6,0,0,0,,,,
020000,0,0,0,-15,,,,
02001L,0,0,0,-1,,,,
02001R,0,0,0,-93,,,,
020020,0,0,0,1,,,,
020025,0,0,0,317,,,,
020027,0,0,0,-4,,,,
020028,0,0,0,-1,,,,
020029,0,0,0,3,,,,
020030,0,0,0,18,,,,
020031,0,0,0,5,,,,
020032,0,0,0,3,,,,
020033,0,0,0,-6,,,,
020034,0,0,0,-1,,,,
020035,0,0,0,-1,,,,
020036,0,0,0,1,,,,
020037,0,0,0,0,,,,
020039,0,0,0,-11,,,,
020040,0,0,0,-6,,,,
020041,0,0,0,-7,,,,
030003,0,0,0,20,,,,
030012,0,0,0,102,,,,
