code,fgn,inv,dlrSelf,dlrHedge,mgn,mgnPrev,shrt,shrtPrev
0050,-3125.829,-2500,4208,-7564.543,,,,
0051,2,0,0,4.743,,,,
0053,3,0,0,-13.539,,,,
0055,6,0,0,-468.205,,,,
0056,-3438.477,0,-2210,-802.629,,,,
0057,0,0,0,7.023,,,,
0061,256,0,0,137.035,,,,
006201,-1,0,0,-24.725,83,52,0,0
006204,1,0,0,1.413,,,,
006205,264,0,-1,-66.275,,,,
006206,155,0,0,409.088,,,,
006207,25,0,0,14.604,,,,
006208,-1887.686,1,-21,2099.028,,,,
00631L,294.829,0,151,542.867,,,,
00632R,-814,1000,-83,-31209.85,,,,
00633L,-446,0,0,1242.753,,,,
00634R,0,0,0,-126,,,,
00635U,5075,0,-18,-5335.855,,,,
00636,18,0,40,1149.608,,,,
00636K,0,0,0,0,,,,
00637L,97,0,0,3097.238,,,,
00638R,-1,0,0,149.301,,,,
00639,91,0,0,9.07,,,,
00640L,0,0,0,-63.04,,,,
00641R,0,0,0,-1866.2,,,,
00642U,-18,0,0,-2526.949,,,,
00643,42,0,-85,83.107,,,,
00643K,0,0,0,0,,,,
00645,16,0,0,-1.307,,,,
00646,492.302,0,0,1738.126,,,,
00647L,1,0,0,-5.8,,,,
00648R,0,0,0,-506.791,,,,
00650L,-1710,0,0,964.054,,,,
00651R,65,0,0,442,,,,
00652,-2,0,0,82.061,,,,
00653L,1,0,0,29.219,,,,
00654R,0,0,0,2.998,,,,
00655L,-38,0,0,428.193,,,,
00656R,-104,0,0,-72.97,,,,
00657,0,0,0,116.489,,,,
00657K,0,0,0,0,,,,
00660,-1,0,0,-3,,,,
00661,23,0,5,-0.54,,,,
00662,56.05,0,0,3952.704,,,,
00663L,1051,0,0,4053.968,,,,
00664R,0,0,-100,-2909.684,,,,
00665L,-2124,0,0,-7410.52,,,,
00666R,-51,0,0,59.88,,,,
00668,27,0,0,-87.057,,,,
00668K,0,0,0,0,,,,
00669R,0,0,0,1108.946,,,,
00670L,-21.99,0,0,-56.516,,,,
00671R,0,0,0,3159.001,,,,
00673R,21,0,0,5521.112,,,,
00674R,0,0,0,613.203,,,,
00675L,-140,0,-60,1365.037,,,,
00676R,0,0,0,-2935.985,,,,
00678,-80.853,0,0,90.334,,,,
00679B,-2586.963,0,-2960,4193.302,13502,13465,0,0
00680L,3,0,170,2394.691,,,,
00681R,4,0,0,-6,,,,
00682U,0,0,0,0.955,,,,
00683L,104,0,0,792.268,,,,
00684R,0,0,0,266.649,,,,
00685L,-34,0,0,282.403,,,,
00686R,0,0,0,-1874.64,,,,
00687B,-2682,0,0,7465.276,21593,21704,88,82
00687C,0,0,0,-0.7,,,,
00688L,0,0,0,-342.197,,,,
00689R,0,0,0,0,,,,
00690,56,0,0,-28.012,,,,
00692,111,0,-991,1241.852,,,,
00693U,532,0,0,1287.99,,,,
00694B,-1,0,0,11.437,0,0,0,0
00695B,-6,0,0,21.69,0,0,0,0
00696B,-133,0,300,205.683,348,348,0,0
00697B,-1,0,0,98.783,19,19,0,0
00700,50,0,0,-95.49,,,,
00701,-12,0,0,148.619,,,,
00702,0,0,0,4,,,,
00703,2,0,0,41.072,,,,
00706L,0,0,0,-1789.301,,,,
00708L,-70,0,0,-172.079,,,,
00709,3,0,0,78,,,,
00710B,127,0,0,-34.851,,,,
00711B,0,0,0,-1.994,,,,
00712,2,0,0,-1840.385,,,,
00713,541.87,0,0,3454.917,,,,
00714,-100,0,0,120.669,,,,
00715L,-17020,0,0,-33595.692,,,,
00717,278,0,0,-226,,,,
00719B,-373,0,0,425.724,126,116,0,0
00720B,1674,0,0,1173.841,4180,4180,44,44
00722B,83,0,0,-26.515,178,178,0,0
00723B,32,0,0,-20,114,114,0,0
00724B,10,0,0,-37.374,53,53,0,0
00725B,394,0,0,137.725,1332,1335,0,0
00726B,18,0,0,6.038,6,6,0,0
00727B,0,0,0,8.184,2,2,0,0
00728,9,0,0,64.467,,,,
00730,6,0,0,-21.125,,,,
00731,274,0,0,-120.557,,,,
00733,30.01,0,0,171.878,,,,
00734B,-59,0,0,63.004,0,0,0,0
00735,67,0,0,-138,,,,
00736,0,0,3,-2,,,,
00737,29,0,0,-35.78,,,,
00738U,175,0,0,-273.502,,,,
00739,5,0,0,13.705,,,,
00740B,701,0,0,-657.053,117,117,0,0
00741B,14,0,0,82.042,16,16,0,0
00746B,0,0,0,3.051,1,1,0,0
00749B,2,0,0,0,0,0,0,0
00750B,0,0,0,0,0,0,0,0
00751B,603,0,0,488.497,4032,4032,0,0
00752,21,0,0,113.6,,,,
00753L,298,0,0,-7878.289,,,,
00754B,2,0,0,2,0,0,0,0
00755B,31,0,0,-33,0,0,0,0
00756B,168,0,0,-62,21,21,0,0
00757,-42.058,0,-20,29.688,,,,
00758B,0,0,0,0,0,0,0,0
00759B,0,0,0,0.028,0,0,0,0
00760B,1,0,0,-3.007,3,3,0,0
00761B,-1,0,0,481.576,31,31,0,0
00762,5.003,150,29,-326.14,,,,
00763U,-6,0,0,-178.309,,,,
00764B,-6,0,0,228.553,182,187,0,0
00768B,344,0,0,372.521,33,59,0,0
00770,56,0,0,-223,,,,
00771,0,0,0,-82,,,,
00772B,32,0,0,481.658,2307,2307,0,0
00773B,-96,0,0,227.628,303,303,0,0
00775B,0,0,0,-0.045,,,,
00777B,0,0,0,0,0,0,0,0
00778B,0,0,0,-1,0,0,0,0
00779B,0,0,0,2,4,4,0,0
00780B,-3,0,0,-0.741,0,0,0,0
00781B,0,0,0,-11,21,21,0,0
00782B,-1,0,0,0,20,20,0,0
00783,1,0,0,-18.994,,,,
00785B,0,0,0,0,0,0,0,0
00786B,0,0,0,5.747,15,15,0,0
00787B,2,0,0,0.97,0,0,0,0
00788B,2,0,0,16.1,3,3,0,0
00789B,2,0,0,0.001,0,0,0,0
00791B,0,0,0,0,0,0,0,0
00792B,54,0,0,-49,0,0,0,0
00793B,0,0,0,0,0,0,0,0
00795B,118,0,0,1969.874,4801,4815,0,0
