code,fgn,inv,dlrSelf,dlrHedge,mgn,mgnPrev,shrt,shrtPrev
0050,1195.3,8500,-2801.155,-12370.637,,,,
0051,12.982,0,17,26.9,,,,
0052,1414.138,659,677,-27480.722,,,,
0053,1,0,0,21.668,,,,
0055,-14.852,0,0,27.629,,,,
0056,10587.049,0,-3,82607.172,,,,
0057,2,0,0,3.73,,,,
0061,-1,0,0,100.125,,,,
006201,8,0,0,-28.079,10,9,0,0
006203,1,0,0,9,,,,
006204,10,0,0,-8.054,,,,
006205,-1,0,0,82.199,,,,
006206,-1,0,0,45.813,,,,
006207,29,0,0,67.027,,,,
006208,1069.427,0,0,751.979,,,,
00631L,52.805,0,85,-929.9,,,,
00632R,6569,0,3493,-9728.781,,,,
00633L,225,0,0,-506.896,,,,
00634R,0,0,0,-95.6,,,,
00635U,149.759,0,90,548.936,,,,
00636,-1,0,23,106.993,,,,
00636K,0,0,0,0,,,,
00637L,-7007,0,0,250.502,,,,
00638R,0,0,0,85.72,,,,
00639,-15,0,0,-147.082,,,,
00640L,-43,0,0,-517.699,,,,
00641R,0,0,0,-276.105,,,,
00642U,-239.084,0,0,5529.931,,,,
00643,66,0,0,-85.504,,,,
00645,-0.899,0,0,-432.597,,,,
00646,-250.228,0,0,-1143.508,,,,
00647L,0,0,0,1.691,,,,
00648R,8,0,0,185.8,,,,
00650L,-88,0,0,1468.025,,,,
00651R,0,0,0,354,,,,
00652,-3,0,0,117.714,,,,
00653L,9,0,0,278.183,,,,
00654R,0,0,0,4.745,,,,
00655L,116,0,0,457.815,,,,
00656R,0,0,0,46.72,,,,
00657,-9,0,0,-156.358,,,,
00657K,0,0,0,0,,,,
00660,-1,0,0,-23,,,,
00661,-72,0,0,-281.717,,,,
00662,-171.799,0,-33,-2655.043,,,,
00663L,143,0,0,-501.794,,,,
00664R,0,0,-171,-1934.731,,,,
00665L,2420,0,0,5589.741,,,,
00666R,19,0,0,6.77,,,,
00668,-2,0,0,-33.822,,,,
00668K,0,0,0,0,,,,
00669R,0,0,0,675.946,,,,
00670L,49.1,0,0,205.618,,,,
00671R,0,0,0,-625.035,,,,
00673R,0,0,0,-4326.518,,,,
00674R,-70,0,0,2566.596,,,,
00675L,203,0,-101,117.51,,,,
00676R,0,0,0,-2083.437,,,,
00678,0,0,0,-53,,,,
00679B,29771,0,180,23650.327,8991,9480,0,44
00680L,2717,0,535,42344.189,,,,
00681R,0,0,0,-25.246,,,,
00682U,0,0,0,-2.75,,,,
00683L,0,0,0,-111.1,,,,
00684R,0,0,0,87.16,,,,
00685L,11.2,0,-41,-21.846,,,,
00686R,12,0,0,-2860.276,,,,
00687B,7744.004,0,1541,21470.445,12779,12687,534,34
00687C,0,0,0,0,,,,
00688L,188,0,0,23233.677,,,,
00689R,50,0,0,-60.1,,,,
00690,-1,0,0,-132.167,,,,
00692,305,0,0,837.46,,,,
00693U,64,0,0,266.205,,,,
00694B,87,0,0,-129.21,0,0,0,0
00695B,347.125,0,0,-331.728,0,0,0,0
00696B,1284,0,-299,870.198,198,198,0,0
00697B,-5,0,0,-14.883,5,5,0,0
00700,287,0,0,93.544,,,,
00701,498,0,0,1252.255,,,,
00702,0,0,0,7.834,,,,
00703,0,0,0,12.54,,,,
00706L,-56,0,0,2599.315,,,,
00707R,0,0,0,-1.1,,,,
00708L,96.02,0,-135,1291.651,,,,
00709,-22.99,0,0,-78,,,,
00710B,-37,0,0,15.1,,,,
00711B,3,0,0,5.031,,,,
00712,-1183.7,0,0,-9361.8,,,,
00713,3952.945,0,-75,12226.198,,,,
00714,3,0,0,136.37,,,,
00715L,-669,0,0,5341.072,,,,
00717,333,0,0,148,,,,
00719B,-1035,0,10,-1027.73,77,78,0,0
00720B,1104,0,0,3128.703,3238,3249,0,0
00722B,-317,0,0,849.332,112,112,0,0
00723B,-20,0,0,32,114,114,0,0
00724B,-405,0,0,479.681,36,38,0,0
00725B,-1980,0,0,3039.656,792,1021,0,0
00726B,4,0,0,-25.549,6,1,0,0
00727B,-13,0,0,-0.474,0,0,0,0
00728,36,0,0,167.985,,,,
00730,48,0,0,63.903,,,,
00731,5,0,0,285.546,,,,
00733,360.103,0,-53,541.464,,,,
00734B,-25,0,0,25,0,0,0,0
00735,-9.91,0,15,-232,,,,
00736,0,0,-6,0,,,,
00737,8,0,0,4.95,,,,
00738U,2207.973,0,0,3489.844,,,,
00739,52,0,0,-55.026,,,,
00740B,139,0,0,249.995,94,98,0,0
00741B,-6,0,0,27.572,21,20,0,0
00746B,-175,0,0,147.011,0,0,0,0
00749B,0,0,0,2,0,0,0,0
00750B,-10,0,0,10,0,0,0,0
00751B,-2036,0,250,4414.421,3707,3719,0,0
00752,-70,0,0,-255.986,,,,
00753L,717,0,0,4236.738,,,,
00754B,-56,0,0,61,0,0,0,0
00755B,-77,0,0,102.467,9,9,0,0
00756B,17,0,0,30,21,21,0,0
00757,65.542,0,23,51.531,,,,
00758B,0,0,0,0,0,0,0,0
00759B,-41,0,0,44.962,0,0,0,0
00760B,-4,0,0,0.253,3,3,0,0
00761B,19,0,0,23.911,31,31,0,0
00762,244,0,0,-241.962,,,,
00763U,71,0,0,722.743,,,,
00764B,110,0,0,648.329,55,50,0,0
00768B,174,0,0,431.685,4,4,0,0
00770,278,0,0,-361.29,,,,
00771,0,0,0,78,,,,
00772B,-40,0,0,1367.378,2138,2138,0,0
00773B,-21,0,0,453.208,307,307,0,0
00775B,0,0,0,21.054,,,,
00777B,-16,0,0,15,0,0,0,0
00778B,-23,0,0,23,0,0,0,0
00779B,-20,0,0,73,0,0,0,0
00780B,-20,0,0,-2.747,0,0,0,0
00781B,-28,0,0,0,26,23,0,0
00782B,0,0,0,-45,25,25,0,0
00783,0,0,0,-72.059,,,,
00785B,125,0,0,-125,0,0,0,0
00786B,-27,0,0,45,15,15,0,0
00787B,0,0,0,8,0,0,0,0
00788B,-16,0,0,106,35,35,0,0
00789B,-10,0,0,9.6,0,0,0,0
00791B,53,0,0,1.989,0,0,0,0
00792B,-98,0,0,97,0,0,0,0
00793B,-32,0,0,32,0,0,0,0
00795B,4811,0,362,2256.71,4627,4685,0,0
00799B,-2,0,0,-32.481,16,16,0,0
00830,2789.244,0,0,-760.948,,,,
00834B,0,0,0,0,0,0,0,0
00836B,-27,0,0,32,0,0,0,0
00840B,0,0,0,0,0,0,0,0
00841B,0,0,0,0,0,0,0,0
00842B,0,0,0,10,0,0,0,0
00844B,-51,0,0,53,1,1,0,0
00845B,-1,0,0,1,0,0,0,0
00846B,0,0,0,-2.012,0,0,0,0
00847B,0,0,0,12,0,0,0,0
00848B,-96,0,0,95.997,0,0,0,0
00849B,-50,0,0,40.894,0,0,0,0
00850,279,0,0,658.961,,,,
00851,2,0,0,-0.443,,,,
00852L,0,0,0,76.356,,,,
00853B,-241,0,0,251.609,5,5,0,0
00856B,18,0,0,70.554,0,0,0,0
00857B,1280,0,0,1678.607,520,531,0,0
00858,26,0,0,-55.517,154,159,0,0
00859B,200,0,0,-348.949,12,12,0,0
00860B,0,0,0,92.559,0,0,0,0
00861,69.002,0,0,40.135,,,,
00862B,-379,0,0,452.883,10,10,0,0
00863B,-87,0,0,90,0,0,0,0
00864B,-558,0,0,-310.201,78,77,0,0
