code,big,small,holders
2701,84.55,9.40,14734
2702,72.55,21.05,12349
2704,83.74,6.63,30485
2705,60.56,26.25,83218
2706,81.57,9.45,16068
2707,54.75,33.26,18059
2712,86.86,6.02,2017
2714,0.00,99.97,3935
2717,0.00,1.88,8
2718,88.24,8.34,2632
2719,89.18,8.81,3285
2720,48.90,21.47,2751
2722,82.09,9.83,4911
2723,61.82,21.11,8954
2724,81.32,8.40,1024
2726,49.92,25.99,2437
2727,17.19,42.81,148854
2729,59.29,27.67,6239
2730,86.67,6.89,2322
2731,33.76,47.67,30592
2732,54.13,35.40,6057
2733,75.36,16.22,683
2734,31.34,52.36,28698
2735,0.00,99.99,21
2736,46.33,31.21,6296
2738,94.86,0.37,57
2739,69.15,20.33,5363
2740,72.53,10.20,2928
2741,48.86,24.39,1725
2743,50.27,42.23,6742
2745,51.28,42.16,5255
2748,59.44,31.39,9570
2749,33.27,9.29,248
2750,88.06,0.86,180
2751,60.32,25.18,1562
2752,40.59,20.56,2577
2753,43.81,33.95,11892
2754,66.51,20.75,4355
2755,58.35,22.32,3855
2756,53.58,16.51,1611
2758,46.27,17.10,7436
2759,100.00,0.00,1
2760,84.47,4.15,169
2761,46.07,23.41,668
2762,80.89,9.90,6153
2801,74.11,14.57,279530
2807,0.00,95.22,7182
2811,26.43,48.32,52223
2812,54.24,27.98,248102
2816,75.68,11.24,10454
2820,62.33,25.06,73454
2825,0.00,90.83,9438
2827,29.70,45.85,30310
2831,57.23,26.37,42056
2832,63.34,20.90,19611
2834,55.38,26.57,393426
2836,82.72,9.86,35388
2836A,33.25,31.19,2790
2838,88.80,6.74,50682
2838A,62.31,20.37,5989
2841,50.11,28.09,60338
2845,71.36,15.58,99300
2849,97.98,1.01,9876
2850,57.79,22.93,17918
2851,66.72,20.47,27596
2852,54.07,21.78,21704
2855,72.23,15.38,57998
2880,79.74,12.79,471361
2881,84.58,10.22,377527
2881A,88.07,7.23,18309
2881B,91.98,4.02,18123
2881C,81.47,10.75,53166
2882,83.53,10.87,399393
2882A,93.22,3.56,18520
2882B,94.25,2.79,19064
2883,65.55,22.79,720136
2883B,56.75,20.90,68505
2884,70.43,18.78,622271
2885,80.26,13.26,452210
2886,81.93,13.61,456185
2887,71.70,16.94,711640
2887E,83.73,9.86,12863
2887F,85.89,7.32,13057
2887G,34.74,33.11,16808
2887H,63.35,18.43,20492
2887I,66.95,18.09,266773
2887Z1,87.55,6.37,18001
2889,69.61,22.46,220975
2890,78.13,13.80,451611
2891,79.14,13.71,577419
2891B,93.54,3.72,24722
2891C,90.86,4.76,24144
2892,68.44,19.64,435704
2897,82.54,8.54,27336
2897B,77.81,9.86,4850
2901,71.60,13.34,13615
2902,36.81,38.69,11477
2903,76.78,14.91,58549
2904,50.17,38.12,16824
2905,81.23,10.41,26993
2906,59.24,26.09,17599
2908,90.12,5.37,10793
2910,92.95,1.13,1368
2911,40.99,44.95,39678
2912,79.62,12.08,73948
2913,50.15,31.74,113176
2915,64.03,21.32,58223
2916,51.07,30.00,4635
2920,35.79,55.53,974
2923,99.36,0.32,5129
2924,84.08,4.63,462
2926,65.19,14.90,2131
2929,24.94,51.45,50388
2936,98.55,0.22,154
2937,71.58,5.70,943
2938,67.54,27.00,1582
2939,53.88,13.69,7046
2940,16.94,6.31,237
2941,20.62,15.73,3070
2942,88.06,6.35,1646
2945,83.48,13.62,3098
2947,54.68,17.27,11681
2948,69.09,14.01,1077
2949,62.46,7.93,2807
3001,10.82,62.60,6675
3002,59.19,27.45,9026
3003,52.54,32.77,15903
3004,45.84,29.64,18349
3005,68.51,19.72,48860
3006,47.03,33.63,67333
3008,38.75,26.67,121564
3010,51.67,26.90,50049
3011,27.18,49.74,48844
3013,39.71,49.55,48366
3014,20.83,54.45,54195
3015,54.47,28.71,17045
3016,66.35,25.96,41886
3017,55.03,17.97,101175
3018,62.19,30.75,36623
3019,33.05,53.12,96150
3020,99.45,0.52,1634
3021,65.36,24.35,8562
3022,59.69,27.25,17384
3023,56.27,16.48,51462
3024,38.47,34.60,57070
3025,12.38,64.49,41515
3026,38.95,32.27,70323
3027,33.48,47.52,47689
3028,38.47,49.20,55026
3029,35.27,48.01,65096
3030,50.96,32.53,35961
3031,58.01,34.61,17019
3032,44.30,36.51,33159
3033,32.90,49.09,96952
3034,60.45,17.36,90503
3035,23.03,63.04,114069
3036,78.47,12.13,86906
3037,70.19,15.17,308575
3038,33.31,47.62,49819
3039,17.71,42.70,5428
3040,64.84,24.61,23137
3041,22.09,65.21,69906
3042,47.29,37.13,93364
3043,14.40,60.96,54724
3044,69.01,11.67,36030
3045,90.36,5.10,59409
3046,46.74,38.00,19939
3047,15.07,70.16,67588
3048,41.80,45.63,80893
3049,43.36,44.67,118569
3050,42.21,39.56,42099
3051,25.55,51.48,66737
3052,48.01,28.85,48952
3053,27.94,27.11,1490
3054,85.16,8.31,3394
3055,56.05,27.90,28106
3056,27.36,52.46,71625
3057,32.89,52.49,37319
3058,15.15,63.49,49847
3059,19.19,66.24,95746
3060,12.43,64.02,70106
3062,15.87,65.75,72197
3064,60.15,26.67,2938
3065,78.86,10.74,1471
3066,68.99,17.82,4947
3067,63.62,16.12,756
3069,35.56,55.63,1424
3070,18.25,20.62,172
3071,56.15,34.62,11187
3072,0.00,49.25,58
3073,37.94,27.43,4159
3075,70.68,21.68,431
3076,53.02,15.68,31
3077,0.00,64.41,90
3078,28.88,54.30,59195
3079,19.24,52.32,4366
3081,29.87,33.78,75673
3082,0.00,58.50,66
3083,53.10,38.28,8803
3084,0.00,71.72,225
3085,87.92,6.05,2913
3086,83.02,10.93,7986
3087,97.95,1.99,443
3088,38.23,39.74,16840
3090,54.48,34.25,72113
3091,0.00,99.97,95
3092,30.30,48.63,32043
3093,71.63,19.32,7823
3094,14.98,63.46,41688
3095,41.42,34.41,25359
3096,38.62,32.14,666
3097,81.35,5.86,635
3098,0.00,84.91,76
3099,23.21,40.50,13803
3105,48.25,38.12,132331
3114,41.34,35.21,7872
3115,85.38,8.45,17844
3116,83.52,12.33,18
3117,42.70,28.57,1512
3118,18.48,42.81,41910
3122,15.84,60.88,46114
3126,31.84,31.41,2745
3128,23.78,54.29,49108
3130,49.30,36.25,7384
3131,31.80,29.90,30696
3133,46.91,18.88,492
3135,42.41,43.80,20246
3137,0.00,67.50,80
3138,18.98,62.41,31731
3141,16.79,57.72,31748
3142,38.74,27.75,5169
3146,0.00,7.45,16
3147,47.60,32.06,7410
3149,19.37,62.92,67405
3150,46.28,30.34,5741
3151,26.17,50.20,656
3152,28.23,40.29,8806
3158,23.41,34.19,1753
3159,20.39,48.05,483
3161,82.62,3.74,179
3162,55.83,30.94,14853
3163,17.59,61.01,99424
3164,40.03,32.82,22729
3166,94.66,2.09,98
3167,41.67,28.21,27458
3168,66.90,15.31,2527
3169,30.16,48.81,27631
3171,71.98,17.31,2271
3176,30.45,48.21,45617
3177,60.86,16.75,205
3178,61.31,25.55,4318
3179,16.07,21.26,110
3184,47.66,32.92,3631
3185,0.00,28.03,32
3186,77.49,20.57,2283
3188,68.44,15.80,7343
3189,65.38,22.03,145670
3190,71.03,5.99,59
3191,47.59,33.32,18247
3192,0.00,53.95,7
3193,0.00,99.98,13
3194,54.00,12.16,157
3196,0.00,100.00,2
3202,19.46,62.55,37700
3205,61.71,23.10,31237
3206,42.69,33.62,23275
3207,22.48,41.22,21300
3208,46.49,32.02,107
3209,34.05,47.24,56749
3211,39.18,45.14,83299
3212,0.00,69.12,13
3213,16.70,55.89,46874
3216,0.00,99.99,5
3217,31.08,48.21,15896
3218,49.12,35.89,18128
3219,76.33,13.76,3630
3221,9.12,63.16,48827
3222,0.00,99.99,11
3223,0.00,18.69,31
3224,63.53,20.35,16498
3226,71.01,5.38,1245
3227,25.47,48.60,56995
3228,19.58,64.95,34371
3229,67.46,23.93,10760
3230,46.50,38.01,19551
3231,66.76,24.21,338794
3232,43.96,29.36,14687
3233,0.00,99.97,38
3234,27.45,53.10,42807
3236,26.46,60.86,64518
3237,0.00,87.73,104
3239,0.00,5.52,9
3240,99.94,0.04,3
3252,66.99,13.26,2635
3257,37.10,47.40,28721
3258,7.58,79.53,91908
3259,62.66,19.17,3835
3260,30.28,55.23,139728
3264,66.80,19.56,70755
3265,59.57,26.71,16932
3266,89.14,5.49,3680
3267,26.87,41.62,533
3268,28.67,49.07,42768
3272,45.52,43.16,9131
3274,0.00,11.17,34
3276,53.88,29.76,47207
3278,0.00,99.98,18
3279,0.00,54.47,113
3280,100.00,0.00,1
3283,15.12,26.67,147
3284,66.73,21.83,21813
3285,51.72,18.99,9814
3286,0.00,99.98,45
3287,48.76,30.86,3794
3288,36.75,33.60,11409
3289,13.07,62.93,58996
3290,42.37,31.19,26077
3293,45.68,35.85,109491
3294,46.87,40.65,16399
3295,0.00,99.97,18
3296,70.59,15.35,7072
3297,36.60,40.40,9839
3301,70.30,10.80,996
3302,0.00,1.84,3
3303,36.23,40.08,14219
3304,9.88,37.98,424
3305,35.71,49.84,61101
3306,43.14,45.02,29807
3308,59.03,31.51,10367
3309,53.91,8.58,24
3310,70.43,8.98,1718
3311,50.59,33.91,39411
3312,42.47,49.64,68818
3313,74.35,18.60,34170
3317,25.46,61.00,61729
3318,41.84,19.21,925
3320,0.00,6.08,5
3321,37.66,39.00,28362
3322,29.38,49.67,65018
3323,15.57,71.66,69251
3324,37.22,29.92,59645
3325,14.78,53.68,61173
3328,0.00,25.13,42
3330,0.00,100.00,4
3332,77.98,7.61,1710
3333,0.00,99.99,4
3334,89.35,4.46,127
3338,22.59,58.35,62155
3339,15.42,58.02,30847
3342,33.08,25.50,762
3343,39.29,28.54,869
3344,0.00,15.94,40
3345,93.93,1.49,101
3346,20.50,61.35,39354
3348,0.00,43.14,46
3349,26.90,24.23,1678
3350,0.00,57.38,924
3353,0.00,100.00,1
3354,70.56,25.32,6839
3355,0.00,99.99,8
3356,100.00,0.00,1
3356O,29.28,52.34,30023
3357,41.62,29.57,21199
3360,16.99,61.88,46886
3361,68.18,8.94,389
3362,49.06,34.95,32226
3363,29.21,45.34,70500
3364,0.00,58.92,216
3366,0.00,100.00,2
3369,54.42,33.89,4636
3370,0.00,70.10,47
3371,78.30,11.23,26
3372,50.98,38.62,57233
3373,24.95,63.39,35527
3374,64.67,26.36,48429
3376,27.08,48.35,57821
3377,35.71,14.17,241
3379,24.78,61.60,29830
3380,63.37,28.05,42618
3381,0.00,99.99,7
3383,38.50,40.31,11620
3386,100.00,0.00,1
3388,29.65,48.85,15213
3390,17.95,51.39,56248
3391,52.44,16.91,928
3394,0.00,76.36,162
3397,0.00,92.81,1814
3401,0.00,42.01,9
3402,24.52,60.35,38621
3404,0.00,81.65,50
3406,40.43,21.78,32064
3408,0.00,99.99,10
3412,84.95,11.17,261
3413,41.65,43.43,28154
3414,0.00,99.96,252
3416,51.66,31.84,9455
3419,24.96,53.78,30584
3430,33.47,54.10,33322
3431,46.69,37.18,12537
3432,58.48,26.65,3475
3434,33.02,40.14,9317
3437,20.73,65.43,46582
3438,43.53,48.73,28325
3441,11.49,62.09,35208
3443,51.95,20.54,46559
3444,38.58,41.03,5008
3447,51.20,31.37,5774
3450,31.69,45.74,77361
3455,11.28,51.66,44526
3462,100.00,0.00,1
3463,100.00,0.00,1
3465,58.20,19.10,4575
3466,33.77,39.48,28964
3467,55.59,24.59,2501
3469,42.15,11.91,191
3471,25.60,35.66,503
3472,43.84,25.37,1709
3473,68.03,9.40,271
3475,0.00,99.96,1777
3479,30.26,50.37,37648
3481,32.44,53.17,1002711
3482,16.87,48.56,527
3483,12.04,68.26,52475
3484,24.24,50.21,47117
3485,33.54,31.68,7327
3489,79.83,13.28,2720
3490,16.27,62.01,34400
3491,21.91,43.44,66366
3492,41.95,36.01,2834
3494,56.77,27.85,18003
3496,70.66,10.66,205
3497,23.86,38.67,112
3498,48.02,35.31,54545
3499,41.84,48.17,41471
3501,42.49,40.38,12230
3502,12.40,39.01,283
3504,61.82,28.15,13036
3505,87.89,12.07,160
3506,0.00,59.32,606
3507,75.26,9.31,278
3508,37.44,44.20,67491
3511,51.13,40.66,9416
3512,64.40,20.12,4821
3513,51.88,0.20,25
3515,61.80,21.74,13650
3516,67.72,13.22,3166
3517,0.00,63.86,663
3518,26.15,41.73,29977
3519,46.45,40.56,65061
3520,28.63,44.35,48060
3521,78.97,11.20,39667
3522,50.30,28.92,28112
3523,78.36,11.25,7779
3524,39.39,17.13,301
3526,29.50,34.31,20936
3527,20.06,55.28,25048
3528,62.56,24.87,5596
3529,32.77,24.78,28115
3530,53.68,36.78,15949
3531,60.81,11.80,1821
3532,88.16,7.21,24310
3533,43.79,23.37,37159
3535,24.19,61.53,43254
3536,65.12,25.22,6379
3537,23.54,62.25,45045
3540,21.90,67.49,59703
3541,24.83,44.20,17901
3542,0.00,27.19,34
3543,33.28,30.83,24820
3544,0.00,99.95,578
3545,19.05,65.37,81821
3546,23.07,52.97,34520
3548,24.26,56.38,40616
3549,0.00,69.39,239
3550,31.08,47.10,51613
3551,34.23,41.31,13215
3552,32.42,53.57,55119
3554,87.29,8.24,135
3555,77.74,12.84,4312
3556,13.67,73.64,64387
3557,53.32,30.92,20114
3558,47.07,44.06,12108
3560,59.92,13.67,194
3563,39.46,39.51,37154
3564,59.07,32.93,6518
3566,60.69,10.88,10580
3567,7.93,63.95,33626
3568,46.70,17.46,187
3570,45.25,39.21,2921
3571,0.00,89.39,416
3572,29.87,23.31,330
3574,0.00,22.34,15
3576,34.28,51.03,213496
3577,50.22,22.12,4710
3579,65.76,22.76,6150
3580,7.21,65.45,41529
3581,48.53,32.25,7255
3583,49.15,30.94,31672
3584,18.42,60.10,21933
3585,34.96,51.50,14743
3586,0.00,36.46,88
3587,21.81,56.60,29849
3588,20.20,61.20,49332
3591,100.00,0.00,1
3591O,47.20,36.66,43817
3592,24.87,51.08,36912
3593,50.01,23.30,24765
3594,42.15,33.90,20350
3595,28.89,51.76,24227
3596,59.94,22.21,25021
3597,56.92,20.64,2187
3601,40.76,24.16,688
3603,64.91,14.49,683
3604,0.00,99.98,14
3605,59.98,26.53,42578
3606,43.23,5.47,98
3607,21.50,48.25,47083
3609,34.43,28.54,7500
3610,76.71,17.60,1499
3611,46.89,28.51,4799
3613,50.87,18.04,1140
3615,24.61,61.13,43002
3616,25.84,34.04,3453
3617,52.68,19.26,7199
3619,15.73,29.96,164
3622,55.31,32.77,25111
3623,48.24,39.39,8283
3624,45.92,40.28,43363
3625,37.64,41.55,43109
3627,50.03,33.86,14080
3628,56.02,30.89,7430
3629,84.01,8.47,1740
3630,51.09,38.19,27953
3631,74.44,10.87,1697
3632,15.58,76.78,33410
3633,46.15,26.41,1863
3634,72.48,7.42,218
3635,0.00,67.95,397
3636,87.18,6.19,502
3637,71.30,13.86,824
3642,49.50,25.84,18060
3643,97.95,2.01,403
3644,69.45,11.89,2210
3645,27.86,51.74,65429
3646,19.97,26.18,36468
3647,0.00,76.65,2940
3649,0.00,32.59,275
3651,89.61,1.67,69
3652,67.94,19.30,3513
3653,64.05,14.88,36121
3656,75.19,17.23,3282
3657,86.89,2.69,47
3659,78.79,8.42,640
3661,10.70,46.52,107626
3662,48.89,36.72,22515
3663,61.98,30.59,24047
3664,66.69,22.43,5809
3665,44.37,20.99,56633
3666,80.24,12.75,28579
3669,54.68,33.90,8156
3671,72.48,3.12,53
3672,40.16,22.61,20994
3673,36.19,48.93,83430
3674,65.86,20.49,405
3675,55.16,33.13,14109
3678,35.94,23.28,1024
3679,54.01,23.53,5093
3680,43.98,31.99,29846
3681,94.39,2.98,341
3683,100.00,0.00,1
3684,52.87,27.11,6129
3685,44.65,22.62,13377
3686,16.77,63.53,62483
3687,32.52,54.79,36371
3688O,65.63,21.80,3483
3689,14.21,61.39,34272
3690,83.95,5.57,1356
3691,53.99,32.80,13190
3693,41.57,35.43,23151
3694,53.61,33.34,14313
3701,71.06,23.85,48969
3702,77.86,12.11,97012
3703,68.19,20.72,34609
3704,58.68,28.00,43087
3705,62.34,22.27,26188
3706,52.71,39.50,195009
3707,42.37,50.11,90838
3708,38.01,41.21,46387
3709,66.31,20.58,8583
3710,100.00,0.00,1
3710O,22.16,48.56,42940
3711,81.04,9.49,361302
3712,54.68,35.27,36078
3713,44.06,27.06,4180
3714,38.46,46.15,155227
3715,20.25,63.23,97965
3716,44.79,39.94,53629
3717,27.95,48.97,49504
3718,35.66,52.03,103345
4102,33.74,34.36,37611
4104,40.06,46.64,44294
4105,38.96,37.31,52181
4106,46.17,38.32,16132
4107,51.88,26.75,13538
4108,23.57,54.99,54696
4109,36.18,42.13,43654
4111,33.15,38.20,46421
4113,63.78,15.61,20098
4114,37.42,41.51,74451
4115,69.74,13.55,995
4116,54.95,34.44,4368
4117,37.83,35.32,6141
4118,90.11,4.79,202
4119,45.06,40.20,26705
4120,63.89,18.79,7445
4121,44.46,43.10,51564
4123,52.66,30.68,47918
4125,0.00,86.40,218
4126,54.99,28.78,22504
4127,65.41,17.61,26515
4128,39.34,44.50,101211
4129,48.65,27.81,34078
4131,72.24,12.89,3499
4132,38.33,38.83,42834
4133,18.53,67.61,54150
4135,44.13,18.20,511
4136,97.87,0.66,95
4137,44.41,38.04,7487
4138,51.42,44.22,21120
4139,47.88,12.11,1143
4140,0.00,80.26,473
4142,33.42,46.54,84013
4147,43.11,34.21,47459
4148,77.76,14.90,2283
4150,34.31,31.98,28445
4151,71.12,11.83,642
4153,72.11,17.66,5173
4154,67.10,10.71,881
4155,32.53,41.25,33068
4156,67.52,17.70,894
4157,52.55,26.90,31716
4160,25.36,54.24,34607
4161,26.96,32.79,5133
4162,38.96,43.57,47039
4163,58.66,16.48,24896
4164,39.89,38.01,19006
4166,79.18,10.36,3764
4167,34.34,40.49,56403
4168,20.05,55.79,50042
4169,47.47,28.27,4403
4170,45.21,26.31,6422
4171,27.66,56.38,38250
4172,30.08,39.83,24451
4173,40.00,46.35,30505
4174,34.47,49.38,42952
4175,54.98,34.47,11394
4177,48.19,26.52,2160
4178,72.41,12.50,4219
4181,0.00,89.40,1737
4183,43.25,21.46,1183
4184,92.03,5.96,644
4186,26.01,33.98,4676
4188,47.92,32.36,5030
4190,62.94,26.97,16546
4191,48.78,20.34,2532
4192,66.60,25.75,4618
4193,33.69,26.16,5426
4194,73.12,16.22,3283
4195,28.67,45.30,28524
4197,40.26,19.31,2357
4198,78.06,12.81,2599
4205,58.94,23.45,11014
4207,64.03,15.37,8497
4303,12.45,71.51,36537
4304,74.64,12.88,3670
4305,74.81,9.07,1691
4306,52.20,30.75,89845
4401,47.00,27.20,12628
4402,60.92,23.12,41585
4404,26.98,47.67,7868
4406,61.99,8.87,1526
4408,30.40,46.59,4011
4413,52.61,17.11,1652
4414,57.36,25.42,22685
4415,76.68,12.41,4358
4416,53.60,22.99,2750
4417,38.36,39.51,8271
4419,95.07,2.02,5191
4420,54.11,34.85,8102
4424,62.32,23.86,2550
4426,54.21,29.05,9531
4427,78.71,5.46,966
4430,53.29,27.44,8643
4431,64.16,25.45,2060
4432,45.45,32.50,4914
4433,52.24,34.61,10235
4438,50.12,20.83,4665
4439,69.43,15.08,1323
4440,28.87,32.02,3858
4441,56.91,14.34,2471
4442,49.60,12.06,961
4502,55.45,15.86,3845
4503,59.80,28.99,7613
4506,74.07,14.17,11123
4510,29.65,57.41,61203
4513,53.25,33.38,44199
4522,100.00,0.00,1
4523,52.02,30.65,35964
4526,40.53,46.20,62282
4527,61.92,21.90,4374
4528,58.69,32.48,13427
4529,53.99,30.73,8806
4530,64.46,19.62,7318
4532,65.12,21.76,19980
4533,33.09,55.64,68169
4534,29.58,47.57,18663
4535,69.70,12.65,7113
4536,38.54,25.80,7061
4537,77.00,12.27,2355
4538,71.86,10.51,1648
4540,25.53,63.30,42298
4541,27.11,50.67,43450
4542,20.72,36.05,6865
4543,42.00,45.07,22237
4544,49.87,12.33,1564
4545,69.05,20.55,22242
4546,60.44,16.43,968
4547,72.34,9.16,302
4548,100.00,0.00,1
4549,58.74,30.30,7235
4550,49.24,30.56,3165
4551,70.84,13.03,6835
4552,44.28,33.68,28647
4553,77.22,7.94,457
4554,50.62,35.86,2359
4555,65.67,20.81,4084
4556,70.80,20.17,3478
4557,27.21,34.93,27719
4558,52.10,16.01,1604
4559,79.90,7.31,665
4560,84.16,8.76,2518
4561,52.18,38.07,8837
4562,49.92,42.59,11828
4563,49.60,37.50,17733
4564,33.14,46.67,48729
4565,66.01,9.37,1439
4566,49.09,39.76,25831
4568,61.98,20.47,1602
4569,52.36,15.35,2003
4570,87.82,3.28,205
4571,55.70,27.13,6687
4572,61.89,23.01,3453
4573,28.70,42.15,10341
4575,53.88,13.14,743
4576,60.39,25.53,24226
4577,55.74,33.74,7176
4578,92.28,2.95,691
4580,37.67,40.05,5131
4581,46.15,25.30,1649
4582,43.96,26.12,2619
4583,82.18,8.45,7420
4584,69.25,13.05,1075
4585,75.30,21.04,19079
4587,88.23,8.33,949
4588,37.41,36.96,5167
4589,46.90,13.68,624
4590,35.30,37.75,10052
4609,64.61,12.16,1742
4702,46.49,40.47,14097
4703,22.65,63.82,9141
4706,77.56,8.82,2147
4707,65.27,22.06,28634
4711,53.42,29.28,7426
4712,43.69,43.07,3611
4714,21.71,56.65,53130
4716,25.27,49.47,44187
4717,0.00,99.99,999
4720,33.29,50.14,13395
4721,29.50,57.94,57370
4722,43.40,26.85,14806
4724,46.40,23.06,3038
4726,50.32,31.18,12695
4727,0.00,25.30,349
4728,65.91,7.24,16664
4729,44.70,36.60,7328
4730,57.91,18.38,1062
4732,47.04,18.49,1548
4734,0.00,48.86,371
4735,42.94,38.69,37623
4736,44.46,38.52,13646
4737,49.06,19.53,10914
4738,54.05,33.47,3396
4739,31.32,50.85,56764
4741,40.07,33.66,13043
4743,40.86,43.16,80424
4744,35.78,30.30,33405
4745,53.06,24.13,3144
4746,30.64,46.66,44226
4747,65.49,12.37,2195
4749,23.84,51.33,61636
4752,87.17,8.27,1062
4754,28.46,50.41,23002
4755,64.95,21.94,8712
4758,84.81,6.03,395
4760,34.68,43.71,11227
4762,97.29,0.30,139
4763,56.09,30.61,55162
4764,66.32,17.60,9884
4765,39.21,25.43,905
4766,63.05,19.01,10845
4767,46.86,11.89,884
4768,19.49,49.96,15768
4769,100.00,0.00,1
4770,59.70,23.24,8735
4771,44.58,22.34,3922
4772,42.03,41.46,33367
4773,92.29,1.22,228
4801,97.82,1.26,783
4802,85.36,9.95,296
4803,55.13,35.73,5710
4804,54.88,24.88,30105
4805,0.00,99.98,24
4806,85.88,6.10,14130
4807,63.32,19.30,14442
4903,37.88,49.23,46236
4904,91.01,4.38,85487
4905,63.80,11.27,1996
4906,20.40,61.16,92411
4907,83.76,9.36,2778
4908,44.24,36.61,34547
4909,22.65,65.00,63556
4911,48.05,26.46,3506
4912,38.73,33.20,25697
4913,0.00,42.57,475
4914,61.66,19.66,225
4915,51.32,30.88,34324
4916,22.36,66.48,74892
4917,93.20,0.70,16
4919,59.48,32.82,70779
4920,86.74,2.54,107
4922,11.80,62.98,4556
4923,23.32,44.46,30551
4924,55.94,18.66,1442
4925,31.68,34.45,5234
4927,17.76,59.07,58918
4929,0.00,99.97,384
4930,58.55,29.24,33605
4931,11.70,62.77,62477
4932,0.00,90.02,309
4933,59.88,25.32,5638
4934,29.43,54.12,70493
4935,57.74,28.56,7832
4938,75.07,16.21,144758
4939,27.18,54.27,65367
4942,54.54,25.34,6623
4943,53.50,28.39,21875
4946,42.58,47.84,8245
4949,41.15,35.39,11198
4950,68.13,19.88,6677
4951,4.48,62.29,11142
4952,47.79,41.11,14689
4953,37.89,41.21,34659
4956,34.03,51.76,42369
4958,65.72,22.51,220951
4960,57.69,30.92,89398
4961,36.73,40.53,40280
4962,99.89,0.09,16
4963,82.03,9.02,445
4965,100.00,0.00,1
4966,17.58,49.87,32359
4967,11.58,67.28,67109
4968,8.85,73.87,56482
4969,44.91,30.03,11530
4971,22.03,42.89,38444
4972,36.87,38.97,15389
4973,14.40,67.28,50207
4974,39.73,50.57,42907
4975,95.92,2.82,1023
4976,25.82,59.61,44841
4977,8.43,70.80,49873
4978,82.32,10.37,67
4979,26.77,45.22,85637
4980,50.40,26.54,2367
4985,100.00,0.00,1
4989,11.69,76.05,51485
4990,43.97,28.54,3279
4991,37.64,41.13,62801
4992,76.90,8.27,1033
4994,80.57,7.88,2155
4995,52.59,20.62,4965
4996,65.91,9.92,784
4997,17.41,25.48,271
4999,27.29,49.61,46545
5006,8.25,72.04,14005
5007,84.24,6.17,4896
5009,43.42,39.71,80900
5011,39.56,36.31,33735
5013,81.84,6.61,9017
5014,26.84,46.88,52388
5015,42.22,39.27,26573
5016,59.94,23.16,2625
5017,0.00,99.99,6850
5201,37.24,25.12,13506
5202,48.62,36.51,44017
5203,33.11,42.39,31878
5204,18.86,59.25,1372
5205,71.26,17.27,1722
5206,80.83,9.18,4621
5207,14.82,35.02,2907
5209,50.88,36.23,4236
5210,39.83,33.74,39204
5211,40.88,42.00,7577
5212,66.95,14.17,9979
5213,85.01,9.87,21118
5215,42.71,35.46,5366
5216,57.64,12.24,401
5220,19.65,40.36,7613
5221,0.00,68.88,346
5222,24.17,51.95,33799
5223,54.18,28.63,2739
5225,37.93,44.82,8409
5226,31.51,27.99,400
5227,18.08,57.52,58855
5228,44.94,32.17,3564
5229,89.30,1.64,129
5230,10.27,57.98,29826
5232,99.99,0.00,5
5233,82.42,9.50,2998
5234,58.52,22.87,11948
5236,60.89,30.56,6878
5238,78.62,9.02,691
5239,16.98,32.75,601
5240,30.32,14.17,521
5242,58.60,13.01,1115
5243,49.66,34.99,30245
5244,28.60,38.36,9519
5245,41.79,31.40,3879
5246,21.00,53.89,8703
5247,68.74,11.48,510
5248,56.84,30.67,1882
5250,97.08,2.86,209
5251,29.21,56.36,35446
5253,58.20,5.15,224
5254,70.32,16.98,670
5256,61.23,19.46,1875
5257,73.71,9.36,809
5258,39.31,36.24,25563
5259,74.45,12.46,2363
5262,31.97,23.06,8072
5263,42.64,31.24,26872
5265,0.00,65.69,123
5267,46.59,22.16,1353
5269,54.74,30.82,33384
5271,100.00,0.00,1
5271O,20.52,57.10,8135
5272,10.26,66.47,45751
5274,21.71,41.90,36184
5275,0.00,27.52,144
5276,85.29,8.70,933
5278,77.89,9.53,4252
5279,91.86,0.04,20
5282,59.25,5.19,278
5283,52.32,34.61,27593
5284,49.63,30.96,9119
5285,53.59,28.11,12007
5286,69.95,13.71,910
5287,45.75,34.82,10018
5288,59.24,19.30,2885
5289,18.69,55.21,79900
5291,18.68,38.01,5282
5292,43.55,29.41,7122
5294,0.00,99.98,60
5295,70.39,6.98,157
5296,27.26,32.20,468
5297,10.26,63.68,8888
5299,44.69,43.62,16947
5301,74.03,11.79,3941
5302,45.86,39.87,12899
5304,86.33,10.02,32305
5306,64.41,23.66,11953
5307,32.20,44.35,35110
5309,27.33,56.69,70735
5310,36.18,19.47,7106
5312,50.64,29.45,5834
5314,40.03,43.49,77598
5315,21.21,51.34,51077
5321,45.89,22.74,7589
5324,75.22,12.77,20918
5325,27.55,62.80,20368
5328,35.46,55.88,77048
5336,0.00,94.28,2955
5340,52.32,35.31,29101
5344,73.54,21.42,6696
5345,78.88,12.05,6301
5346,28.35,44.75,263388
5347,81.07,12.34,114984
5348,40.79,29.73,1812
5351,30.98,51.61,115250
5353,37.82,28.75,6352
5355,63.76,20.37,30848
5356,39.55,43.98,53278
5364,61.31,18.15,7282
5372,12.51,60.99,5386
5376,28.33,47.38,3801
5381,48.86,36.06,27798
5385,18.19,69.23,8304
5386,32.37,55.73,30414
5387,90.18,7.90,141606
5388,34.87,43.80,37919
5392,32.12,56.44,65937
5395,0.00,65.56,2238
5398,44.19,25.65,41734
