code,big,small,holders
7928,58.33,12.62,2489
7929,61.84,10.39,980
7930,58.84,16.86,2062
7931,84.90,1.02,159
7932,40.15,19.38,3026
7933,72.02,7.02,114
7934,26.81,24.28,1856
7935,63.62,6.18,207
7936,64.05,17.02,668
7939,71.08,17.94,459
7942,77.31,10.65,2668
7943,57.20,11.47,549
7944,72.44,5.08,230
7945,58.25,15.75,337
7947,74.59,10.32,1369
7949,97.40,2.12,388
7950,95.34,1.55,5
7952,100.00,0.00,1
8002,0.00,99.96,250
8009,0.00,72.06,627
8010,20.25,27.96,385
8011,24.99,58.51,60621
8012,93.02,6.95,478
8014,37.88,43.04,591
8015,0.00,37.40,111
8016,29.23,35.16,35802
8018,0.00,31.46,75
8019,90.33,2.36,98
8020,32.36,15.98,109
8021,38.38,42.04,83225
8022,70.18,15.84,57
8023,0.00,99.96,35
8024,18.86,53.90,22514
8026,0.00,99.98,61
8027,16.73,61.31,65399
8028,35.77,42.58,71346
8029,62.69,11.59,648
8030,0.00,99.99,16
8031,25.57,49.96,121
8032,74.21,20.13,23289
8033,17.16,64.07,79284
8034,8.72,63.07,21979
8035,17.91,41.16,213
8036,20.62,47.52,532
8037,0.00,34.21,23
8038,15.03,69.98,40100
8039,50.03,35.10,86265
8040,44.68,40.68,32105
8042,57.22,32.64,44729
8043,37.54,54.67,37408
8044,56.03,30.49,27413
8045,55.75,20.38,4285
8046,80.20,10.16,104445
8047,74.69,11.68,1268
8048,28.07,45.14,35276
8049,27.21,57.31,39281
8050,36.73,47.92,56581
8051,0.00,100.00,1
8052,0.00,99.98,11
8053,80.37,8.22,3692
8054,28.43,53.86,52292
8055,0.00,37.74,44
8056,53.99,25.73,11792
8057,67.07,19.33,84
8058,50.34,20.81,2596
8059,67.57,23.68,7510
8060,34.07,33.58,272
8061,0.00,50.18,42
8062,0.00,99.99,11
8064,40.94,46.22,80580
8065,0.00,33.47,928
8066,20.04,52.56,38066
8067,56.73,14.23,6993
8068,58.67,32.07,8363
8069,66.20,18.52,106504
8070,69.95,21.67,36413
8071,22.86,57.21,35011
8072,57.87,32.81,12896
8073,0.00,99.99,10
8074,29.43,52.08,45562
8076,25.19,52.02,89277
8077,76.80,9.48,1062
8080,82.53,11.55,14335
8081,23.72,44.23,21667
8082,62.90,17.18,4212
8083,44.10,27.60,2716
8084,47.05,26.57,3935
8085,30.13,45.67,35917
8086,37.65,48.97,77379
8087,41.04,29.11,9836
8088,16.57,76.45,54180
8089,37.95,47.74,27206
8091,31.82,38.87,18768
8092,41.10,30.67,20436
8093,64.00,22.00,3219
8094,11.96,22.49,337
8095,18.10,20.05,123
8096,34.84,52.37,85105
8097,61.52,18.43,13337
8098,33.14,21.11,1443
8099,76.66,13.68,29208
8101,80.45,13.14,18410
8102,24.43,23.55,1155
8103,27.56,41.63,20355
8104,30.38,54.52,45132
8105,60.46,29.28,35907
8106,27.88,18.24,68
8107,44.42,35.78,31782
8108,0.00,99.99,13
8109,34.87,31.42,7011
8110,45.33,47.06,83601
8111,25.55,53.87,59914
8112,31.62,55.24,117558
8112A,36.01,36.69,6981
8114,32.42,35.93,11775
8115,78.23,8.13,842
8119,27.56,34.26,33057
8121,54.31,30.33,30558
8122,92.23,3.48,1616
8127,0.00,62.67,242
8130,59.07,11.98,297
8131,68.04,24.63,33489
8143,0.00,35.49,24
8147,32.52,35.80,5006
8150,60.71,27.22,129636
8152,100.00,0.00,1
8155,35.59,43.82,16746
8157,73.65,17.36,662
8162,61.84,17.16,2643
8163,39.81,46.32,74703
8171,52.33,29.31,44614
8172,0.00,99.95,258
8176,22.19,47.69,35777
8182,63.78,28.71,11169
8183,42.33,42.52,36918
8197,83.38,9.47,637
8201,45.88,34.79,12037
8204,0.00,99.99,4
8210,57.32,27.73,43273
8213,39.79,38.29,68519
8215,50.67,39.40,67875
8218,0.00,75.46,105
8219,0.00,99.99,3
8221,0.00,99.99,2
8222,31.52,53.45,39578
8225,73.02,12.57,380
8227,22.17,48.16,27905
8234,46.69,36.18,16602
8240,48.06,36.43,37290
8249,53.50,36.80,35546
8255,46.76,39.76,25343
8259,0.00,99.97,17
8261,38.33,49.26,74870
8264,0.00,89.11,496
8271,34.99,51.24,66487
8272,25.15,28.54,1647
8276,33.84,36.50,125
8277,13.48,71.27,12481
8279,52.51,25.70,2138
8281,34.88,13.72,415
8284,48.12,17.82,2294
8286,0.00,99.98,157
8287,70.24,27.54,11818
8289,33.74,41.97,30387
8291,71.89,22.04,1848
8297,92.95,5.09,174
8298,81.42,9.29,380
8299,29.18,48.44,198861
8307,97.93,0.27,37
8325,0.00,93.03,204
8329,87.39,6.34,3156
8341,46.58,42.31,18713
8342,66.31,14.20,1091
8345,73.22,6.81,804
8349,67.35,19.45,7655
8349A,0.00,55.63,1261
8351,70.91,15.39,1048
8354,49.52,20.26,14520
8358,27.61,56.21,163803
8359,79.49,12.65,6004
8361,0.00,99.98,5
8367,61.38,17.85,3488
8374,68.36,25.05,13167
8375,40.34,18.53,114
8380,0.00,69.74,880
8382,56.95,22.21,10346
8383,43.91,40.38,56878
8390,39.64,40.58,31453
8391,100.00,0.00,1
8401,54.53,24.50,11902
8403,32.26,48.81,36581
8404,73.21,13.97,15708
8409,38.73,34.51,25690
8410,50.70,30.22,2066
8411,79.49,11.52,10728
8415,89.52,3.97,8788
8416,77.13,17.02,2067
8419,40.55,39.03,1376
8421,58.74,26.26,6742
8422,34.14,53.93,149592
8423,54.59,25.23,6287
8424,50.70,30.13,3008
8426,70.26,18.28,2665
8427,0.00,99.97,14
8429,38.11,45.20,45069
8431,18.55,53.25,44489
8432,56.47,29.98,3151
8433,60.43,23.89,3127
8435,20.64,46.77,22326
8436,26.31,53.14,46007
8437,28.08,35.64,32490
8438,67.17,13.79,2832
8440,29.05,60.83,55716
8442,61.44,15.25,1984
8443,60.37,24.43,46534
8444,77.61,7.79,1683
8446,42.94,42.94,7712
8450,56.66,34.88,10216
8452,100.00,0.00,1
8454,79.33,15.04,37875
8455,87.77,6.94,719
8458,48.85,9.93,551
8462,58.99,23.45,6166
8463,76.83,13.18,3554
8464,77.80,4.26,3746
8465,41.56,16.38,232
8466,67.50,15.37,2136
8467,73.86,10.01,1672
8472,55.75,16.88,1012
8473,63.75,26.23,15046
8475,100.00,0.00,1
8476,62.22,18.92,6306
8477,81.60,12.85,10897
8478,75.66,19.64,10878
8479,41.51,18.14,375
8481,53.63,16.40,2504
8482,90.26,3.09,1034
8485,0.00,3.80,61
8487,46.05,24.81,19460
8488,80.22,7.42,902
8489,46.07,28.58,29874
8490,29.07,21.46,1099
8491,0.00,82.01,1286
8492,88.34,4.80,250
8495,91.06,6.05,855
8496,84.71,7.45,292
8499,72.65,14.64,2149
8707,0.00,73.73,6310
8708,36.70,44.13,20441
8710,18.25,51.96,6838
8712,63.80,11.02,6932
8718,28.35,51.64,18047
8719,79.46,7.91,6762
8720,47.39,33.91,8586
8721,0.00,82.25,2240
8722,56.92,28.58,5790
8723,41.30,36.99,23378
8724,33.65,53.09,8388
8725,25.29,52.36,12488
8905,89.63,5.11,21547
8906,49.92,30.33,2902
8908,85.98,7.79,15490
8916,59.26,23.63,41383
8916A,0.00,99.98,273
8917,66.25,6.17,1708
8921,63.01,6.44,1153
8923,74.55,8.33,5121
8924,29.73,51.49,16939
8925,27.53,36.81,19589
8926,51.76,33.69,62479
8927,74.84,10.02,25616
8928,35.67,35.23,4332
8929,39.18,45.32,11665
8930,58.05,22.60,5287
8931,78.19,10.61,18942
8932,74.09,12.56,10079
8933,47.69,36.83,42692
8934,94.77,1.67,504
8935,42.46,32.73,38034
8936,23.53,57.15,75266
8937,88.25,5.36,3283
8938,46.02,30.22,12242
8940,62.44,25.01,9305
8941,44.31,14.91,2200
8942,41.67,35.32,13119
8945,0.00,100.00,2
8977,94.48,0.00,25
8996,27.20,25.71,35382
8999,18.91,10.11,392
9103,4.08,69.59,21209
910322,26.74,58.86,7318
9105,16.49,54.03,114257
910861,23.33,44.35,2723
9110,21.58,32.00,1746
911608,13.37,46.75,2157
911611,28.83,38.41,3110
911613,0.00,70.41,1401
911622,42.16,35.81,1502
911868,26.44,39.70,6150
912000,23.03,42.27,6806
9136,61.00,23.34,4533
916665,0.00,99.95,366
9801,66.07,27.04,83342
9802,54.24,26.03,12173
9902,51.32,33.50,45122
9904,62.93,23.10,106404
9905,71.92,20.72,17108
9906,74.97,17.43,8171
9907,70.46,18.23,55372
9908,74.71,12.87,16364
9910,86.84,8.36,23940
9911,61.07,26.08,31210
9912,54.91,26.89,61742
9914,54.08,26.91,67063
9917,70.45,17.03,56444
9918,77.20,6.70,25104
9919,42.41,47.82,63384
9921,59.99,22.12,28499
9922,59.04,21.06,10416
9924,52.66,30.93,13022
9925,61.40,24.11,19368
9926,73.65,7.87,4222
9927,52.67,33.61,14038
9928,67.16,17.72,7117
9929,83.95,6.52,3742
9930,76.44,18.08,12262
9931,73.39,13.50,7801
9933,56.77,25.49,50315
9934,59.08,22.39,13521
9935,50.03,23.59,57717
9936,20.09,53.56,11626
9937,82.15,5.19,15727
9938,44.69,36.38,50074
9939,52.94,28.35,27848
9940,77.92,12.88,17045
9941,67.11,25.43,44252
9941A,75.69,12.58,3665
9942,39.07,34.90,9610
9943,69.48,26.07,15932
9944,66.16,14.47,10395
9945,62.10,24.76,101348
9946,78.40,12.92,13941
9947,0.00,0.00,1
9948,0.00,99.97,73
9949,54.92,18.19,11012
9950,81.02,12.00,3601
9951,39.25,44.88,24334
9952,0.00,99.96,36
9953,0.00,72.49,518
9955,55.34,32.60,15097
9956,0.00,99.97,43
9957,95.50,2.81,12686
9958,41.54,42.61,59804
9959,0.00,99.97,23
9960,56.82,12.71,9476
9961,89.73,3.71,321
9962,40.06,43.04,28872
9963,100.00,0.00,1
9964,100.00,0.00,1
9965,0.00,99.95,68
Y5810A,100.00,0.00,1
YCJ1AA,100.00,0.00,1
YEK9AA,0.00,0.00,1
YEL5,100.00,0.00,1
YEL9,100.00,0.00,1
YEQ5,100.00,0.00,1
YEQ6,100.00,0.00,1
YEQ7,100.00,0.00,1
YEQ8,100.00,0.00,1
YEQ9,100.00,0.00,1
YER1,100.00,0.00,1
YER3,100.00,0.00,1
YES7,100.00,0.00,1
YES7AA,0.00,0.00,1
YES8,100.00,0.00,1
YET2,100.00,0.00,1
YET5,100.00,0.00,1
YET6,100.00,0.00,1
YET7,100.00,0.00,1
YEU2O,100.00,0.00,1
YEU5,100.00,0.00,2
YEU8,100.00,0.00,1
YEV2,100.00,0.00,1
YEV6,100.00,0.00,1
YEV8,100.00,0.00,1
YFA8,100.00,0.00,1
YFB4,100.00,0.00,1
YFC1,100.00,0.00,1
YFC4,100.00,0.00,1
YFC5,100.00,0.00,1
YFC9,100.00,0.00,1
YFD5,100.00,0.00,1
YFE2,100.00,0.00,1
YFE9,100.00,0.00,1
YFF2,100.00,0.00,1
YFF3,100.00,0.00,1
YFF7,100.00,0.00,1
YFG9,100.00,0.00,1
YFJ1,100.00,0.00,1
YFK1,100.00,0.00,1
YFK2,100.00,0.00,1
YFK4,100.00,0.00,1
YFK8,100.00,0.00,1
YFL7,100.00,0.00,1
YFL9,100.00,0.00,1
YFM1,100.00,0.00,1
YFM2,100.00,0.00,1
YFN3,0.00,0.00,1
YFN5,100.00,0.00,1
YFN6,100.00,0.00,1
YFN9,100.00,0.00,1
YFP5,100.00,0.00,1
YFQ1,98.00,0.00,2
YFQ3,100.00,0.00,1
YFQ8,100.00,0.00,1
YFR5,100.00,0.00,1
YFR6,100.00,0.00,1
YFR6AA,0.00,0.00,1
YFT2,100.00,0.00,1
YFU5,100.00,0.00,1
YFU6,79.08,2.18,53
YG56AA,100.00,0.00,3
YG83AE,100.00,0.00,1
YGA1,100.00,0.00,1
YGA5,100.00,0.00,1
YGB1,0.00,100.00,1
YGB2,99.19,0.79,22
YGB6,100.00,0.00,1
YGB7,100.00,0.00,1
YGC3,100.00,0.00,1
YGC5,100.00,0.00,1
YGC6,100.00,0.00,1
YGC7,100.00,0.00,1
YGC8,100.00,0.00,1
YGC9,100.00,0.00,1
YGD3,100.00,0.00,1
YGD6,100.00,0.00,1
YGD7,100.00,0.00,1
YGD9,100.00,0.00,1
YGE1,100.00,0.00,1
YGE2,0.00,0.00,1
YGE4,100.00,0.00,1
YGE7,100.00,0.00,1
YGE8,100.00,0.00,1
YGE9,100.00,0.00,1
YGF1,100.00,0.00,1
YGG2,0.00,0.00,1
YGG6,100.00,0.00,1
YGG7,100.00,0.00,1
YGG9,0.00,0.00,1
YGH3,100.00,0.00,1
YGH4,100.00,0.00,1
YGH5,100.00,0.00,1
YGJ1,100.00,0.00,1
YGJ6,100.00,0.00,1
YGK1,100.00,0.00,1
YGK9,100.00,0.00,1
YGL1,100.00,0.00,1
YGL4,100.00,0.00,1
YGL7,100.00,0.00,1
YGL8,100.00,0.00,1
YGM3,100.00,0.00,1
YGM5,100.00,0.00,1
YGM7,100.00,0.00,1
YGN3,100.00,0.00,2
YGN6,100.00,0.00,1
YGN8,100.00,0.00,1
YGP5,100.00,0.00,1
YGP7,100.00,0.00,1
YGQ2,100.00,0.00,1
YGR2,100.00,0.00,1
YGR3,100.00,0.00,1
YGR9,100.00,0.00,1
YGS2,100.00,0.00,1
YGS5,100.00,0.00,1
YGS5AA,0.00,0.00,1
YGS6,100.00,0.00,1
YGS8,100.00,0.00,1
YGS9,100.00,0.00,1
YGT1,100.00,0.00,1
YGT5,100.00,0.00,1
YGT6,100.00,0.00,1
YGU3,100.00,0.00,1
YGU7,100.00,0.00,1
YGU8,100.00,0.00,1
YGV3,100.00,0.00,1
YGV7,100.00,0.00,1
YH12AA,100.00,0.00,1
YHA5,100.00,0.00,2
YHA7,100.00,0.00,1
YHA9,100.00,0.00,1
YHB2,100.00,0.00,1
YHB4,100.00,0.00,1
YHB7,100.00,0.00,1
YHB8,100.00,0.00,1
YHC2,100.00,0.00,2
YHC7,100.00,0.00,1
YHD1,100.00,0.00,1
YHD3,100.00,0.00,1
YHD4,100.00,0.00,1
YHD5,100.00,0.00,1
YHD6,100.00,0.00,1
YHD8,100.00,0.00,1
YHD9,100.00,0.00,1
YHE1,100.00,0.00,1
YHE4,100.00,0.00,1
YHE5,100.00,0.00,1
YHF4,96.60,2.41,34
YHF9,100.00,0.00,1
YHG1,100.00,0.00,1
YHG4,100.00,0.00,1
YHG5,100.00,0.00,1
YHG5AA,100.00,0.00,1
YHG6,100.00,0.00,1
YHG8,100.00,0.00,1
YHH1,100.00,0.00,1
YHH7,100.00,0.00,1
YHH8,100.00,0.00,1
YHJ8,100.00,0.00,1
YHJ9,100.00,0.00,1
YHK1,0.00,0.00,1
YHK3,98.25,0.01,4
YHK8,100.00,0.00,1
YHK9,100.00,0.00,1
YHL1,100.00,0.00,1
YHL2,100.00,0.00,1
YHL4,100.00,0.00,1
YHL5,100.00,0.00,1
YHL5AA,100.00,0.00,1
YHL9,100.00,0.00,1
YHM2,100.00,0.00,1
YHM2AA,0.00,0.00,1
YHN3,100.00,0.00,1
YHN6,100.00,0.00,1
YHP3,100.00,0.00,2
YHP5,100.00,0.00,1
YHP6,98.74,0.35,82
YHQ2,100.00,0.00,1
YHQ4,98.45,0.00,2
YHQ6,100.00,0.00,1
YHQ8,100.00,0.00,1
YHQ8AA,100.00,0.00,1
YHQ9,100.00,0.00,1
YHR6,100.00,0.00,1
YHR7,100.00,0.00,1
YHR8,100.00,0.00,1
YHR9,100.00,0.00,1
YHS5,98.34,0.15,9
YHS6,100.00,0.00,1
YHS7,100.00,0.00,1
YHS7AA,0.00,0.00,1
YHS7AB,0.00,100.00,1
YHS8,100.00,0.00,1
YHS9,100.00,0.00,1
YHT1,100.00,0.00,1
YHT2,100.00,0.00,1
YHT4,100.00,0.00,1
YHT7,100.00,0.00,1
YHT8,100.00,0.00,1
YHT9,100.00,0.00,2
YHU2O,100.00,0.00,1
YHU4,94.83,3.18,549
YHU5,100.00,0.00,1
YHU6,100.00,0.00,1
YHV1,100.00,0.00,1
YHV4,100.00,0.00,1
YHV6,100.00,0.00,1
YHV7,100.00,0.00,1
YHV8,100.00,0.00,1
YHV9,100.00,0.00,1
YJA1,100.00,0.00,1
YJA2,100.00,0.00,1
YJA6,100.00,0.00,1
YJB1,100.00,0.00,1
YJB4,0.00,0.00,1
YJB5,97.98,0.00,2
YJB6,100.00,0.00,1
YJB8,100.00,0.00,1
YJB9,100.00,0.00,2
YJC3,0.00,0.00,1
YJC4,100.00,0.00,1
YJC8,100.00,0.00,2
YJD1,100.00,0.00,1
YJD2,100.00,0.00,1
YJD4,100.00,0.00,1
YJD5,100.00,0.00,1
YJD7,98.84,0.00,2
YJD9,100.00,0.00,1
YJE1,0.00,100.00,1
YJE3,100.00,0.00,1
YJE6,100.00,0.00,1
YJE7,100.00,0.00,1
YJE8,100.00,0.00,1
YJE9,100.00,0.00,1
YJF1,100.00,0.00,1
YJF3,0.00,0.00,1
YJF4,100.00,0.00,1
YJF6,100.00,0.00,2
YJF7,100.00,0.00,1
YJF8,100.00,0.00,1
YJF9,100.00,0.00,1
YJG1,100.00,0.00,1
YJG4,99.99,0.00,2
YJG5,100.00,0.00,1
YJG9,100.00,0.00,1
YJG9AA,100.00,0.00,1
YJH3,100.00,0.00,1
YJH4,99.92,0.07,2
YJH5,100.00,0.00,1
YJH9,100.00,0.00,1
YJJ2,100.00,0.00,1
YJJ3,100.00,0.00,1
YJJ4,100.00,0.00,1
YJJ5,100.00,0.00,1
YJJ7,100.00,0.00,1
YJJ9,100.00,0.00,1
YJK1,0.00,100.00,1
YJK1AA,0.00,0.00,1
YJK4,100.00,0.00,1
YJK5,100.00,0.00,1
YJK6,100.00,0.00,1
YJL2,100.00,0.00,1
YJL3,100.00,0.00,1
YJL4,100.00,0.00,1
YJL7,100.00,0.00,1
YJL8,100.00,0.00,2
YJL9,100.00,0.00,1
YJM2,100.00,0.00,1
YJM2AA,100.00,0.00,1
YJM2AB,0.00,0.00,1
YJM2AC,0.00,0.00,1
YJM3,100.00,0.00,1
YJM4,100.00,0.00,1
YJM6,100.00,0.00,1
YJM8,100.00,0.00,1
YJM9,100.00,0.00,1
YJN1,100.00,0.00,1
YJN5,100.00,0.00,1
YJN8,100.00,0.00,1
YJP1,100.00,0.00,1
YJP2,100.00,0.00,1
YJP3,100.00,0.00,1
YJP6,100.00,0.00,1
YJP8,100.00,0.00,1
YJP9,100.00,0.00,1
YJQ2,100.00,0.00,1
YJQ3,100.00,0.00,2
YJQ4,100.00,0.00,1
YJQ5,100.00,0.00,1
YJQ8,100.00,0.00,1
YJQ9,98.73,0.00,2
YJR1,100.00,0.00,1
YJR2,100.00,0.00,1
YJR4,100.00,0.00,1
YJR5,100.00,0.00,1
YJR8,100.00,0.00,1
YJR9,100.00,0.00,1
YJS1,100.00,0.00,1
YJS2,74.07,14.24,8992
YJS7,100.00,0.00,1
YJS9,100.00,0.00,1
YJT2,99.29,0.67,14
YJT5,100.00,0.00,1
YJT6,100.00,0.00,1
YJU1,100.00,0.00,2
YJU2,100.00,0.00,1
YJU3,100.00,0.00,1
YJU4,100.00,0.00,1
YJU7,100.00,0.00,1
YJU8,0.00,0.00,1
YJU9,99.59,0.00,3
YJV1,100.00,0.00,1
YJV6,100.00,0.00,1
YJV8,100.00,0.00,1
YJV9,98.92,0.00,2
YKA1,98.98,0.99,8
YKA4,100.00,0.00,1
YKA6,100.00,0.00,1
YKA7,95.66,0.00,3
YKB1,100.00,0.00,1
YKB1AA,100.00,0.00,1
YKB2,100.00,0.00,1
YKB3,100.00,0.00,1
YKB6,100.00,0.00,1
YKB8,100.00,0.00,1
YKB9,100.00,0.00,1
YKC3,100.00,0.00,1
YKC6,100.00,0.00,1
YKC9,100.00,0.00,1
YKD3,100.00,0.00,2
YKD5,100.00,0.00,1
YKD7,100.00,0.00,1
YKD7AA,100.00,0.00,1
YKD8,100.00,0.00,1
YKE1,99.69,0.00,2
YKE2,100.00,0.00,1
YKE3,0.00,0.00,1
YKE3O,100.00,0.00,1
YKE6,95.20,0.00,2
YKE7,100.00,0.00,1
YKE8,100.00,0.00,1
YKF1,100.00,0.00,1
YKF2,100.00,0.00,1
YKF3,100.00,0.00,1
YKF8,100.00,0.00,1
YKF8AB,100.00,0.00,1
YKG2,100.00,0.00,1
YKG3,100.00,0.00,1
YKG4,100.00,0.00,1
YKG4AA,0.00,0.00,1
YKG4AB,100.00,0.00,1
YKG4AC,100.00,0.00,1
YKG6,100.00,0.00,1
YKG7,100.00,0.00,1
YKG7AA,100.00,0.00,1
YKG9,0.00,0.00,1
YKH1,100.00,0.00,1
YKH2,100.00,0.00,1
YKH3,100.00,0.00,1
YKH4,100.00,0.00,1
YKH9,100.00,0.00,1
YKJ1,100.00,0.00,1
YKJ2,100.00,0.00,1
YKJ4,100.00,0.00,1
YKJ5,100.00,0.00,1
YKK1,100.00,0.00,1
YKK2,100.00,0.00,1
YKK3,100.00,0.00,1
YKK4,100.00,0.00,1
YKL1,100.00,0.00,2
YKM2,100.00,0.00,2
YKM3,100.00,0.00,1
YKM4,100.00,0.00,1
YKM6,100.00,0.00,1
YKM9,100.00,0.00,1
YKN3,100.00,0.00,1
YKN3AA,0.00,0.00,1
YKN5,100.00,0.00,1
YKN6,97.54,0.00,2
YKN7,100.00,0.00,1
YKN9,100.00,0.00,1
YKP1,100.00,0.00,1
YKP3,100.00,0.00,1
YKP4,100.00,0.00,1
YKP5,100.00,0.00,1
YKP6,100.00,0.00,1
YKP8,100.00,0.00,1
YKQ6,100.00,0.00,1
YKQ7,100.00,0.00,1
YKQ8,100.00,0.00,1
YKQ9,100.00,0.00,1
YKR2,100.00,0.00,1
YKR6,100.00,0.00,1
YKR8,100.00,0.00,1
YKS1,100.00,0.00,1
YKS3,100.00,0.00,1
YKS4,100.00,0.00,1
YKS5,100.00,0.00,1
YKS6,100.00,0.00,1
YKS6O,100.00,0.00,1
YKS7,98.47,0.00,4
YKS9,97.13,0.00,3
YKT1,99.43,0.17,5
YKT6,100.00,0.00,1
YKU1,100.00,0.00,1
YKU2,100.00,0.00,1
YKU4,100.00,0.00,1
YKU5,100.00,0.00,1
YKU7,100.00,0.00,1
YKU8,100.00,0.00,1
YKV1,100.00,0.00,1
YKV2,100.00,0.00,2
YKV5,100.00,0.00,1
YKV6,100.00,0.00,1
YKV7,100.00,0.00,1
YKV8,100.00,0.00,1
YLA1,100.00,0.00,1
YLA4,100.00,0.00,1
YLA5,100.00,0.00,1
YLA6,99.38,0.00,2
YLA7,100.00,0.00,1
YLA8,100.00,0.00,1
YLB1,100.00,0.00,1
YLB2,100.00,0.00,1
YLB3,100.00,0.00,1
YLB4,100.00,0.00,1
YLC1,100.00,0.00,1
YLC2,100.00,0.00,1
YLC5,100.00,0.00,1
YLC6,100.00,0.00,1
YLC7,99.88,0.11,3
YLC8,100.00,0.00,1
YLD1,100.00,0.00,1
YLD2,100.00,0.00,1
YLD3,100.00,0.00,1
YLD5,100.00,0.00,1
YLD6,100.00,0.00,1
YLD7,100.00,0.00,1
YLD8,100.00,0.00,1
YLD9,100.00,0.00,1
YLE2,100.00,0.00,1
YLE3,100.00,0.00,1
YLE5,100.00,0.00,1
YLE6,100.00,0.00,1
YLE7,100.00,0.00,2
YLE8,100.00,0.00,1
YLE9,100.00,0.00,1
YLF1,100.00,0.00,1
YLF2,100.00,0.00,1
YLF2AA,100.00,0.00,1
YLF2AB,100.00,0.00,1
YLF2AC,100.00,0.00,1
YLF2AD,100.00,0.00,1
YLF3,100.00,0.00,1
YLF4,100.00,0.00,1
YLF5,100.00,0.00,1
YLF6,100.00,0.00,1
YLF7,100.00,0.00,1
YLF8,100.00,0.00,1
YLF9,100.00,0.00,1
YLG1AO,100.00,0.00,1
YLG2,100.00,0.00,1
YLG5,100.00,0.00,1
YLG6,100.00,0.00,1
YLG7,100.00,0.00,1
YLG8,100.00,0.00,1
YLG9,100.00,0.00,1
YLH2,100.00,0.00,1
YLH3,100.00,0.00,1
YLH4,100.00,0.00,1
YLH5,97.92,0.00,2
YLH6,100.00,0.00,1
YLH7,100.00,0.00,1
YLH8,100.00,0.00,1
YLH9,100.00,0.00,1
YLJ2,100.00,0.00,1
YLJ3,100.00,0.00,2
YLJ4,100.00,0.00,1
YLJ6,100.00,0.00,1
YLJ7,100.00,0.00,1
YLJ8,100.00,0.00,1
YLJ9,100.00,0.00,1
YLK4,100.00,0.00,1
YLK5,100.00,0.00,1
YLK7,100.00,0.00,1
YLK8,100.00,0.00,2
YLK9,100.00,0.00,1
YLL1,100.00,0.00,2
YLL3,100.00,0.00,2
YLL5,99.57,0.04,6
YLL8,100.00,0.00,1
YLM1,100.00,0.00,1
YLM2,100.00,0.00,1
YLM3,100.00,0.00,1
YLM4,100.00,0.00,1
YLM6,100.00,0.00,1
YLM7,98.74,0.00,2
YLN2,100.00,0.00,2
YLN4,100.00,0.00,1
YLN6,100.00,0.00,1
YLN8,100.00,0.00,1
YLN9,100.00,0.00,1
YLP3,100.00,0.00,1
YLP7,100.00,0.00,1
YLP8,100.00,0.00,1
YLQ1,100.00,0.00,1
YLQ3,100.00,0.00,1
YLQ5,100.00,0.00,1
YLQ6,100.00,0.00,1
YLQ7,100.00,0.00,1
YLQ9,100.00,0.00,2
YLR1,100.00,0.00,1
YLR2,0.00,0.00,1
YLR3,0.00,0.00,1
YLR6,100.00,0.00,1
YLR8,0.00,0.00,1
YLR9,100.00,0.00,1
YLS1,100.00,0.00,1
YLS4,100.00,0.00,1
YLS6,100.00,0.00,2
YLS8,100.00,0.00,1
YLT2,100.00,0.00,1
YLT3,95.31,0.00,2
YLT4,100.00,0.00,1
YLT5,100.00,0.00,1
YLT6,100.00,0.00,1
YLT7,100.00,0.00,1
YLT8,100.00,0.00,1
YLT9,100.00,0.00,1
YLU1,100.00,0.00,1
YLU2,100.00,0.00,2
YLU3,100.00,0.00,1
YLU4,100.00,0.00,1
YLU5,100.00,0.00,1
YLU7,100.00,0.00,1
YLU8,100.00,0.00,2
YLV1,100.00,0.00,2
YLV4,100.00,0.00,1
YLV5,100.00,0.00,1
YLV7,100.00,0.00,1
YLV8,100.00,0.00,1
YLV9,100.00,0.00,1
YMA1,100.00,0.00,1
YMA3,100.00,0.00,1
YMA5,100.00,0.00,1
YMA6,100.00,0.00,1
YMA7,97.14,0.00,2
YMA8,100.00,0.00,1
YMA9,100.00,0.00,2
YMB1,100.00,0.00,1
YMB2,100.00,0.00,1
YMB3,100.00,0.00,1
YMB4,100.00,0.00,1
YMB5,100.00,0.00,1
YMB6,78.63,15.96,3469
YMB7,100.00,0.00,2
YMB8,100.00,0.00,1
YMB9,100.00,0.00,1
YMC1,100.00,0.00,1
YMC2,100.00,0.00,1
YMC3,100.00,0.00,1
YMC5,100.00,0.00,1
YMC6,100.00,0.00,1
YMC8,100.00,0.00,1
YMC9,100.00,0.00,1
YMD1,100.00,0.00,1
YMD2,100.00,0.00,2
YMD3,100.00,0.00,1
YMD4,100.00,0.00,1
YMD6,100.00,0.00,1
YMD7,100.00,0.00,1
YMD8,100.00,0.00,1
YME2,100.00,0.00,1
YME4,100.00,0.00,1
YME5,100.00,0.00,1
YME6,100.00,0.00,1
YME7,100.00,0.00,1
YME8,100.00,0.00,1
YME9,100.00,0.00,1
YMF1,100.00,0.00,1
YMF2,100.00,0.00,1
YMF3,100.00,0.00,1
YMF4,100.00,0.00,1
YMF6,100.00,0.00,1
YMF7,100.00,0.00,1
YMF8,97.13,0.00,2
YMF9,100.00,0.00,2
YMG1,100.00,0.00,1
YMG2,100.00,0.00,1
YMG3,100.00,0.00,1
YMG4,100.00,0.00,1
YMG5,100.00,0.00,1
YMG6,100.00,0.00,1
YMG7,92.27,0.45,5
YMG8,100.00,0.00,1
